#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
21,"Leatherwood, Candice  21 Leatherwood, Candice",28,27.0,897,32.0,111,283,0.392,27,85,0.318,120,171,0.702,369,13.2,33,96,129,4.6,78,109,93,41,3,View Bio
13,"Haines, Katherine  13 Haines, Katherine",24,11.0,640,26.7,121,269,0.45,12,43,0.279,36,49,0.735,290,12.1,54,146,200,8.3,39,16,38,21,33,View Bio
02,"Carter, Tykera  02 Carter, Tykera",31,31.0,994,32.1,125,344,0.363,53,172,0.308,67,81,0.827,370,11.9,28,86,114,3.7,69,53,62,45,0,View Bio
05,"Storck, Erin  05 Storck, Erin",28,28.0,980,35.0,119,319,0.373,43,126,0.341,32,50,0.64,313,11.2,21,96,117,4.2,82,45,61,32,11,View Bio
22,"Hagood, Adrianne  22 Hagood, Adrianne",29,13.0,740,25.5,73,198,0.369,31,92,0.337,84,127,0.661,261,9.0,19,43,62,2.1,62,21,42,6,4,View Bio
04,"Davis, Jayla  04 Davis, Jayla",15,3.0,167,11.1,13,33,0.394,0,6,0.0,17,28,0.607,43,2.9,7,10,17,1.1,22,10,20,8,3,View Bio
32,"Kangudie, Abigail  32 Kangudie, Abigail",25,13.0,401,16.0,30,79,0.38,0,0,0.0,8,27,0.296,68,2.7,47,84,131,5.2,34,8,16,8,23,View Bio
12,"Murphy, Allyson  12 Murphy, Allyson",23,1.0,259,11.3,21,60,0.35,8,22,0.364,13,19,0.684,63,2.7,4,23,27,1.2,19,15,21,11,0,View Bio
10,"Dabney, Olivia  10 Dabney, Olivia",31,16.0,706,22.8,24,98,0.245,14,67,0.209,9,19,0.474,71,2.3,13,76,89,2.9,46,40,28,30,19,View Bio
33,"Silletti, Jenna  33 Silletti, Jenna",19,7.0,175,9.2,19,53,0.358,0,2,0.0,4,6,0.667,42,2.2,8,25,33,1.7,27,4,11,1,4,View Bio
01,"Polyzou, Cleo  01 Polyzou, Cleo",5,5.0,89,17.8,4,23,0.174,2,13,0.154,0,0,0.0,10,2.0,4,7,11,2.2,10,2,11,2,4,View Bio
15,"McCray, Asia  15 McCray, Asia",21,0.0,162,7.7,9,32,0.281,0,2,0.0,19,24,0.792,37,1.8,14,21,35,1.7,16,2,14,5,0,View Bio
23,"Cheatham, Madison  23 Cheatham, Madison",2,0.0,9,4.5,1,1,1.0,0,0,0.0,0,0,0.0,2,1.0,0,0,0,0.0,1,0,0,0,0,View Bio
24,"Ye, Kiana  24 Ye, Kiana",11,0.0,44,4.0,3,14,0.214,3,13,0.231,0,0,0.0,9,0.8,0,2,2,0.2,3,3,0,0,0,View Bio
03,"Guerra, Korina  03 Guerra, Korina",3,0.0,9,3.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,2,0,1,1,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,62,77,139,4.5,0,0,8,0,0,
,Total,31,,6272,202.3,673,1807,0.372,193,644,0.3,409,601,0.681,1948,62.84,314,792,1106,35.7,510,328,426,211,104,
,Opponents,31,,6251,201.6,783,1901,0.412,195,593,0.329,323,469,0.689,2084,67.23,384,905,1289,41.6,580,425,475,204,124,
