#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
24,"Adams, Joy  24 Adams, Joy",35,31.0,1178,33.7,187,442,0.423,9,37,0.243,120,175,0.686,503,14.4,159,260,419,12.0,87,77,120,74,21,View Bio
01,"Lizarazu, Marina  01 Lizarazu, Marina",35,35.0,1225,35.0,168,419,0.401,34,103,0.33,67,100,0.67,437,12.5,21,71,92,2.6,87,171,106,60,1,View Bio
20,"Lewis, Alexis  20 Lewis, Alexis",35,3.0,790,22.6,109,293,0.372,47,132,0.356,44,58,0.759,309,8.8,52,113,165,4.7,75,31,31,49,4,View Bio
21,"Robinson, Aaliyah  21 Robinson, Aaliyah",34,27.0,954,28.1,100,273,0.366,80,224,0.357,15,21,0.714,295,8.7,25,39,64,1.9,42,45,41,41,5,View Bio
11,"Atkins-Gilmore, Philecia  11 Atkins-Gilmore, Philecia",35,26.0,793,22.7,97,280,0.346,63,186,0.339,30,39,0.769,287,8.2,19,98,117,3.3,73,68,91,28,4,View Bio
10,"DuPree, Karynda  10 DuPree, Karynda",34,33.0,841,24.7,63,174,0.362,1,12,0.083,9,24,0.375,136,4.0,48,110,158,4.6,99,16,66,18,58,View Bio
22,"Clay, Treyanna  22 Clay, Treyanna",33,9.0,611,18.5,41,113,0.363,5,17,0.294,29,46,0.63,116,3.5,52,42,94,2.8,73,16,44,22,2,View Bio
00,"Murray, Ashley  00 Murray, Ashley",15,0.0,131,8.7,17,35,0.486,0,0,0.0,4,5,0.8,38,2.5,9,24,33,2.2,20,1,6,2,2,
02,"Cammock, Aurellia  02 Cammock, Aurellia",17,3.0,151,8.9,8,21,0.381,0,0,0.0,8,12,0.667,24,1.4,28,13,41,2.4,26,1,8,1,0,View Bio
03,"Mahoney, Kristin  03 Mahoney, Kristin",16,0.0,73,4.6,5,15,0.333,0,2,0.0,4,6,0.667,14,0.9,2,3,5,0.3,6,9,12,1,0,View Bio
55,"Ahvenainen, Iida  55 Ahvenainen, Iida",27,8.0,201,7.4,7,37,0.189,2,24,0.083,3,4,0.75,19,0.7,6,3,9,0.3,18,11,15,6,0,View Bio
12,"Wortley, Casey  12 Wortley, Casey",18,0.0,76,4.2,3,17,0.176,0,12,0.0,3,3,1.0,9,0.5,3,7,10,0.6,12,0,5,0,0,View Bio
30,"Ranger, Cassidee  30 Ranger, Cassidee",3,0.0,2,0.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,2,0,0,View Bio
TM,Team  TM Team,35,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,67,81,148,4.2,0,0,13,0,0,
,Total,35,,7026,200.7,805,2119,0.38,241,749,0.322,336,493,0.682,2187,62.49,491,864,1355,38.7,618,446,560,302,97,
,Opponents,35,,7025,200.7,725,1935,0.375,144,515,0.28,406,576,0.705,2000,57.14,402,874,1276,36.5,578,440,611,247,108,
