,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,player_number_ind,player_ind
25,-3.0573634715161715,1.2710919539742305,3.1378633819056674,-2.7400224392588637,0.3597168464022302,-0.423386801579621,0.59813196466141,2.012787274696736,0.9654529583426537,0.46352272980299336,3,Mary Copple
26,-2.799424191802511,1.2361253057678814,3.405613294156751,-2.4218222295236247,-2.173317170562964,1.0200885068982324,1.0081018238649102,1.0609293245465823,0.4049428125543595,-0.04161572423089193,14,Cory Santoro
27,-3.221393105301529,-4.542255881909316,-0.874963492469718,-1.8847355876038934,0.2590187955574106,-2.9928592170492747,-0.7865821481263522,-0.793125459637824,0.3799295850605172,0.30365446109131816,15,Sara Carvajal Caro
28,-3.347371284853159,-0.36890072099295246,-0.09043150223286697,-4.767577906083028,0.0932487776315977,-1.7768244473652213,1.533881672754048,1.5091991977277743,1.3011933799933357,-0.2906396196860016,5,Irene Rey Pineda
29,5.834394237733935,-0.9382906557853846,0.24534221610057397,-1.4684382013566784,-1.4186888853842443,0.7541372821594742,-1.2984930636096605,1.1883710517364872,-0.6714245404123035,-0.7117530859582529,14,Sara Hinriksdottir
30,3.0524984145154783,1.221370243914334,2.512254697774455,-1.0340171279872141,0.579222819060863,-1.2648270538370396,0.9002253285389364,0.4247208283304004,-0.20265391545822828,-0.1736710814396743,5,D'Jhai Patterson-Ricks
31,1.7451869702499603,-2.6101126865662887,-2.5759812449446278,-0.2682629795501992,-1.2068153765504028,-0.22893877877678412,-0.2384682792387799,-0.8228188205008667,-1.2886706951227251,-0.5824346851851488,44,Danielle Sanderlin
32,-0.22399772519105113,-1.7550541995078137,0.8390613147916085,-3.027711875573484,0.35034545029690267,-1.1200934962211948,0.5636109736859705,0.597329355442852,0.1878360601054145,-0.1628453768335608,11,Anndea Zeigler
33,-1.478870088547601,-2.92151744339202,1.9047983675005131,0.7123155626479507,-0.43568432967958587,-1.7410328838636246,-0.4683781185881592,0.4647166700595783,0.3720595828700423,0.7683885429601613,24,Tiana Pugh
34,-0.9741889570964997,1.6003336963976067,0.18392287929542483,1.7585945585771428,-1.6188599797202365,-0.35644180723993363,-0.1065244834087288,0.7215337293397054,-0.28344994590821077,0.3009689786247406,13,Maria Welch
35,-2.290694850231943,-2.8042631551592554,-0.5735560875376289,-1.4799900382080973,-0.17802581511112597,-1.4301282179318697,-0.14586579415766396,-2.298739055798999,1.138696972443198,-0.11981375931259501,33,Shannon Conely
36,-4.342931842102851,0.2185036780030381,0.3232188403107542,-3.2875026479537217,-1.3030590493170653,-1.2722403150485575,0.640547460473377,0.8534088481062576,0.6330740822197802,-0.7100804659058099,1,Zhane Irby
37,-7.419763249309529,0.6647043545855088,0.46174229801794187,-0.05132680605928709,-1.2414937778126567,0.27223057345463264,-0.33983969139315473,0.38319861405024136,0.07813910385011798,1.0307435275194654,10,Erika Joseph
38,4.617095885321984,2.4093900580355987,2.187810589170445,-1.806643052534747,0.9063672714526606,-0.8081781597690435,-0.26907401265644776,0.0940510176658013,-0.2593594922790123,-0.3436018029240441,14,Dani Haskell
39,0.2570365135560754,1.0577971312603172,2.8658499512794635,-2.3875278518083207,-3.161421794232,0.13566609099898103,1.166607236575902,-0.453897237941273,-0.3230597453381696,0.3925962718028458,23,Erika Joseph
40,0.5646530710120602,-1.054133363346035,2.5581862653461767,-2.1528563298513785,0.34051182407584496,-2.3167885797213637,0.8477204152356984,0.7732811468763388,0.19834280710092142,0.053077072166579635,12,Athina Lexa
41,0.36242108620965224,2.5881583236400694,2.05357059753195,-2.452354961071522,-1.817945467563174,-0.863251711089066,0.5178711381022305,-0.350517303548055,0.15474396812757496,0.47512349682802874,0,Shaunae Brown
42,-1.3421768812895727,1.2623742010050274,1.3214785001731584,-0.0326154084592262,2.1817504843939495,1.4505782850574547,1.087131324627862,1.1447090122493973,0.735921484494923,-0.21897983345729355,24,Cheyenne Stubbs
43,-1.9953140346045228,-2.567614677783229,1.530644284020936,-2.4609043222195943,-0.7614244319083128,-1.9259907888565455,0.9764510433098884,-0.2706354098144876,0.8670823521120256,-0.6048474025345926,2,Lydia Gattozzi
44,0.842182636503101,-4.329621837663607,-3.784344502263563,2.3130745593134736,0.799222137692481,0.9069500088078826,1.2529622289245783,0.2528102268933759,-0.7517807893874046,-1.592467614259808,21,Kayla Jackson
45,-2.0663239817166112,-1.7253858262132866,0.2925144136244128,-2.7785392307157686,-1.9096559783327112,2.4190497422418744,-0.49188509779537026,2.973520597128205,0.7129734701780793,1.550069621124807,5,Ella Vaatanen
46,-0.7542857594332552,-5.822402123766842,-5.564605745049751,3.280979786006495,-0.984196894958987,0.12627654219234485,0.4364438603489482,3.5636206698046697,0.2032545196096037,0.7929734882711341,33,Rhay Porter
47,4.815153006204638,0.8728829038146104,-2.1787667737167054,-0.40429774409899305,-1.397413902680297,-1.748497063844146,-3.4593945466940497,-1.0784323270086584,0.568077171569341,0.2744741437369866,24,Crystal Porter
48,1.9721729559512955,1.3549939587808755,1.7495660700847615,-1.1328044397128767,-0.3891581017826139,-2.8098200680152394,1.8269913668447975,0.6066807962200355,0.1499773919848823,0.528039194079911,10,Margret Halfdanardottir
49,-0.16318027935374307,-1.3781894911048593,4.8370433781390565,0.277964183723294,0.0873416519598789,-1.2137133383104561,-0.5426914161258211,0.9989205106682917,0.5417336771370062,-0.6573488993038983,13,Maria Welch
50,0.605512277559178,2.0726642398709796,1.8495623759400333,1.216955114708681,-2.3589330182758066,-0.9900881020385941,1.1041750505457517,-0.8183200766807048,0.08516145611153854,0.1268438618134265,15,Lauren D'Hont
51,-2.219529812050461,1.3932927289124049,0.5379782410381327,-0.5591164639585577,0.403061761957993,-1.0008073584929182,-1.7536396877363785,-0.3303799032379245,-1.4288962878801736,-0.012765555189198693,5,Tiahana Mills
52,-2.030085852634985,-6.265070134507201,-1.0088946001304306,3.678291789203157,2.5456267671154444,0.30603011447183714,-0.1409069890825725,-1.1236887041205885,-0.8112645877136866,-0.9923852402682477,20,Jasmine Mungo
53,-2.2957738401837364,-3.6689936625864292,1.906319401702236,-0.9844765677595795,1.66910189933829,-2.2602317768207842,-2.1985371321680636,0.6095235131406753,0.47835390410773526,-0.6891278675569666,14,Sara Hinriksdottir
54,-2.262772780848482,5.860944955260252,-4.200575552645821,-0.22233102277250294,0.8999915015818519,-1.8786269441774641,-2.237484751386489,-0.38497680900579007,-0.9881237570210156,-0.037848278138278395,22,Tamara Miskovic
55,-2.891609064170218,1.726023281347154,2.7802392266418656,4.508826416003575,-1.3657347246324116,2.6945938613977254,-1.9588137317862864,-0.6285069617319211,-0.024371257565100987,-1.422884484304051,23,Sarah Cooley
56,-3.0121236595747987,-2.571329537035336,0.7983599009903986,1.1844285256849647,-0.4715999653571576,-0.8266756744511959,-2.663111087194357,0.9356479510024053,1.1442847679719232,0.39120309641577283,32,Saliah Serrette
57,-4.248809341607394,-3.5064714119975564,0.29475521604207305,-1.7707406202294738,-3.2425407557522226,-0.019071140778156383,-0.39655482252046437,-1.2172038603763133,0.5686253108200835,-1.215178557086088,25,Abby Schwenk
58,4.417046306170874,2.695123050991873,1.686338568340953,-2.2432079299270207,2.152582360597949,-0.8347246413422117,0.8160864985594648,0.01779301507105681,0.01638705228995903,0.08081713699660613,5,D'Jhai Patterson-Ricks
59,5.654489870839578,-2.920952415814099,0.035356419989717884,-1.7418583294121808,-1.4404223047466918,-0.7223513344205523,-0.36349732112408634,0.042443331573636965,-0.36141402193316524,-1.4236682061179646,44,Danielle Sanderlin
60,1.5047486858861479,-0.8105311016389896,3.1090191434859835,0.4557905355527607,-1.5252077182412247,-2.1544356800343634,-0.2079331209620716,1.3842878649976758,-0.5642768047992909,0.01865794233895177,21,AJ Timbers
61,0.5513997922929791,-3.587312649809311,0.1943799483655129,1.4728222783723526,-0.6237001332800226,-1.674289928393482,-0.48842081415882804,0.34108781976260427,-0.9841026290906183,0.4723695559582683,24,Tiana Pugh
62,-2.1753963916049246,-3.06537299448067,-0.9950402091579889,1.3557295167948162,-1.525045527424605,-1.9808027286561545,0.10222083802145852,-2.7502207608929266,0.6312096366708267,0.41597912594036673,33,Shannon Conely
63,-3.126616205608262,-3.307493094972988,0.8228361767909906,-1.8750006354897493,-0.5282290440388088,-1.6072479615468436,0.5558574884255906,-0.8644125885360026,-0.18172591822441836,-0.9062839358734897,2,Shayla Sweeney
64,-0.8024563377701706,5.289065067444042,-2.080062964511721,2.922381085111112,0.5932137510528059,3.3504635799943707,1.731781052517539,2.022926746897282,-0.45969268244969685,-0.8054476743138119,4,Anna Sweny
65,-4.868282260235747,0.1401292541604579,2.072878434083972,-1.4778486733234388,-2.746572367620698,-1.7689606782285205,-0.10150594084260962,-1.0747478139946642,0.9903020742939019,0.12566291756897474,0,Shaunae Brown
66,-5.2099026105259085,2.268812032970582,-1.0639393719281018,-1.903562453294839,-3.992898020694061,1.4549304818480733,-0.3928423979844849,-1.2304766194522287,-0.1906421551680207,-0.6933137117580846,10,Erika Joseph
67,2.348844028173535,2.0695087513632573,2.544762363473233,-0.013551743125966154,-0.8864294366932373,0.7800925887606271,1.0846183139163308,-0.5039364302183944,-0.16782622821424223,0.19938408506055508,4,Kayla Hoohuli
68,2.4977104727294197,-2.9422132788945867,1.7699451719402541,1.4073365047422164,-2.026461144392837,-0.6687364859347664,-0.36933659608622543,-1.0295196853683277,0.27507364388641553,0.09345173518595949,25,Jamie Ruttle
69,2.7057198368347564,3.6467744520703778,-2.2691394631268857,-2.0320053487375667,-0.9199844400446003,-2.646363952260055,-0.5171710887833119,0.16361244708243008,-0.3799479608794532,-0.19467462238744515,5,Tiahana Mills
70,1.3956503205409447,-3.2668225480973816,-1.5175563580083482,-1.0666614256067808,-0.8487226719133154,-0.6710139867538482,-2.8714751945456154,-1.6580990007609577,0.8518600064802762,0.20720145130856768,24,Crystal Porter
71,-1.2131674203672351,2.1138068947363466,3.3060835257699104,0.6470790805038554,-0.6466177695218247,-0.2450597036081845,1.3844052711395407,0.1574145301111692,-0.3959531489976995,0.001694114296265289,3,Jen Morabito
72,-1.3781806776986336,-5.221259176355457,0.24232387519548498,-0.05492472424829069,0.32986749008652283,-2.0334775531419655,-1.700370569565686,0.1147500665378431,1.7139350023293556,0.8980487680664172,32,Jen Lennox
73,-3.0451629081432174,-2.116786521310793,3.4816963798466514,0.45992483981562376,-0.7551182154796835,-2.9248165215389417,0.7737842961871734,1.524271962087415,-0.03571916282593939,-0.8655231458447269,15,Lauren D'Hont
74,-0.40050580717496465,-1.6545348895841687,-3.9168851419864836,2.679439907648278,-0.42271867670877716,-1.8703741490530728,-0.9434244000090396,0.3500913183572345,0.3457335397699073,1.2554155183068214,33,Courtney VandeBovenkamp
75,-5.021048988991315,2.0629812515671784,-5.983742959757675,-0.9085867826054912,1.4254137388672463,-1.933656206367438,-1.6789859737931623,0.36026068205072087,0.36774439073333093,-0.25372985622198696,22,Tamara Miskovic
76,7.902542636022354,-3.8461025719225224,0.6147736185119674,0.08032041869430345,-1.373020614060893,-2.5950551150408963,-0.4095453936418208,1.3030171814943385,-0.8743105337596075,-3.0397366490033084,14,Sisi Eleko
77,1.9663610236184077,0.9057774772386977,3.392156328419353,-0.25949102249461553,-0.8838376418458092,-1.2976746179134675,0.14419309254919563,-0.9459819024256287,0.6552044870692815,-0.5286365511838985,5,Athina Lexa
78,2.1925890033849362,5.6570288648957066,-0.3630490057316322,-2.9818577829618165,-0.6867582417847884,-0.643256247124621,-0.4122343980777826,0.09847780726650485,-0.02122939023748304,-0.2771945449145368,2,Mackenzie Amalia
79,1.8532784656435215,3.9361592648575785,-0.0719505799972314,1.530628802657018,-2.504070823981488,2.9152315199122243,0.7087414740279957,0.8053872592853897,-0.726276053568187,-0.7038751399577058,11,Grace Heeps
80,-0.14059639319944323,-0.9840278421728463,1.8833112952650126,3.181944119827222,0.32767599322672,-0.6808955516139422,2.878056053956796,1.3806441495901036,0.3198267205157112,1.3797713686272401,3,Brooklyn Thrash
81,-2.0302810412804626,3.347394439096706,-0.5363726354477607,-1.1880476546654826,-1.5455153484842892,0.4965524104451135,-1.9834125218953294,-0.5172900272247964,-0.3596130995680278,-0.5769259921510548,22,Bri Rozzi
82,-3.9327722039778004,-2.5329951862169584,1.4469196106434272,-1.6225066472688947,-0.6372381652041478,-0.8399277921016962,0.03579136416293675,-0.9988044961068726,0.36215422242715595,-0.06184360933508095,45,Tihanna Fulton
83,5.61023522908002,-1.1605663587007868,2.071636413342555,-0.5933255907150895,-1.8118580326271536,-2.256905896055648,-2.010348152672059,0.7909180720361281,0.09045180553864236,-0.5987088788018854,14,Sara Hinriksdottir
84,3.4333944753938863,0.6409707521310787,0.8702599288524024,1.2478719307122412,-0.19587620375945755,-0.49260427338185464,1.623496549025013,-0.9700437513615667,0.33373002592200784,-0.45054236247105134,15,Lauren D'Hont
85,1.235512279615733,2.1664391818534905,2.6281180359776797,0.43606126123248884,-0.5053122186282764,-2.1462222665644055,1.2892749293148158,-0.6641816911121037,0.8488639241463033,1.010021694657401,10,Margret Halfdanardottir
86,0.7246292089775371,0.4802389615155197,2.678893120627658,0.046253091000036106,-0.6263915201907159,-0.30802100260449433,-2.286158114380863,0.7791335994919106,0.684871619886355,0.05593536843382969,13,Maria Welch
87,1.0343853165325634,-2.8916083751920287,-0.020587303361314913,1.0471084172766785,-0.38629462740663145,-1.9972468810587543,-0.008135217569641804,0.35782092111746616,0.9034371299094114,-0.1470379955910625,32,Saliah Serrette
88,-1.6157075803689225,2.0923327949710124,0.5783598060954157,1.3535123084180796,-3.149390743869659,3.3892790103174955,-0.5540585377144976,-0.4457712520009339,0.013004135394765625,-1.7026941547594898,23,Sarah Cooley
89,-2.4142460610189183,8.163302843391198,-7.385010358540217,0.536730809110846,-2.766984654244321,-1.7951310490985801,-2.1629359008622373,0.3727787971583563,-0.5804687480016101,-1.4163629541545533,22,Tamara Miskovic
90,-6.16053599637389,-1.3077367764681411,-1.5316105001714502,-0.6296921144758196,-0.6230859108021012,-0.22709644129914344,-1.30457745426512,-0.8622248338518982,0.8487350985792566,0.14137457120441277,3,Amanda Schiefen
91,-5.919532748791983,0.7144462549112873,-2.647739103138796,-0.4870748803846933,4.462017272676358,0.7993838653461185,0.1378922837139961,3.7388420799337374,0.754201495188359,-1.523053886159013,4,Anna Sweny
92,2.2809463218094432,1.8966931678585355,1.42451250104331,-0.15939651568677074,1.2016941927022848,0.08732763240354592,1.1412950296561448,0.3133763510793202,-0.3068335935916295,0.8139231929954945,22,Dani Haskell
93,3.6831024844205964,3.297321093361122,-1.1383043170995668,-3.1810575131557046,1.0694575089592486,-0.6069610454037503,-0.1589862586590638,0.99157708695216,-0.5499985714974318,-0.692105426050724,4,Vannessa Garrelts
94,-1.09347203531184,0.9833500531003668,2.4366880216277016,-0.6634961498541867,-0.13798005319017803,-0.03620416352546563,0.1307839736628327,-1.401201593868367,-0.8359245239027717,-0.2009772816320074,24,Cheyenne Stubbs
95,2.779709738992845,-3.9431230901350682,-0.41441356940027213,-1.3627337074980599,0.5477851904333157,-0.7602639607773894,1.1650516363626302,0.5568972879265629,-0.1564073633727918,-1.1259653543043489,14,Sisi Eleko
96,-1.6524890051417844,0.8158495279365457,0.08625404436867098,-2.285685338001169,-1.0587585197200073,0.3366978992131113,-0.30497340329293865,-0.9033492763686071,-0.2190112012921068,0.04161654280290526,5,Athina Lexa
97,-5.528459374808755,1.023934838643944,6.325487351393556,-0.6942822178256716,-1.4146180936345212,0.3097497164814708,0.2593406400585097,-0.24122329005240908,0.4054740117485353,0.6632251420965666,20,Jane McCauley
98,-3.195546329441851,-3.5514147915707945,-0.6321314314217061,0.7781264198530897,0.8124273664364321,0.8268091434515417,0.5821845591125729,-1.6472362025857354,-0.2642426266554235,-0.8715930513455264,34,Chloe Chard Peloquin
99,-2.9625236785353444,-1.862275688828638,0.6094070194465674,2.861543258392537,2.7100550346093395,1.5320186397876399,0.391265562099289,1.129865591032987,0.5702332140189263,1.0978521167960762,0,Brooklyn Thrash
100,-3.828993805122242,-4.704918227287086,-0.17300035984320558,4.106478724627254,0.1847091640969012,-2.639739856200979,1.5877995864285877,-2.165456585397271,-0.3180690568832599,-0.1323236101290201,2,Lydia Gattozzi
101,-3.966125369494972,-4.059291663730191,0.39661498360813596,0.8342587935255484,3.808116835219121,0.9953534703984723,-1.145944870836223,-0.7964993695247875,0.48879093149559044,-0.17677539645625867,10,Giana Hernandez-Boulden
102,-6.828956647166633,-0.23695334370799603,1.845311278539027,0.0905469168207142,-0.7120406941510597,-0.7039900796382446,-1.4890995271281666,-0.2591371504125377,0.38005775953671217,-0.020234651572125586,15,Èlia Páez
103,11.028817327811982,0.9898146783371626,0.5605223007055951,0.32147446914045685,3.323711019293294,-0.6748886787944441,-1.732095022344785,1.3917892438693993,0.11287112661728735,-0.4061442960285457,4,Stella Johnson
104,2.8725876067094953,-1.5984162486281013,2.0690243397417785,1.5185261184019059,-2.0026263812081093,-0.907856598735833,1.111061985942437,-1.5248941138468188,1.044119519247111,0.7025535765746181,13,Lea Favre 
105,5.839530777617167,-2.814207872191728,-0.14275918896287107,0.07828378547399023,-3.132618888130118,2.7626062686258663,-2.0438911449857367,2.112671125458549,-0.2763243237038827,-1.106418467180894,31,Amari Johnson
106,2.897289330643961,6.049514459887269,-0.83267726455125,-0.5865616742378392,0.6682788944408012,-1.2929005334155248,-1.5619767884218534,0.7037554301364152,0.6728174857661225,1.3003026708793972,3,Amanda Mobley
107,-2.360009354556664,0.7446010974464924,-1.5328228537670632,2.647758083298521,0.4218048570175867,-0.37712360389897986,1.7840698913899495,0.03393635284558734,0.9377383359155768,-0.6475494878237074,11,Daija Moses
108,-6.924165973662454,2.5419198123465128,2.3146132180261363,0.1611816081752677,-2.4991063494388968,1.5736568439764647,-1.5010741561217484,-0.3825368236031782,1.1692450086708412,-1.0546846113533193,22,Lexi Stover
109,-5.433453020285833,4.465423217359407,-10.232663167179686,10.285432033726895,-3.311739240747271,3.1483676317680613,2.001962698230057,2.6761307701484047,-0.4324672442363793,-0.2967955432557752,32,Aubre Johnson
110,6.727140279156232,-1.430391732051321,-0.40896362183669477,-0.7176064896846517,-0.8175222749753072,-0.13009672136343015,-1.2366455425103855,0.5922911254875743,-0.9175361428998176,-1.2607755910844234,23,Taylor Langan
111,2.9428130186839754,0.634158443999699,2.118506359379239,-1.5818386175759223,-0.5207695291697846,0.1465977889889257,0.6487218581666594,0.8771029603759647,-0.3673586174088788,-0.23900159197580498,24,Makayla Firebaugh
112,-1.501728363428987,2.2483964158324388,4.328416684761593,-0.4475947272320835,-0.9225831963701495,-1.0165622246817134,0.2554020937815409,0.4783247344070817,-0.008342973444267618,0.7737512600420717,55,Jessika Schiffer
113,-0.18784109245691435,-1.976053068384238,1.7318033683840324,-1.574616602436101,-2.0856859293427723,-1.4867708131421398,-0.13543680566878885,0.423304942958083,0.6038661599700519,0.4210409271497835,44,Kaylan Deveney
114,0.7377966456884104,-2.1057819381415674,-3.232549102544737,1.0806762412791353,0.10747196965235328,-0.2908273550735114,0.14097201209824933,0.3261533856016831,1.2093849322165595,1.76688165391504,11,Mariona Cos-Morales
115,0.31112284419093916,2.5746971145161632,-2.8284861491607205,-1.3702201655284447,-2.568479701633998,-1.0268721307166577,0.49854320106431693,-0.8402274534686441,0.030404917519885423,-0.0022572105191799303,0,Sanaa Redmond
116,-2.706219825840805,2.5074294893957507,0.3494753886673388,-0.4142392589201254,-1.9935870284388197,-0.9377554317671928,1.137226325632029,1.4524651092694583,0.06252908724640319,-0.009956275963794125,10,Molly Lynch
117,-3.524579590292193,1.1088258114833456,-3.575917098368845,1.5447961846848723,4.845936107197014,-0.9841597006816366,-1.3927511827104941,1.6057799784933386,1.4198482338291445,1.2425353032302031,1,Aliya McIver
118,2.5793843653262782,-2.2184350560859056,3.8237394641652465,-1.5133518452636237,2.095343934895175,-1.4044396258742966,-0.8775135988002493,0.9407190766260021,0.21527777533214842,0.24876397104303857,25,Robin Perkins
119,4.9980197032810265,-0.2763867727045307,1.2376737108037597,1.3681975849858905,-0.24467728875833347,-0.45298903957820086,2.532258349501163,-0.25710277800351894,0.24734485346603874,-1.3304123734623958,3,Kamila Hoskova
120,6.920865642883147,-2.3469085657744757,-1.2225833625601397,1.4034986081611194,-0.555513949689259,1.8584517931325357,0.6489125317491242,0.9991290591832016,0.5089471917080153,-1.1752663427432373,45,Julia Duggan
121,5.472738862631314,1.3649501810991955,-1.884348989458628,1.8742431090790816,4.054060201149956,1.2067246067276778,1.5807165517398967,1.4688745335146653,1.544508456915978,0.9368647695907293,4,Stella Johnson
122,-0.3063305399378034,2.1643382960698547,0.7074051093617716,-2.0565267131692617,0.7553528536273217,-0.5892265094240172,-0.43797108159931875,0.3452349242394864,1.5842444423569977,-0.8056036063489601,21,Lexi Posset
123,-0.7949074162356523,4.632805055040164,-3.7942478966132756,-2.2066150798684014,-0.9985580703159742,-2.5330795712378578,0.29741282410920256,0.8690696164401056,0.5723525212696257,-0.1822046949905289,5,Taylor Wentzel
124,-4.2859834674677915,2.5132436390227815,1.9106239955711763,-1.0016404486564625,-3.5766610761290414,0.552264425405952,-0.969480940554146,0.37304047498380905,1.775624931867241,1.4522719268578328,44,Safie Tolusso
125,-1.2975840574873032,-2.7584549342905444,-3.1959925540210286,0.6461113441257565,-1.4986798913552128,0.9164056101064675,1.213865616892804,-0.24403075905479155,1.6773677416826835,-1.4321769038083398,12,Yeliz Dogan
126,4.9459624178125585,0.7629134816358636,2.4137057828508994,-2.535736565680736,-1.0362816660065621,-0.1151448120417318,-1.060962943079589,0.9609788044513494,-0.024573562280088498,-1.1241611645949137,24,Makayla Firebaugh
127,3.7520903513126966,-2.6553931681471323,1.7647978386403338,0.21485954997157777,-1.6349895933400025,-0.0647015418306063,-0.1509877077354271,-0.01598530128455761,-0.23238347498646386,-0.8674762541666351,13,Raphaela Toussaint
128,4.108650454831164,-2.10350159449271,-1.8297014856062557,0.9049738514966471,-1.368226793488343,-2.127113598454536,-0.054671105146269994,0.05949743305617482,0.9874043827649043,1.7393153812206594,44,Victoria Toomey
129,0.4386452847930749,2.898326001583826,3.2544029569657242,-1.4681848288092634,-1.615556490959623,0.41492764947377475,1.0294488193849578,0.7125812652803798,0.46761682340127675,0.40375995499839845,55,Jessika Schiffer
