Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
22,Jessica Tomasetti,31,31.0,1069,34.5,161,413,0.39,41,128,0.32,56,72,0.778,419,13.5,33,92,125,4.0,43,63,64,42,4
04,Jo Raflo,31,31.0,988,31.9,137,402,0.341,67,202,0.332,36,54,0.667,377,12.2,9,92,101,3.3,51,45,56,34,24
11,Jada Lee,30,28.0,931,31.0,100,271,0.369,18,81,0.222,54,67,0.806,272,9.1,40,89,129,4.3,60,71,86,61,7
00,Isabella Hunt,31,31.0,963,31.1,107,236,0.453,1,11,0.091,59,78,0.756,274,8.8,59,179,238,7.7,91,78,78,49,8
06,Rosa Revueltas,20,0.0,253,12.7,25,80,0.313,13,48,0.271,10,17,0.588,73,3.7,4,21,25,1.3,31,7,39,11,3
01,KC Carter,12,0.0,93,7.8,12,33,0.364,6,23,0.261,7,10,0.7,37,3.1,1,10,11,0.9,10,1,8,1,1
12,Giana Hoddinott,27,0.0,463,17.1,25,81,0.309,6,27,0.222,9,17,0.529,65,2.4,29,31,60,2.2,31,40,26,26,3
50,Jackie Christ,14,5.0,163,11.6,16,30,0.533,0,0,0.0,0,0,0.0,32,2.3,10,14,24,1.7,23,1,21,1,2
20,Jaedyn Jamison,31,23.0,623,20.1,26,74,0.351,4,26,0.154,6,16,0.375,62,2.0,30,81,111,3.6,51,20,29,25,22
02,Tessa Engelman,27,3.0,368,13.6,16,58,0.276,2,17,0.118,7,13,0.538,41,1.5,16,31,47,1.7,50,11,23,12,15
03,Maddie Novak,18,3.0,184,10.2,8,55,0.145,3,41,0.073,8,17,0.471,27,1.5,6,23,29,1.6,31,2,13,2,1
33,McKenzie Matheny,16,0.0,116,7.3,5,16,0.313,0,2,0.0,0,2,0.0,10,0.6,6,12,18,1.1,18,3,9,3,1
13,Aniya Walker,4,0.0,11,2.8,1,3,0.333,0,1,0.0,0,1,0.0,2,0.5,0,3,3,0.8,2,0,4,0,0
