#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
14,"Haskell, Dani  14 Haskell, Dani",5,5.0,169,33.8,16,58,0.276,9,36,0.25,16,17,0.941,57,11.4,3,10,13,2.6,10,12,5,5,0,View Bio
00,"Brown, Shaunae 00 Brown, Shaunae",5,5.0,185,37.0,17,53,0.321,9,26,0.346,5,9,0.556,48,9.6,1,14,15,3.0,7,18,12,4,1,View Bio
23,"Joseph, Erika 23 Joseph, Erika",5,5.0,143,28.6,14,40,0.35,7,17,0.412,6,7,0.857,41,8.2,2,9,11,2.2,11,8,10,5,1,View Bio
11,"Zeigler, Anndea 11 Zeigler, Anndea",5,0.0,101,20.2,16,41,0.39,4,10,0.4,5,15,0.333,41,8.2,4,8,12,2.4,8,1,9,8,2,View Bio
21,"Jackson, Kayla  21 Jackson, Kayla",5,5.0,135,27.0,10,21,0.476,1,3,0.333,6,15,0.4,27,5.4,9,23,32,6.4,14,8,8,4,4,View Bio
02,"Sweeney, Shayla 02 Sweeney, Shayla",3,3.0,89,29.7,6,23,0.261,1,3,0.333,0,0,0.0,13,4.3,3,6,9,3.0,9,3,10,1,2,View Bio
05,"Vaatanen, Ella  05 Vaatanen, Ella",5,2.0,109,21.8,6,22,0.273,1,8,0.125,0,0,0.0,13,2.6,3,8,11,2.2,15,0,9,2,3,
13,"Santiago, Amaya  13 Santiago, Amaya",5,0.0,56,11.2,1,8,0.125,1,2,0.5,0,0,0.0,3,0.6,2,4,6,1.2,9,1,6,1,0,View Bio
24,"Esposito, Gia  24 Esposito, Gia",5,0.0,13,2.6,0,2,0.0,0,1,0.0,0,0,0.0,0,0.0,0,1,1,0.2,2,0,1,3,1,View Bio
TM,Team  TM Team,5,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,7,11,18,3.6,0,0,4,0,0,
,Total,5,,1000,200.0,86,268,0.321,33,106,0.311,38,63,0.603,243,48.6,34,94,128,25.6,85,51,74,33,14,
,Opponents,5,,1000,200.0,142,321,0.442,31,94,0.33,52,76,0.684,367,73.4,96,158,254,50.8,76,86,71,33,17,
