#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
11,"Parker, Angel  11 Parker, Angel",29,29.0,887,30.6,173,445,0.389,50,162,0.309,97,140,0.693,493,17.0,24,94,118,4.1,84,142,129,116,11,View Bio
05,"Parker, Aaliyah  05 Parker, Aaliyah",29,13.0,672,23.2,132,292,0.452,13,57,0.228,69,100,0.69,346,11.9,77,107,184,6.3,93,49,94,64,8,View Bio
20,"Haar, Ally  20 Haar, Ally",30,30.0,912,30.4,91,319,0.285,46,178,0.258,52,75,0.693,280,9.3,15,50,65,2.2,41,61,70,33,2,View Bio
14,"Yelle, Maddy  14 Yelle, Maddy",26,25.0,681,26.2,77,165,0.467,7,20,0.35,48,65,0.738,209,8.0,47,26,73,2.8,73,44,73,42,0,View Bio
12,"Mason, Olivia  12 Mason, Olivia",29,29.0,659,22.7,82,179,0.458,1,1,1.0,34,70,0.486,199,6.9,76,91,167,5.8,84,26,40,51,5,View Bio
23,"Grimshaw, Kyra  23 Grimshaw, Kyra",30,2.0,487,16.2,64,184,0.348,16,53,0.302,39,56,0.696,183,6.1,48,53,101,3.4,54,6,47,21,0,View Bio
30,"Faulcon, Sydney  30 Faulcon, Sydney",23,16.0,333,14.5,39,98,0.398,0,0,0.0,21,29,0.724,99,4.3,43,32,75,3.3,30,4,35,6,8,View Bio
21,"Porter, Lore  21 Porter, Lore",30,5.0,550,18.3,42,145,0.29,29,116,0.25,9,15,0.6,122,4.1,17,44,61,2.0,54,20,30,33,2,View Bio
02,"Jones, Brooklyn  02 Jones, Brooklyn",30,0.0,457,15.2,26,86,0.302,6,28,0.214,18,30,0.6,76,2.5,14,38,52,1.7,29,30,34,20,1,View Bio
25,"Glover, Saige  25 Glover, Saige",26,0.0,221,8.5,19,44,0.432,0,0,0.0,12,20,0.6,50,1.9,31,26,57,2.2,34,1,23,8,4,View Bio
10,"Johnson, Arianna  10 Johnson, Arianna",9,1.0,40,4.4,5,9,0.556,0,1,0.0,1,1,1.0,11,1.2,2,3,5,0.6,2,1,3,0,0,View Bio
01,"Freeman, Marianna 01 Freeman, Marianna",14,0.0,69,4.9,7,21,0.333,2,12,0.167,1,2,0.5,17,1.2,1,2,3,0.2,7,3,3,1,0,View Bio
03,"Roe, Lexie  03 Roe, Lexie",18,0.0,82,4.6,3,23,0.13,3,19,0.158,2,2,1.0,11,0.6,2,6,8,0.4,10,2,3,3,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,62,44,106,3.5,0,0,24,0,0,
,Total,30,,6050,201.7,760,2010,0.378,173,647,0.267,403,605,0.666,2096,69.87,459,616,1075,35.8,595,389,608,398,41,
,Opponents,30,,6050,201.7,827,1782,0.464,168,526,0.319,373,521,0.716,2195,73.17,356,824,1180,39.3,585,552,761,269,124,
