Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
01,Dee Davis,20,20.0,576,28.8,81,275,0.295,39,131,0.298,55,82,0.671,256,12.8,15,72,87,4.4,31,29,60,31,1
22,Courtney Warley,20,20.0,708,35.4,84,202,0.416,0,0,0.0,70,92,0.761,238,11.9,66,145,211,10.6,44,39,47,39,24
25,Pamela Miceus,20,20.0,568,28.4,67,155,0.432,0,1,0.0,17,28,0.607,151,7.6,58,53,111,5.6,64,24,46,19,34
11,Emily LaPointe,16,14.0,476,29.8,39,149,0.262,15,69,0.217,26,38,0.684,119,7.4,20,46,66,4.1,22,51,47,17,5
02,Gabby Cajou,20,18.0,492,24.6,40,105,0.381,6,26,0.231,9,19,0.474,95,4.8,16,41,57,2.9,39,60,45,19,3
15,Sydney Watkins,20,0.0,217,10.9,21,78,0.269,19,67,0.284,5,6,0.833,66,3.3,3,9,12,0.6,17,6,10,3,2
21,Christina Katsamouri,20,5.0,370,18.5,22,64,0.344,2,26,0.077,15,23,0.652,61,3.1,15,46,61,3.1,43,18,22,15,11
33,Jenna Jordan,17,0.0,213,12.5,20,54,0.37,2,10,0.2,9,13,0.692,51,3.0,18,30,48,2.8,14,13,17,7,3
13,Lizahya Morgan,10,1.0,59,5.9,7,21,0.333,7,15,0.467,2,2,1.0,23,2.3,0,2,2,0.2,6,1,4,4,0
10,Sini Mäkelä,19,2.0,228,12.0,8,35,0.229,4,17,0.235,5,9,0.556,25,1.3,4,21,25,1.3,17,9,9,7,2
12,Nia Bailey,9,0.0,32,3.6,3,11,0.273,0,2,0.0,1,2,0.5,7,0.8,1,1,2,0.2,3,2,2,2,0
32,Favour Mbeledeogu,3,0.0,10,3.3,1,5,0.2,0,2,0.0,0,0,0.0,2,0.7,0,0,0,0.0,1,0,1,0,0
23,Emma Wilson-Saltos,16,0.0,76,4.8,4,14,0.286,0,0,0.0,1,2,0.5,9,0.6,4,16,20,1.3,19,2,4,4,2
