Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,20,,4025,201.3,397,1168,0.34,94,366,0.257,215,316,0.68,1103,55.15,256,515,771,38.6,320,254,323,167,87
,Opponents,20,,4025,201.3,399,1088,0.367,112,377,0.297,208,309,0.673,1118,55.9,204,551,755,37.8,318,233,343,160,73
