#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
21,"Brown, Anajah  21 Brown, Anajah",30,29.0,832,27.7,145,258,0.562,0,0,0.0,50,93,0.538,340,11.3,109,134,243,8.1,85,21,70,37,41,View Bio
02,"Seppala, Teresa  02 Seppala, Teresa",31,18.0,859,27.7,105,247,0.425,49,130,0.377,69,90,0.767,328,10.6,72,122,194,6.3,75,37,67,28,12,View Bio
24,"Mevius, Elisa  24 Mevius, Elisa",32,31.0,945,29.5,112,296,0.378,29,94,0.309,78,97,0.804,331,10.3,24,104,128,4.0,92,131,133,71,12,View Bio
00,"Jackson, Ahniysha  00 Jackson, Ahniysha",29,26.0,838,28.9,102,324,0.315,57,187,0.305,26,34,0.765,287,9.9,18,46,64,2.2,84,41,61,36,9,View Bio
04,"Fontenelle-Posson, Valencia  04 Fontenelle-Posson, Valencia",27,24.0,662,24.5,81,209,0.388,30,97,0.309,44,60,0.733,236,8.7,44,87,131,4.9,62,37,36,34,1,View Bio
23,"Selimovic, Emina  23 Selimovic, Emina",30,13.0,612,20.4,84,161,0.522,9,25,0.36,35,51,0.686,212,7.1,43,95,138,4.6,50,22,50,20,2,View Bio
03,"Gamble, London  03 Gamble, London",32,11.0,672,21.0,85,218,0.39,12,50,0.24,31,42,0.738,213,6.7,31,81,112,3.5,44,62,66,38,1,View Bio
11,"Jones, Angel  11 Jones, Angel",30,6.0,735,24.5,66,191,0.346,3,24,0.125,25,41,0.61,160,5.3,20,60,80,2.7,54,81,66,27,2,View Bio
32,"Finnerty, Hannah  32 Finnerty, Hannah",12,0.0,106,8.8,16,37,0.432,7,22,0.318,2,2,1.0,41,3.4,7,10,17,1.4,7,5,5,4,0,View Bio
10,"Carpenter, Rylee  10 Carpenter, Rylee",1,0.0,3,3.0,1,2,0.5,1,1,1.0,0,0,0.0,3,3.0,0,0,0,0.0,2,0,0,0,0,View Bio
15,"McCann, Bridie  15 McCann, Bridie",2,0.0,10,5.0,1,4,0.25,1,4,0.25,2,2,1.0,5,2.5,1,0,1,0.5,2,1,2,0,0,View Bio
05,"Wilson, Savannah  05 Wilson, Savannah",12,0.0,103,8.6,5,12,0.417,0,0,0.0,1,2,0.5,11,0.9,4,14,18,1.5,13,2,8,3,6,View Bio
44,"Istanbulluoglu, Sevval  44 Istanbulluoglu, Sevval",11,2.0,69,6.3,2,7,0.286,1,3,0.333,2,6,0.333,7,0.6,4,9,13,1.2,8,0,5,2,0,View Bio
TM,Team  TM Team,32,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,68,72,140,4.4,0,0,15,0,0,
30,"Walker, Simone  30 Walker, Simone",3,0.0,4,1.3,0,1,0.0,0,0,0.0,0,2,0.0,0,0.0,0,1,1,0.3,2,0,0,0,0,View Bio
,Total,32,,6450,201.6,805,1967,0.409,199,637,0.312,365,522,0.699,2174,67.94,445,835,1280,40.0,580,440,584,300,86,
,Opponents,32,,6450,201.6,730,1893,0.386,190,625,0.304,392,547,0.717,2042,63.81,371,765,1136,35.5,504,383,572,266,79,
