#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
11,"Cooper, Samantha  11 Cooper, Samantha",30,30.0,1053,35.1,157,419,0.375,38,137,0.277,99,138,0.717,451,15.0,69,231,300,10.0,63,37,75,14,9,View Bio
02,"Kramer, Sam  02 Kramer, Sam",30,28.0,938,31.3,100,268,0.373,54,157,0.344,43,51,0.843,297,9.9,20,49,69,2.3,48,66,39,17,1,View Bio
13,"Diouf, Khadidiatou  13 Diouf, Khadidiatou",30,29.0,911,30.4,130,331,0.393,0,2,0.0,28,48,0.583,288,9.6,71,102,173,5.8,79,28,52,19,17,View Bio
14,"Foley, Casey  14 Foley, Casey",30,30.0,982,32.7,59,201,0.294,36,119,0.303,32,42,0.762,186,6.2,27,88,115,3.8,97,91,53,59,10,View Bio
05,"Hollenshead, Macey  05 Hollenshead, Macey",30,11.0,594,19.8,53,119,0.445,22,58,0.379,30,49,0.612,158,5.3,20,51,71,2.4,50,54,47,30,1,View Bio
20,"Landy, Kendra  20 Landy, Kendra",30,19.0,614,20.5,38,105,0.362,3,25,0.12,19,29,0.655,98,3.3,9,63,72,2.4,47,90,65,29,6,View Bio
04,"Schlosser, Erika  04 Schlosser, Erika",25,2.0,283,11.3,27,67,0.403,16,49,0.327,5,5,1.0,75,3.0,10,15,25,1.0,7,17,19,6,0,View Bio
30,"Lewis, Sam  30 Lewis, Sam",26,0.0,207,8.0,20,71,0.282,15,56,0.268,2,8,0.25,57,2.2,9,27,36,1.4,21,6,11,6,7,View Bio
15,"McLaughlin, Kristen  15 McLaughlin, Kristen",30,1.0,369,12.3,26,81,0.321,3,26,0.115,9,19,0.474,64,2.1,23,23,46,1.5,28,11,17,13,17,View Bio
42,"Frye, Jordan  42 Frye, Jordan",3,0.0,8,2.7,1,2,0.5,0,0,0.0,0,0,0.0,2,0.7,0,2,2,0.7,0,0,0,0,0,View Bio
12,"Nibbelink, Eden  12 Nibbelink, Eden",21,0.0,76,3.6,3,26,0.115,1,18,0.056,3,4,0.75,10,0.5,6,9,15,0.7,11,1,7,1,6,View Bio
40,"Bauer, Molly  40 Bauer, Molly",4,0.0,10,2.5,0,2,0.0,0,0,0.0,0,0,0.0,0,0.0,0,2,2,0.5,4,0,0,0,0,View Bio
31,"Morelli, Meagan  31 Morelli, Meagan",3,0.0,5,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,3,1,1,0,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,59,49,108,3.6,0,0,16,0,0,
,Total,30,,6050,201.7,614,1692,0.363,188,647,0.291,270,393,0.687,1686,56.2,323,711,1034,34.5,458,402,402,194,74,
,Opponents,30,,6050,201.7,643,1616,0.398,180,509,0.354,323,446,0.724,1789,59.63,309,812,1121,37.4,448,368,445,198,108,
