player_number,player,gp,gs,minutes_tot,minutes_avg,fg_fgm,fg_fga,fg_fg_pct,3pt,3pt_3pta,3pt_3pt_pct,ft_ftm,ft_fta,ft_ft_pct,scoring_pts,scoring_avg,rebounds_off,rebounds_def,rebounds_tot,rebounds_avg,pf,ast,to,stl,blk,college,season
2,Lydia Gattozzi,25.0,0.0,322.0,12.9,30,66.0,0.455,0,4.0,0.0,35,43.0,0.814,95.0,3.8,22,32,54.0,2.2,27,7,16,6,4.0,canisius,2022-23
10,Giana Hernandez-Boulden,24.0,0.0,260.0,10.8,35,90.0,0.389,3,20.0,0.15,18,30.0,0.6,91.0,3.8,18,29,47.0,2.0,35,7,20,14,4.0,canisius,2022-23
21,Adrien LaMora,22.0,0.0,228.0,10.4,19,61.0,0.311,3,15.0,0.2,18,24.0,0.75,59.0,2.7,14,36,50.0,2.3,35,5,31,6,6.0,canisius,2022-23
15,Èlia Páez,27.0,0.0,272.0,10.1,23,65.0,0.354,8,31.0,0.258,2,2.0,1.0,56.0,2.1,4,23,27.0,1.0,27,15,19,4,2.0,canisius,2022-23
33,Rhay Porter,16.0,3.0,131.0,8.2,7,13.0,0.538,0,0.0,0.0,5,11.0,0.455,19.0,1.2,13,30,43.0,2.7,33,2,12,5,12.0,canisius,2022-23
13,Xanthippi Karatasiou,4.0,0.0,12.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,2,0,0.0,canisius,2022-23
24,Crystal Porter,30.0,30.0,814.0,27.1,121,283.0,0.428,3,13.0,0.231,56,78.0,0.718,301.0,10.0,33,135,168.0,5.6,63,113,86,22,25.0,canisius,2015-16
10,Margret Halfdanardottir,30.0,29.0,929.0,31.0,99,230.0,0.43,38,90.0,0.422,52,66.0,0.788,288.0,9.6,27,49,76.0,2.5,44,61,91,25,4.0,canisius,2015-16
13,Maria Welch,30.0,8.0,572.0,19.1,87,218.0,0.399,51,139.0,0.367,37,50.0,0.74,262.0,8.7,8,72,80.0,2.7,73,17,40,13,7.0,canisius,2015-16
15,Lauren D'Hont,30.0,30.0,875.0,29.2,88,202.0,0.436,29,79.0,0.367,24,31.0,0.774,229.0,7.6,22,68,90.0,3.0,65,52,45,18,2.0,canisius,2015-16
5,Tiahana Mills,17.0,15.0,465.0,27.4,44,121.0,0.364,17,46.0,0.37,12,17.0,0.706,117.0,6.9,11,48,59.0,3.5,15,43,43,15,4.0,canisius,2015-16
20,Jasmine Mungo,18.0,0.0,311.0,17.3,41,86.0,0.477,0,2.0,0.0,23,32.0,0.719,105.0,5.8,29,65,94.0,5.2,43,3,18,14,6.0,canisius,2015-16
14,Sara Hinriksdottir,25.0,0.0,318.0,12.7,46,118.0,0.39,12,42.0,0.286,28,39.0,0.718,132.0,5.3,15,45,60.0,2.4,34,13,40,7,8.0,canisius,2015-16
22,Tamara Miskovic,21.0,8.0,552.0,26.3,31,95.0,0.326,8,24.0,0.333,22,27.0,0.815,92.0,4.4,9,55,64.0,3.0,44,94,57,26,3.0,canisius,2015-16
23,Sarah Cooley,28.0,12.0,447.0,16.0,42,121.0,0.347,30,74.0,0.405,6,15.0,0.4,120.0,4.3,27,65,92.0,3.3,29,18,10,11,6.0,canisius,2015-16
32,Saliah Serrette,30.0,0.0,373.0,12.4,38,102.0,0.373,11,43.0,0.256,22,29.0,0.759,109.0,3.6,31,42,73.0,2.4,41,20,29,6,21.0,canisius,2015-16
25,Abby Schwenk,26.0,18.0,344.0,13.2,31,82.0,0.378,1,13.0,0.077,2,4.0,0.5,65.0,2.5,19,43,62.0,2.4,47,7,22,2,2.0,canisius,2015-16
3,Amanda Schiefen,8.0,0.0,40.0,5.0,6,12.0,0.5,0,0.0,0.0,1,2.0,0.5,13.0,1.6,2,6,8.0,1.0,2,2,3,1,0.0,canisius,2015-16
1,Zhane Irby,5.0,0.0,10.0,2.0,0,1.0,0.0,0,0.0,0.0,1,2.0,0.5,1.0,0.2,0,3,3.0,0.6,0,1,3,0,0.0,canisius,2015-16
14,Dani Haskell,5.0,5.0,169.0,33.8,16,58.0,0.276,9,36.0,0.25,16,17.0,0.941,57.0,11.4,3,10,13.0,2.6,10,12,5,5,0.0,canisius,2020-21
0,Shaunae Brown,5.0,5.0,185.0,37.0,17,53.0,0.321,9,26.0,0.346,5,9.0,0.556,48.0,9.6,1,14,15.0,3.0,7,18,12,4,1.0,canisius,2020-21
23,Erika Joseph,5.0,5.0,143.0,28.6,14,40.0,0.35,7,17.0,0.412,6,7.0,0.857,41.0,8.2,2,9,11.0,2.2,11,8,10,5,1.0,canisius,2020-21
11,Anndea Zeigler,5.0,0.0,101.0,20.2,16,41.0,0.39,4,10.0,0.4,5,15.0,0.333,41.0,8.2,4,8,12.0,2.4,8,1,9,8,2.0,canisius,2020-21
21,Kayla Jackson,5.0,5.0,135.0,27.0,10,21.0,0.476,1,3.0,0.333,6,15.0,0.4,27.0,5.4,9,23,32.0,6.4,14,8,8,4,4.0,canisius,2020-21
2,Shayla Sweeney,3.0,3.0,89.0,29.7,6,23.0,0.261,1,3.0,0.333,0,0.0,0.0,13.0,4.3,3,6,9.0,3.0,9,3,10,1,2.0,canisius,2020-21
5,Ella Vaatanen,5.0,2.0,109.0,21.8,6,22.0,0.273,1,8.0,0.125,0,0.0,0.0,13.0,2.6,3,8,11.0,2.2,15,0,9,2,3.0,canisius,2020-21
13,Amaya Santiago,5.0,0.0,56.0,11.2,1,8.0,0.125,1,2.0,0.5,0,0.0,0.0,3.0,0.6,2,4,6.0,1.2,9,1,6,1,0.0,canisius,2020-21
24,Gia Esposito,5.0,0.0,13.0,2.6,0,2.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.2,2,0,1,3,1.0,canisius,2020-21
21,Jen Fay,34.0,34.0,949.0,27.9,157,340.0,0.462,65,167.0,0.389,72,98.0,0.735,451.0,13.3,59,170,229.0,6.7,66,76,43,38,14.0,quinnipiac,2017-18
13,Sarah Shewan,6.0,1.0,129.0,21.5,22,60.0,0.367,11,31.0,0.355,25,27.0,0.926,80.0,13.3,12,25,37.0,6.2,12,9,15,5,7.0,quinnipiac,2017-18
25,Aryn McClure,33.0,33.0,952.0,28.8,165,372.0,0.444,20,57.0,0.351,53,75.0,0.707,403.0,12.2,55,136,191.0,5.8,66,107,51,51,41.0,quinnipiac,2017-18
5,Carly Fabbri,34.0,34.0,979.0,28.8,114,241.0,0.473,63,149.0,0.423,34,45.0,0.756,325.0,9.6,7,67,74.0,2.2,52,142,49,60,2.0,quinnipiac,2017-18
4,Paula Strautmane,34.0,34.0,891.0,26.2,130,297.0,0.438,21,52.0,0.404,39,58.0,0.672,320.0,9.4,66,95,161.0,4.7,100,90,56,56,55.0,quinnipiac,2017-18
1,Vanessa Udoji,6.0,6.0,142.0,23.7,20,53.0,0.377,7,27.0,0.259,3,6.0,0.5,50.0,8.3,9,12,21.0,3.5,12,5,15,8,3.0,quinnipiac,2017-18
2,Taylor Herd,33.0,25.0,533.0,16.2,66,187.0,0.353,43,131.0,0.328,24,27.0,0.889,199.0,6.0,26,57,83.0,2.5,45,31,33,31,3.0,quinnipiac,2017-18
11,Edel Thornton,34.0,3.0,664.0,19.5,69,182.0,0.379,30,110.0,0.273,3,7.0,0.429,171.0,5.0,2,40,42.0,1.2,52,39,25,29,1.0,quinnipiac,2017-18
23,Brittany Martin,26.0,0.0,321.0,12.3,37,97.0,0.381,11,35.0,0.314,44,62.0,0.71,129.0,5.0,7,25,32.0,1.2,18,19,24,13,0.0,quinnipiac,2017-18
10,Jaden Ward,28.0,0.0,323.0,11.5,39,105.0,0.371,3,19.0,0.158,29,43.0,0.674,110.0,3.9,33,45,78.0,2.8,31,5,28,19,9.0,quinnipiac,2017-18
20,Paige Warfel,34.0,0.0,519.0,15.3,31,104.0,0.298,2,14.0,0.143,34,53.0,0.642,98.0,2.9,66,85,151.0,4.4,73,36,28,23,6.0,quinnipiac,2017-18
33,Chiara Bacchini,31.0,0.0,339.0,10.9,29,110.0,0.264,11,50.0,0.22,9,14.0,0.643,78.0,2.5,8,23,31.0,1.0,33,10,21,17,1.0,quinnipiac,2017-18
32,Danelle Bradley,18.0,0.0,62.0,3.4,6,20.0,0.3,4,15.0,0.267,6,6.0,1.0,22.0,1.2,4,10,14.0,0.8,1,2,3,2,1.0,quinnipiac,2017-18
24,Katie Grant,15.0,0.0,47.0,3.1,3,9.0,0.333,0,0.0,0.0,0,2.0,0.0,6.0,0.4,0,6,6.0,0.4,1,1,1,1,2.0,quinnipiac,2017-18
21,Jen Fay,36.0,21.0,737.0,20.5,134,282.0,0.475,44,115.0,0.383,65,89.0,0.73,377.0,10.5,42,118,160.0,4.4,79,39,39,43,19.0,quinnipiac,2016-17
3,Adily Martucci,36.0,23.0,947.0,26.3,141,354.0,0.398,52,150.0,0.347,40,44.0,0.909,374.0,10.4,33,61,94.0,2.6,80,40,54,60,11.0,quinnipiac,2016-17
25,Aryn McClure,36.0,24.0,928.0,25.8,121,295.0,0.41,1,15.0,0.067,84,115.0,0.73,327.0,9.1,60,150,210.0,5.8,97,103,81,50,55.0,quinnipiac,2016-17
4,Paula Strautmane,34.0,21.0,685.0,20.1,111,283.0,0.392,9,44.0,0.205,46,63.0,0.73,277.0,8.1,82,104,186.0,5.5,110,71,62,52,44.0,quinnipiac,2016-17
13,Sarah Shewan,36.0,11.0,669.0,18.6,89,252.0,0.353,20,66.0,0.303,69,92.0,0.75,267.0,7.4,80,98,178.0,4.9,74,34,54,26,23.0,quinnipiac,2016-17
22,Brittany Johnson,17.0,8.0,327.0,19.2,33,95.0,0.347,10,40.0,0.25,35,57.0,0.614,111.0,6.5,24,32,56.0,3.3,39,16,33,20,2.0,quinnipiac,2016-17
35,Morgan Manz,33.0,13.0,657.0,19.9,75,178.0,0.421,36,104.0,0.346,14,17.0,0.824,200.0,6.1,35,83,118.0,3.6,65,55,34,30,11.0,quinnipiac,2016-17
5,Carly Fabbri,36.0,13.0,781.0,21.7,60,162.0,0.37,39,106.0,0.368,36,51.0,0.706,195.0,5.4,13,67,80.0,2.2,59,93,43,39,2.0,quinnipiac,2016-17
11,Edel Thornton,34.0,21.0,591.0,17.4,35,99.0,0.354,18,69.0,0.261,17,29.0,0.586,105.0,3.1,8,42,50.0,1.5,39,82,45,28,0.0,quinnipiac,2016-17
1,Vanessa Udoji,26.0,5.0,219.0,8.4,30,81.0,0.37,9,36.0,0.25,11,14.0,0.786,80.0,3.1,13,21,34.0,1.3,13,13,12,15,2.0,quinnipiac,2016-17
23,Brittany Martin,27.0,8.0,354.0,13.1,28,89.0,0.315,7,41.0,0.171,19,33.0,0.576,82.0,3.0,7,19,26.0,1.0,25,28,32,10,1.0,quinnipiac,2016-17
20,Paige Warfel,24.0,2.0,154.0,6.4,8,27.0,0.296,1,3.0,0.333,24,29.0,0.828,41.0,1.7,22,14,36.0,1.5,16,5,9,11,1.0,quinnipiac,2016-17
10,Jaden Ward,17.0,0.0,64.0,3.8,5,18.0,0.278,0,0.0,0.0,5,6.0,0.833,15.0,0.9,4,7,11.0,0.6,9,1,8,1,2.0,quinnipiac,2016-17
2,Taylor Herd,13.0,0.0,47.0,3.6,2,7.0,0.286,0,3.0,0.0,5,8.0,0.625,9.0,0.7,2,7,9.0,0.7,10,3,7,2,0.0,quinnipiac,2016-17
24,Katie Grant,13.0,0.0,40.0,3.1,0,4.0,0.0,0,0.0,0.0,1,2.0,0.5,1.0,0.1,4,7,11.0,0.8,3,1,3,2,2.0,quinnipiac,2016-17
5,Shaquana Edwards,26.0,26.0,739.0,28.4,114,283.0,0.403,39,104.0,0.375,59,88.0,0.67,326.0,12.5,8,60,68.0,2.6,32,94,63,42,0.0,quinnipiac,2019-20
2,Taylor Herd,27.0,27.0,807.0,29.9,92,243.0,0.379,44,136.0,0.324,38,53.0,0.717,266.0,9.9,15,81,96.0,3.6,59,36,49,23,6.0,quinnipiac,2019-20
30,Mikala Morris,21.0,15.0,476.0,22.7,82,185.0,0.443,3,20.0,0.15,37,61.0,0.607,204.0,9.7,48,89,137.0,6.5,47,14,47,14,19.0,quinnipiac,2019-20
22,Mackenzie DeWees,29.0,18.0,824.0,28.4,90,251.0,0.359,9,45.0,0.2,64,98.0,0.653,253.0,8.7,47,89,136.0,4.7,54,98,59,51,5.0,quinnipiac,2019-20
20,Paige Warfel,29.0,29.0,930.0,32.1,68,217.0,0.313,7,33.0,0.212,99,128.0,0.773,242.0,8.3,130,192,322.0,11.1,83,55,50,38,18.0,quinnipiac,2019-20
15,Cur'Tiera Haywood,29.0,17.0,619.0,21.3,77,165.0,0.467,26,70.0,0.371,46,68.0,0.676,226.0,7.8,48,60,108.0,3.7,56,24,42,17,15.0,quinnipiac,2019-20
23,Sajada Bonner,29.0,7.0,553.0,19.1,66,184.0,0.359,26,87.0,0.299,22,32.0,0.688,180.0,6.2,16,29,45.0,1.6,65,8,17,12,6.0,quinnipiac,2019-20
10,Jaden Ward,29.0,4.0,488.0,16.8,56,141.0,0.397,4,26.0,0.154,34,58.0,0.586,150.0,5.2,48,71,119.0,4.1,49,24,48,19,13.0,quinnipiac,2019-20
24,Amani Free,20.0,2.0,184.0,9.2,17,63.0,0.27,5,21.0,0.238,10,17.0,0.588,49.0,2.5,4,15,19.0,1.0,16,9,16,1,0.0,quinnipiac,2019-20
33,Chiara Bacchini,15.0,0.0,115.0,7.7,9,29.0,0.31,2,10.0,0.2,1,2.0,0.5,21.0,1.4,4,4,8.0,0.5,16,6,7,6,0.0,quinnipiac,2019-20
11,Cat Almeida,15.0,0.0,65.0,4.3,6,15.0,0.4,2,7.0,0.286,0,0.0,0.0,14.0,0.9,3,14,17.0,1.1,10,3,4,1,4.0,quinnipiac,2019-20
25,Ashlee Kelly,1.0,1.0,31.0,31.0,8,10.0,0.8,0,0.0,0.0,8,9.0,0.889,24.0,24.0,8,6,14.0,14.0,3,2,4,2,0.0,quinnipiac,2002-03
14,Sara Esidore,1.0,1.0,37.0,37.0,9,19.0,0.474,0,4.0,0.0,1,1.0,1.0,19.0,19.0,3,2,5.0,5.0,2,3,2,2,0.0,quinnipiac,2002-03
5,Katie Keilty,1.0,1.0,34.0,34.0,5,14.0,0.357,2,4.0,0.5,3,7.0,0.429,15.0,15.0,3,4,7.0,7.0,3,1,1,2,0.0,quinnipiac,2002-03
20,Megan Rooney,1.0,0.0,23.0,23.0,5,9.0,0.556,0,0.0,0.0,4,4.0,1.0,14.0,14.0,1,1,2.0,2.0,3,2,3,1,0.0,quinnipiac,2002-03
15,Shrita Smith,1.0,1.0,10.0,10.0,0,2.0,0.0,0,0.0,0.0,2,4.0,0.5,2.0,2.0,0,3,3.0,3.0,4,1,1,0,1.0,quinnipiac,2002-03
44,Tara Mccaig,1.0,0.0,6.0,6.0,1,2.0,0.5,0,0.0,0.0,0,0.0,0.0,2.0,2.0,0,1,1.0,1.0,2,0,1,0,0.0,quinnipiac,2002-03
3,Helen Ridley,1.0,0.0,3.0,3.0,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0,1,0,0.0,quinnipiac,2002-03
32,Megan Smith,1.0,0.0,9.0,9.0,1,2.0,0.5,0,0.0,0.0,0,0.0,0.0,2.0,2.0,1,1,2.0,2.0,2,0,1,0,0.0,quinnipiac,2002-03
10,Kara Cassidy,1.0,1.0,25.0,25.0,0,2.0,0.0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,6,2,2,0.0,quinnipiac,2002-03
23,Kim Fitzpatrick,1.0,0.0,15.0,15.0,0,2.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,4,4,1,0.0,quinnipiac,2002-03
12,Kasi Perrincarpenter,1.0,0.0,7.0,7.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1,1,2,0,0.0,quinnipiac,2002-03
22,Mackenzie DeWees,32.0,32.0,980.0,30.6,166,374.0,0.444,11,37.0,0.297,100,141.0,0.709,443.0,13.8,94,141,235.0,7.3,57,98,67,106,5.0,quinnipiac,2021-22
30,Mikala Morris,33.0,33.0,974.0,29.5,169,387.0,0.437,4,23.0,0.174,44,61.0,0.721,386.0,11.7,102,213,315.0,9.5,80,57,103,30,53.0,quinnipiac,2021-22
12,Rose Caverly,33.0,33.0,1072.0,32.5,96,272.0,0.353,44,123.0,0.358,55,69.0,0.797,291.0,8.8,18,90,108.0,3.3,63,126,67,32,5.0,quinnipiac,2021-22
15,Cur'Tiera Haywood,27.0,15.0,569.0,21.1,73,150.0,0.487,24,68.0,0.353,49,64.0,0.766,219.0,8.1,25,77,102.0,3.8,50,20,42,16,20.0,quinnipiac,2021-22
24,Amani Free,33.0,18.0,732.0,22.2,94,237.0,0.397,27,97.0,0.278,35,53.0,0.66,250.0,7.6,45,75,120.0,3.6,56,42,41,22,11.0,quinnipiac,2021-22
23,Sajada Bonner,33.0,22.0,787.0,23.8,69,176.0,0.392,41,119.0,0.345,29,38.0,0.763,208.0,6.3,21,70,91.0,2.8,60,21,44,26,11.0,quinnipiac,2021-22
21,Jackie Grisdale,27.0,1.0,438.0,16.2,45,111.0,0.405,21,59.0,0.356,15,17.0,0.882,126.0,4.7,13,30,43.0,1.6,35,15,16,9,0.0,quinnipiac,2021-22
44,Makenzie Helms,32.0,11.0,483.0,15.1,48,125.0,0.384,7,29.0,0.241,14,22.0,0.636,117.0,3.7,4,46,50.0,1.6,47,42,68,18,1.0,quinnipiac,2021-22
0,Tiera White,18.0,0.0,122.0,6.8,22,42.0,0.524,0,0.0,0.0,7,16.0,0.438,51.0,2.8,17,14,31.0,1.7,16,2,10,5,6.0,quinnipiac,2021-22
4,Grace LaBarge,24.0,0.0,170.0,7.1,16,47.0,0.34,6,27.0,0.222,13,18.0,0.722,51.0,2.1,5,27,32.0,1.3,21,4,7,1,7.0,quinnipiac,2021-22
32,Reiven Douglas,17.0,0.0,81.0,4.8,8,22.0,0.364,3,7.0,0.429,6,8.0,0.75,25.0,1.5,1,9,10.0,0.6,8,8,14,3,0.0,quinnipiac,2021-22
3,Halee Smith,24.0,0.0,117.0,4.9,14,25.0,0.56,4,9.0,0.444,2,2.0,1.0,34.0,1.4,7,6,13.0,0.5,19,6,11,1,0.0,quinnipiac,2021-22
11,Cat Almeida,16.0,0.0,70.0,4.4,6,18.0,0.333,2,8.0,0.25,3,3.0,1.0,17.0,1.1,1,9,10.0,0.6,13,0,5,0,1.0,quinnipiac,2021-22
14,Jillian Casey,17.0,0.0,65.0,3.8,3,18.0,0.167,3,16.0,0.188,0,0.0,0.0,9.0,0.5,1,6,7.0,0.4,2,2,4,0,1.0,quinnipiac,2021-22
41,Korin Mereste,3.0,0.0,15.0,5.0,0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,3.0,1.0,5,1,1,0,1.0,quinnipiac,2021-22
25,Ashlee Kelly,2.0,2.0,59.0,29.5,16,28.0,0.571,0,0.0,0.0,14,16.0,0.875,46.0,23.0,19,20,39.0,19.5,4,1,5,3,2.0,quinnipiac,2003-04
32,Lindsey O'neil,1.0,0.0,16.0,16.0,5,10.0,0.5,3,6.0,0.5,0,0.0,0.0,13.0,13.0,5,4,9.0,9.0,1,0,0,0,0.0,quinnipiac,2003-04
14,Sara Esidore,2.0,2.0,53.0,26.5,11,26.0,0.423,3,8.0,0.375,0,0.0,0.0,25.0,12.5,4,5,9.0,4.5,1,5,1,2,0.0,quinnipiac,2003-04
23,Jackie Harris,2.0,0.0,45.0,22.5,5,8.0,0.625,0,0.0,0.0,6,10.0,0.6,16.0,8.0,7,4,11.0,5.5,5,0,1,2,0.0,quinnipiac,2003-04
3,Helen Ridley,2.0,2.0,33.0,16.5,7,16.0,0.438,1,2.0,0.5,0,0.0,0.0,15.0,7.5,0,5,5.0,2.5,3,1,6,2,0.0,quinnipiac,2003-04
1,Kim Fitzpatrick,2.0,2.0,64.0,32.0,3,7.0,0.429,0,0.0,0.0,7,9.0,0.778,13.0,6.5,0,3,3.0,1.5,2,11,9,7,0.0,quinnipiac,2003-04
5,Katie Keilty,2.0,2.0,45.0,22.5,3,12.0,0.25,2,5.0,0.4,2,4.0,0.5,10.0,5.0,1,6,7.0,3.5,5,1,4,0,0.0,quinnipiac,2003-04
45,Shrita Smith,2.0,0.0,36.0,18.0,2,9.0,0.222,0,2.0,0.0,3,4.0,0.75,7.0,3.5,2,2,4.0,2.0,5,3,2,2,0.0,quinnipiac,2003-04
4,Krystal Pressley,2.0,0.0,17.0,8.5,1,9.0,0.111,0,4.0,0.0,3,5.0,0.6,5.0,2.5,2,2,4.0,2.0,2,0,1,1,0.0,quinnipiac,2003-04
22,Megan Smith,2.0,0.0,15.0,7.5,2,3.0,0.667,0,0.0,0.0,0,0.0,0.0,4.0,2.0,2,0,2.0,1.0,0,1,0,0,0.0,quinnipiac,2003-04
13,Jamie Harrington,1.0,0.0,2.0,2.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1.0,quinnipiac,2003-04
44,Tara Mccaig,1.0,0.0,3.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,quinnipiac,2003-04
12,K Perrin-carpenter,2.0,0.0,13.0,6.5,0,3.0,0.0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2,4,3,1,0.0,quinnipiac,2003-04
21,Jen Fay,29.0,22.0,799.0,27.6,130,312.0,0.417,33,124.0,0.266,70,96.0,0.729,363.0,12.5,72,125,197.0,6.8,58,78,46,53,6.0,quinnipiac,2018-19
25,Aryn McClure,33.0,32.0,1007.0,30.5,139,350.0,0.397,2,21.0,0.095,60,95.0,0.632,340.0,10.3,68,116,184.0,5.6,84,84,76,65,32.0,quinnipiac,2018-19
4,Paula Strautmane,33.0,32.0,872.0,26.4,126,295.0,0.427,24,74.0,0.324,38,51.0,0.745,314.0,9.5,82,86,168.0,5.1,104,66,55,55,58.0,quinnipiac,2018-19
23,Brittany Martin,33.0,29.0,798.0,24.2,85,238.0,0.357,35,103.0,0.34,64,92.0,0.696,269.0,8.2,8,44,52.0,1.6,36,43,44,34,2.0,quinnipiac,2018-19
2,Taylor Herd,33.0,9.0,746.0,22.6,90,251.0,0.359,56,180.0,0.311,22,32.0,0.688,258.0,7.8,20,86,106.0,3.2,56,35,35,31,2.0,quinnipiac,2018-19
11,Edel Thornton,33.0,29.0,916.0,27.8,75,217.0,0.346,33,124.0,0.266,23,46.0,0.5,206.0,6.2,11,77,88.0,2.7,63,91,38,61,1.0,quinnipiac,2018-19
20,Paige Warfel,33.0,9.0,690.0,20.9,54,144.0,0.375,9,31.0,0.29,63,78.0,0.808,180.0,5.5,83,87,170.0,5.2,71,30,29,39,9.0,quinnipiac,2018-19
10,Jaden Ward,24.0,1.0,208.0,8.7,26,67.0,0.388,4,13.0,0.308,15,24.0,0.625,71.0,3.0,22,21,43.0,1.8,25,3,27,5,3.0,quinnipiac,2018-19
22,Mackenzie DeWees,33.0,1.0,341.0,10.3,28,87.0,0.322,2,26.0,0.077,23,39.0,0.59,81.0,2.5,28,37,65.0,2.0,21,20,29,25,0.0,quinnipiac,2018-19
33,Chiara Bacchini,9.0,1.0,87.0,9.7,9,27.0,0.333,2,11.0,0.182,0,0.0,0.0,20.0,2.2,6,4,10.0,1.1,4,5,5,3,2.0,quinnipiac,2018-19
24,Amani Free,23.0,0.0,123.0,5.3,16,37.0,0.432,6,16.0,0.375,12,25.0,0.48,50.0,2.2,12,10,22.0,1.0,16,2,10,4,1.0,quinnipiac,2018-19
32,Danelle Bradley,15.0,0.0,51.0,3.4,0,9.0,0.0,0,6.0,0.0,1,4.0,0.25,1.0,0.1,3,9,12.0,0.8,1,3,1,0,1.0,quinnipiac,2018-19
14,Gal Raviv,33.0,33.0,1196.0,36.2,232,518.0,0.448,41,132.0,0.311,86,115.0,0.748,591.0,17.9,15,165,180.0,5.5,74,141,113,45,0.0,quinnipiac,2024-25
23,Anna Foley,33.0,33.0,811.0,24.6,144,312.0,0.462,5,17.0,0.294,67,94.0,0.713,360.0,10.9,57,120,177.0,5.4,79,115,64,46,36.0,quinnipiac,2024-25
21,Jackie Grisdale,33.0,33.0,1200.0,36.4,114,272.0,0.419,75,187.0,0.401,55,68.0,0.809,358.0,10.8,32,86,118.0,3.6,61,40,22,37,5.0,quinnipiac,2024-25
15,Karson Martin,33.0,32.0,1019.0,30.9,122,296.0,0.412,39,128.0,0.305,39,49.0,0.796,322.0,9.8,26,76,102.0,3.1,49,56,44,35,1.0,quinnipiac,2024-25
12,Ella O'Donnell,33.0,5.0,581.0,17.6,79,169.0,0.467,0,0.0,0.0,43,61.0,0.705,201.0,6.1,63,84,147.0,4.5,84,18,44,21,5.0,quinnipiac,2024-25
4,Grace LaBarge,29.0,11.0,515.0,17.8,57,125.0,0.456,16,51.0,0.314,32,43.0,0.744,162.0,5.6,29,69,98.0,3.4,59,26,22,19,2.0,quinnipiac,2024-25
7,Caranda Perea,33.0,17.0,638.0,19.3,59,122.0,0.484,16,42.0,0.381,12,20.0,0.6,146.0,4.4,20,75,95.0,2.9,36,23,39,14,13.0,quinnipiac,2024-25
5,Paige Girardi,32.0,1.0,365.0,11.4,15,44.0,0.341,10,31.0,0.323,11,14.0,0.786,51.0,1.6,6,17,23.0,0.7,16,17,14,9,1.0,quinnipiac,2024-25
24,Ava Sollenne,27.0,0.0,169.0,6.3,9,30.0,0.3,8,24.0,0.333,0,0.0,0.0,26.0,1.0,7,8,15.0,0.6,7,2,6,1,0.0,quinnipiac,2024-25
13,Emma Lizotte,6.0,0.0,16.0,2.7,1,3.0,0.333,0,0.0,0.0,1,4.0,0.25,3.0,0.5,0,2,2.0,0.3,2,0,1,0,2.0,quinnipiac,2024-25
11,Bri Bowen,24.0,0.0,103.0,4.3,1,8.0,0.125,1,4.0,0.25,5,6.0,0.833,8.0,0.3,4,22,26.0,1.1,10,4,6,4,0.0,quinnipiac,2024-25
10,Maria Kealy,9.0,0.0,27.0,3.0,1,4.0,0.25,0,0.0,0.0,0,0.0,0.0,2.0,0.2,1,2,3.0,0.3,3,0,4,1,1.0,quinnipiac,2024-25
2,Gracie Gopalan,5.0,0.0,10.0,2.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.2,0,2,2,0,1.0,quinnipiac,2024-25
1,Kim Fitzpatrick,1.0,1.0,25.0,25.0,5,8.0,0.625,2,4.0,0.5,2,5.0,0.4,14.0,14.0,1,1,2.0,2.0,1,2,0,1,0.0,quinnipiac,2004-05
4,Krystal Pressley,1.0,1.0,18.0,18.0,4,12.0,0.333,0,3.0,0.0,3,3.0,1.0,11.0,11.0,3,1,4.0,4.0,1,0,1,0,0.0,quinnipiac,2004-05
21,Monique Lee,1.0,1.0,14.0,14.0,3,6.0,0.5,0,0.0,0.0,1,1.0,1.0,7.0,7.0,2,2,4.0,4.0,3,0,2,2,1.0,quinnipiac,2004-05
3,Helen Ridley,1.0,1.0,25.0,25.0,3,10.0,0.3,0,0.0,0.0,0,0.0,0.0,6.0,6.0,0,2,2.0,2.0,2,1,0,0,0.0,quinnipiac,2004-05
34,Charmaine Steele,1.0,0.0,15.0,15.0,1,3.0,0.333,0,0.0,0.0,4,4.0,1.0,6.0,6.0,1,1,2.0,2.0,1,0,1,0,0.0,quinnipiac,2004-05
55,Hannalee Pervan,1.0,1.0,17.0,17.0,2,3.0,0.667,0,0.0,0.0,0,0.0,0.0,4.0,4.0,0,2,2.0,2.0,0,2,1,0,1.0,quinnipiac,2004-05
