#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
05,"Tatum, Amani  05 Tatum, Amani",31,29.0,913,29.5,122,350,0.349,22,97,0.227,104,140,0.743,370,11.9,33,62,95,3.1,104,100,105,101,1,View Bio
32,"Irizarry, Nyasha  32 Irizarry, Nyasha",24,16.0,570,23.8,71,189,0.376,42,126,0.333,18,23,0.783,202,8.4,12,40,52,2.2,25,31,34,19,3,View Bio
35,"Grimme, Kayla  35 Grimme, Kayla",31,27.0,759,24.5,89,225,0.396,1,1,1.0,59,71,0.831,238,7.7,85,156,241,7.8,67,29,51,31,69,View Bio
34,"Ericksen, Shayna  34 Ericksen, Shayna",25,5.0,471,18.8,75,176,0.426,0,0,0.0,30,55,0.545,180,7.2,61,45,106,4.2,37,8,34,25,3,View Bio
25,"Underhill, Blake  25 Underhill, Blake",31,30.0,898,29.0,84,201,0.418,0,0,0.0,45,84,0.536,213,6.9,48,71,119,3.8,81,103,92,59,4,View Bio
21,"Ross, Crystal  21 Ross, Crystal",30,5.0,455,15.2,67,163,0.411,0,0,0.0,56,87,0.644,190,6.3,61,85,146,4.9,60,19,36,15,34,View Bio
14,"Williams, Taylor  14 Williams, Taylor",31,8.0,505,16.3,53,192,0.276,29,111,0.261,13,22,0.591,148,4.8,17,37,54,1.7,33,21,35,20,1,View Bio
15,"Champagne, Kylla  15 Champagne, Kylla",29,25.0,560,19.3,48,123,0.39,0,1,0.0,15,23,0.652,111,3.8,44,64,108,3.7,75,19,36,23,9,View Bio
31,"Parahus, Maeve  31 Parahus, Maeve",31,8.0,336,10.8,31,96,0.323,23,69,0.333,4,6,0.667,89,2.9,6,21,27,0.9,18,8,9,7,5,View Bio
01,"Thompson, Jacqui  01 Thompson, Jacqui",31,1.0,411,13.3,27,92,0.293,10,41,0.244,19,23,0.826,83,2.7,4,23,27,0.9,37,35,31,17,1,View Bio
30,"Guiton, Mikki  30 Guiton, Mikki",27,0.0,194,7.2,16,34,0.471,0,0,0.0,18,28,0.643,50,1.9,17,16,33,1.2,30,5,12,7,5,View Bio
24,"Hagaman, Courtney  24 Hagaman, Courtney",2,0.0,4,2.0,1,2,0.5,0,1,0.0,0,0,0.0,2,1.0,0,0,0,0.0,1,0,0,1,0,
23,"Anderson, Nicole  23 Anderson, Nicole",25,0.0,80,3.2,7,14,0.5,0,0,0.0,4,8,0.5,18,0.7,5,6,11,0.4,8,2,8,5,3,View Bio
22,"Graziano, Morgan  22 Graziano, Morgan",11,0.0,25,2.3,0,3,0.0,0,0,0.0,1,2,0.5,1,0.1,2,1,3,0.3,2,0,2,1,2,View Bio
20,"Cohen, Alex  20 Cohen, Alex",7,1.0,12,1.7,0,5,0.0,0,4,0.0,0,0,0.0,0,0.0,0,1,1,0.1,0,2,1,0,0,View Bio
10,"Heine, Sheridan  10 Heine, Sheridan",5,0.0,7,1.4,0,2,0.0,0,1,0.0,0,0,0.0,0,0.0,1,0,1,0.2,2,0,0,0,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,71,81,152,4.9,0,0,22,0,0,
,Total,31,,6200,200.0,691,1867,0.37,127,452,0.281,386,572,0.675,1895,61.13,467,709,1176,37.9,580,382,508,331,140,
,Opponents,31,,6200,200.0,640,1640,0.39,151,503,0.3,422,598,0.706,1853,59.77,365,786,1151,37.1,548,389,617,255,120,
