#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
04,"Johnson, Stella  04 Johnson, Stella",31,31.0,1041,33.6,180,397,0.453,40,100,0.4,96,132,0.727,496,16.0,53,139,192,6.2,106,100,92,76,27,View Bio
03,"Hoskova, Kamila  03 Hoskova, Kamila",31,31.0,1104,35.6,147,351,0.419,19,63,0.302,139,162,0.858,452,14.6,77,106,183,5.9,53,61,64,49,9,View Bio
21,"Posset, Lexi  21 Posset, Lexi",30,30.0,1038,34.6,82,256,0.32,38,122,0.311,91,113,0.805,293,9.8,13,126,139,4.6,84,98,79,36,12,View Bio
05,"Morris, Jaiden  05 Morris, Jaiden",29,0.0,517,17.8,69,232,0.297,25,77,0.325,36,55,0.655,199,6.9,20,44,64,2.2,60,16,67,36,7,View Bio
13,"Favre , Lea  13 Favre , Lea",31,22.0,744,24.0,80,168,0.476,0,2,0.0,34,43,0.791,194,6.3,35,83,118,3.8,78,17,45,11,10,View Bio
22,"Stover, Lexi  22 Stover, Lexi",28,15.0,637,22.8,56,164,0.341,41,117,0.35,9,10,0.9,162,5.8,8,33,41,1.5,36,14,17,5,2,View Bio
32,"Johnson, Aubre  32 Johnson, Aubre",29,25.0,597,20.6,34,78,0.436,1,2,0.5,15,30,0.5,84,2.9,42,91,133,4.6,90,23,44,19,22,View Bio
42,"Goodman, Tracey  42 Goodman, Tracey",28,0.0,234,8.4,21,67,0.313,0,6,0.0,5,6,0.833,47,1.7,16,34,50,1.8,27,4,16,5,9,View Bio
34,"Muwwakkil, Asyana'e  34 Muwwakkil, Asyana'e",5,1.0,17,3.4,1,1,1.0,0,0,0.0,1,2,0.5,3,0.6,0,1,1,0.2,1,0,1,0,0,View Bio
15,"Jones, Taylour  15 Jones, Taylour",18,0.0,80,4.4,2,17,0.118,1,8,0.125,5,10,0.5,10,0.6,0,10,10,0.6,9,5,9,1,2,View Bio
11,"Moses, Daija  11 Moses, Daija",28,0.0,237,8.5,4,24,0.167,0,3,0.0,5,10,0.5,13,0.5,8,24,32,1.1,38,6,21,5,4,View Bio
10,"Barnes, Zhane  10 Barnes, Zhane",3,0.0,5,1.7,0,2,0.0,0,0,0.0,0,0,0.0,0,0.0,1,0,1,0.3,0,0,0,0,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,60,55,115,3.7,0,0,7,0,0,
,Total,31,,6251,201.6,676,1757,0.385,165,500,0.33,436,573,0.761,1953,63.0,333,746,1079,34.8,582,344,462,243,104,
,Opponents,31,,6249,201.6,693,1728,0.401,163,498,0.327,446,615,0.725,1995,64.35,356,804,1160,37.4,601,352,508,221,107,
