Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
05,Kaylee Thomas ,18,15.0,584,32.4,73,213,0.343,53,153,0.346,55,66,0.833,254,14.1,13,37,50,2.8,15,18,41,16,1
01,Jayme DeCesare,31,31.0,1072,34.6,108,316,0.342,46,156,0.295,79,100,0.79,341,11.0,29,97,126,4.1,50,90,63,19,2
14,Amaya Staton,20,16.0,485,24.3,91,198,0.46,3,12,0.25,33,41,0.805,218,10.9,48,86,134,6.7,57,12,55,13,33
11,Thalia Shepard ,26,16.0,545,21.0,82,206,0.398,10,41,0.244,41,58,0.707,215,8.3,38,73,111,4.3,60,20,44,33,4
10,Paloma Garcia ,30,13.0,652,21.7,71,172,0.413,13,42,0.31,33,42,0.786,188,6.3,35,90,125,4.2,94,38,62,53,6
00,Madison Roman,31,15.0,546,17.6,60,127,0.472,0,0,0.0,37,64,0.578,157,5.1,63,110,173,5.6,86,40,64,23,14
02,Diamond Christian ,29,18.0,606,20.9,46,175,0.263,32,121,0.264,18,24,0.75,142,4.9,30,70,100,3.4,54,44,57,24,5
40,Rose Caso ,27,9.0,420,15.6,42,110,0.382,5,17,0.294,34,48,0.708,123,4.6,35,32,67,2.5,41,19,37,17,2
22,Lydia Melaschenko,28,6.0,400,14.3,32,104,0.308,8,38,0.211,19,26,0.731,91,3.3,23,35,58,2.1,40,16,29,15,0
03,Ava Owens,19,14.0,337,17.7,12,37,0.324,0,2,0.0,9,28,0.321,33,1.7,12,30,42,2.2,46,16,38,14,6
24,Molly Manion,20,2.0,259,13.0,14,52,0.269,1,11,0.091,2,3,0.667,31,1.6,13,14,27,1.4,9,14,7,4,6
21,Cadence Johnson ,29,0.0,336,11.6,16,73,0.219,7,27,0.259,4,10,0.4,43,1.5,19,28,47,1.6,45,16,34,11,3
15,Antoniette Okoh,2,0.0,8,4.0,0,1,0.0,0,0,0.0,1,2,0.5,1,0.5,0,2,2,1.0,0,0,0,0,0
