#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
05,"Andersen, Meghan  05 Andersen, Meghan",33,33.0,883,26.8,182,377,0.483,68,184,0.37,58,71,0.817,490,14.8,37,99,136,4.1,54,43,40,43,42,View Bio
04,"L’Amoreaux, Kaety  04 L’Amoreaux, Kaety",32,32.0,955,29.8,141,322,0.438,37,120,0.308,78,92,0.848,397,12.4,32,118,150,4.7,57,136,95,66,6,View Bio
23,"Selimovic, Emina  23 Selimovic, Emina",33,33.0,734,22.2,130,261,0.498,29,86,0.337,32,47,0.681,321,9.7,31,109,140,4.2,52,35,45,18,4,View Bio
03,"Brown, Janelle  03 Brown, Janelle",8,7.0,181,22.6,26,71,0.366,5,23,0.217,9,14,0.643,66,8.3,10,20,30,3.8,24,25,23,11,0,View Bio
44,"Brown, Raiana  44 Brown, Raiana",31,0.0,426,13.7,93,161,0.578,8,25,0.32,52,68,0.765,246,7.9,48,67,115,3.7,46,10,27,23,9,View Bio
13,"Coe, Cyanne  13 Coe, Cyanne",33,5.0,479,14.5,90,132,0.682,3,6,0.5,12,39,0.308,195,5.9,47,65,112,3.4,36,13,29,24,15,View Bio
25,"Scott, Sydni  25 Scott, Sydni",22,1.0,369,16.8,38,105,0.362,35,93,0.376,5,5,1.0,116,5.3,14,27,41,1.9,37,15,12,10,2,View Bio
01,"McGruder, Kendall  01 McGruder, Kendall",32,8.0,697,21.8,59,172,0.343,32,119,0.269,10,12,0.833,160,5.0,5,41,46,1.4,63,73,54,26,3,View Bio
06,"Nicoletti Leite, Izabela  06 Nicoletti Leite, Izabela",33,30.0,911,27.6,63,156,0.404,28,82,0.341,8,17,0.471,162,4.9,5,104,109,3.3,54,168,52,39,8,View Bio
00,"Huerter, Jillian  00 Huerter, Jillian",24,5.0,418,17.4,41,100,0.41,23,68,0.338,12,14,0.857,117,4.9,12,48,60,2.5,39,31,31,14,4,View Bio
31,"Karpell, Julia  31 Karpell, Julia",8,0.0,51,6.4,7,12,0.583,7,12,0.583,0,0,0.0,21,2.6,0,3,3,0.4,9,1,2,0,0,View Bio
22,"Prior, Casey  22 Prior, Casey",13,0.0,103,7.9,9,31,0.29,9,31,0.29,0,0,0.0,27,2.1,1,7,8,0.6,8,8,3,2,0,View Bio
15,"Beach, Lauren  15 Beach, Lauren",31,11.0,393,12.7,21,57,0.368,6,31,0.194,5,12,0.417,53,1.7,25,37,62,2.0,29,18,19,15,6,View Bio
TM,Team  TM Team,33,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,56,67,123,3.7,0,0,24,0,0,
,Total,33,,6600,200.0,900,1957,0.46,290,880,0.33,281,391,0.719,2371,71.85,323,812,1135,34.4,508,576,456,291,99,
,Opponents,33,,6600,200.0,672,1732,0.388,153,566,0.27,317,438,0.724,1814,54.97,276,774,1050,31.8,465,334,608,207,65,
