Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
30,Mikala Morris,21,21.0,661,31.5,116,281,0.413,7,21,0.333,48,62,0.774,287,13.7,74,150,224,10.7,49,32,65,33,45
22,Mackenzie DeWees,21,21.0,731,34.8,103,213,0.484,9,25,0.36,47,78,0.603,262,12.5,54,105,159,7.6,29,54,41,55,3
12,Rose Caverly,21,21.0,761,36.2,70,187,0.374,33,86,0.384,46,58,0.793,219,10.4,12,66,78,3.7,50,100,49,15,2
24,Amani Free,21,15.0,484,23.0,60,159,0.377,12,46,0.261,39,52,0.75,171,8.1,35,54,89,4.2,51,26,34,18,10
23,Sajada Bonner,21,12.0,476,22.7,36,130,0.277,19,73,0.26,35,44,0.795,126,6.0,32,15,47,2.2,38,20,25,11,5
15,Cur'Tiera Haywood,21,4.0,389,18.5,31,104,0.298,14,50,0.28,13,22,0.591,89,4.2,24,55,79,3.8,27,10,24,9,13
05,Shaquana Edwards,2,2.0,41,20.5,3,10,0.3,1,4,0.25,0,2,0.0,7,3.5,0,2,2,1.0,4,5,5,3,0
33,Chiara Bacchini,19,3.0,222,11.7,22,60,0.367,3,17,0.176,10,18,0.556,57,3.0,14,7,21,1.1,18,19,13,12,2
00,Tiera White,15,0.0,100,6.7,17,43,0.395,1,9,0.111,7,10,0.7,42,2.8,7,9,16,1.1,11,3,5,3,6
14,Jillian Casey,13,4.0,133,10.2,9,38,0.237,7,29,0.241,3,3,1.0,28,2.2,2,6,8,0.6,3,0,1,3,1
01,Vanessa Udoji,20,2.0,225,11.3,18,58,0.31,0,17,0.0,6,11,0.545,42,2.1,15,13,28,1.4,12,17,15,8,3
03,Halee Smith,11,0.0,43,3.9,2,11,0.182,0,0,0.0,0,0,0.0,4,0.4,1,6,7,0.6,8,0,7,3,1
11,Cat Almeida,1,0.0,4,4.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,1
10,Nasserine William,1,0.0,5,5.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,3,0,0,0,0
