#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
22,"Brown, Kassondra  22 Brown, Kassondra",28,28.0,843,30.1,157,341,0.46,17,47,0.362,86,118,0.729,417,14.9,93,190,283,10.1,77,59,105,44,23,View Bio
23,"Williams, Kendrea 23 Williams, Kendrea",31,31.0,982,31.7,142,352,0.403,52,160,0.325,115,136,0.846,451,14.5,42,43,85,2.7,68,34,65,44,8,View Bio
24,"Crane, Kourtney  24 Crane, Kourtney",29,28.0,786,27.1,71,217,0.327,11,60,0.183,52,79,0.658,205,7.1,19,80,99,3.4,79,50,85,35,11,View Bio
05,"Dawkins, Kaila  05 Dawkins, Kaila",30,3.0,480,16.0,50,125,0.4,2,11,0.182,42,57,0.737,144,4.8,45,77,122,4.1,47,23,50,12,7,View Bio
11,"Kuhl, Rachel  11 Kuhl, Rachel",24,2.0,312,13.0,36,114,0.316,17,62,0.274,14,21,0.667,103,4.3,5,25,30,1.3,30,11,31,5,2,View Bio
00,"Salawu, Binta  00 Salawu, Binta",26,5.0,543,20.9,31,142,0.218,16,74,0.216,27,36,0.75,105,4.0,16,44,60,2.3,31,38,37,28,3,View Bio
03,"O'Neil, Nickelle  03 O'Neil, Nickelle",31,27.0,681,22.0,49,136,0.36,6,26,0.231,16,36,0.444,120,3.9,20,65,85,2.7,46,64,58,42,3,View Bio
02,"McQueen, Tyara 02 McQueen, Tyara",31,1.0,467,15.1,36,134,0.269,19,85,0.224,13,15,0.867,104,3.4,19,25,44,1.4,49,36,41,24,0,View Bio
15,"Castro, Sky  15 Castro, Sky",30,28.0,719,24.0,41,113,0.363,0,4,0.0,10,20,0.5,92,3.1,64,125,189,6.3,94,30,74,29,13,View Bio
14,"Abraham, Taylor  14 Abraham, Taylor",8,1.0,73,9.1,8,29,0.276,1,4,0.25,1,4,0.25,18,2.3,5,6,11,1.4,4,3,8,1,0,View Bio
20,"Ikenasio, Victoria  20 Ikenasio, Victoria",27,0.0,237,8.8,20,53,0.377,0,0,0.0,13,25,0.52,53,2.0,31,44,75,2.8,30,3,19,5,1,View Bio
33,"Moore, Giah  33 Moore, Giah",6,1.0,32,5.3,2,10,0.2,0,2,0.0,1,1,1.0,5,0.8,3,0,3,0.5,1,1,0,1,0,View Bio
10,"Mills, Amaris  10 Mills, Amaris",9,0.0,24,2.7,3,13,0.231,1,9,0.111,0,0,0.0,7,0.8,1,3,4,0.4,7,0,3,0,0,View Bio
32,"Felix, Imani  32 Felix, Imani",12,0.0,46,3.8,1,3,0.333,0,2,0.0,3,6,0.5,5,0.4,2,6,8,0.7,4,2,2,3,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,63,66,129,4.2,0,0,27,0,0,
,Total,31,,6225,200.8,647,1782,0.363,142,546,0.26,393,554,0.709,1829,59.0,428,799,1227,39.6,567,354,605,273,71,
,Opponents,31,,6225,200.8,654,1767,0.37,160,550,0.291,418,597,0.7,1886,60.84,376,757,1133,36.5,550,379,547,302,143,
