Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
41,Sierra DeAngelo,30,30.0,1002,33.4,136,342,0.398,19,58,0.328,73,113,0.646,364,12.1,34,152,186,6.2,49,60,75,20,12
01,Natalia Otkhmezuri,30,28.0,762,25.4,112,266,0.421,44,113,0.389,51,59,0.864,319,10.6,7,87,94,3.1,47,38,64,15,4
05,Petra Oborilova,30,30.0,870,29.0,75,185,0.405,56,137,0.409,7,11,0.636,213,7.1,36,74,110,3.7,64,43,52,21,16
10,Ella Fajardo,30,29.0,938,31.3,69,223,0.309,24,98,0.245,52,63,0.825,214,7.1,35,77,112,3.7,77,102,76,34,2
06,Judith Gomez,30,30.0,917,30.6,75,191,0.393,27,101,0.267,25,32,0.781,202,6.7,30,120,150,5.0,47,49,52,37,9
35,Noa Givon,28,1.0,497,17.8,67,152,0.441,22,61,0.361,19,25,0.76,175,6.3,11,47,58,2.1,22,25,40,16,8
14,Mya Zaccagnini,15,1.0,235,15.7,16,56,0.286,4,17,0.235,11,12,0.917,47,3.1,3,26,29,1.9,16,22,17,11,1
30,Zoey Ward,29,0.0,341,11.8,34,78,0.436,5,18,0.278,13,25,0.52,86,3.0,15,35,50,1.7,58,19,28,7,4
43,Ally Carman,12,0.0,80,6.7,15,28,0.536,0,0,0.0,3,6,0.5,33,2.8,3,12,15,1.3,6,0,15,1,7
04,Ale Civera,19,1.0,185,9.7,13,25,0.52,5,9,0.556,3,6,0.5,34,1.8,9,15,24,1.3,24,14,17,7,1
21,Amaya Evans,14,0.0,109,7.8,6,24,0.25,1,2,0.5,6,8,0.75,19,1.4,3,5,8,0.6,8,8,16,0,0
22,Emma Donnelly,18,0.0,87,4.8,9,25,0.36,1,6,0.167,4,7,0.571,23,1.3,4,8,12,0.7,8,5,11,1,1
02,Talia DePetrillo,2,0.0,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.5,0,1,2,0,0
