#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
21,"Fay, Jen  21 Fay, Jen",36,21.0,737,20.5,134,282,0.475,44,115,0.383,65,89,0.73,377,10.5,42,118,160,4.4,79,39,39,43,19,View Bio
03,"Martucci, Adily  03 Martucci, Adily",36,23.0,947,26.3,141,354,0.398,52,150,0.347,40,44,0.909,374,10.4,33,61,94,2.6,80,40,54,60,11,View Bio
25,"McClure, Aryn  25 McClure, Aryn",36,24.0,928,25.8,121,295,0.41,1,15,0.067,84,115,0.73,327,9.1,60,150,210,5.8,97,103,81,50,55,View Bio
04,"Strautmane, Paula  04 Strautmane, Paula",34,21.0,685,20.1,111,283,0.392,9,44,0.205,46,63,0.73,277,8.1,82,104,186,5.5,110,71,62,52,44,View Bio
13,"Shewan, Sarah  13 Shewan, Sarah",36,11.0,669,18.6,89,252,0.353,20,66,0.303,69,92,0.75,267,7.4,80,98,178,4.9,74,34,54,26,23,View Bio
22,"Johnson, Brittany  22 Johnson, Brittany",17,8.0,327,19.2,33,95,0.347,10,40,0.25,35,57,0.614,111,6.5,24,32,56,3.3,39,16,33,20,2,View Bio
35,"Manz, Morgan  35 Manz, Morgan",33,13.0,657,19.9,75,178,0.421,36,104,0.346,14,17,0.824,200,6.1,35,83,118,3.6,65,55,34,30,11,View Bio
05,"Fabbri, Carly  05 Fabbri, Carly",36,13.0,781,21.7,60,162,0.37,39,106,0.368,36,51,0.706,195,5.4,13,67,80,2.2,59,93,43,39,2,View Bio
11,"Thornton, Edel  11 Thornton, Edel",34,21.0,591,17.4,35,99,0.354,18,69,0.261,17,29,0.586,105,3.1,8,42,50,1.5,39,82,45,28,0,View Bio
01,"Udoji, Vanessa  01 Udoji, Vanessa",26,5.0,219,8.4,30,81,0.37,9,36,0.25,11,14,0.786,80,3.1,13,21,34,1.3,13,13,12,15,2,View Bio
23,"Martin, Brittany  23 Martin, Brittany",27,8.0,354,13.1,28,89,0.315,7,41,0.171,19,33,0.576,82,3.0,7,19,26,1.0,25,28,32,10,1,View Bio
20,"Warfel, Paige  20 Warfel, Paige",24,2.0,154,6.4,8,27,0.296,1,3,0.333,24,29,0.828,41,1.7,22,14,36,1.5,16,5,9,11,1,View Bio
10,"Ward, Jaden  10 Ward, Jaden",17,0.0,64,3.8,5,18,0.278,0,0,0.0,5,6,0.833,15,0.9,4,7,11,0.6,9,1,8,1,2,View Bio
02,"Herd, Taylor  02 Herd, Taylor",13,0.0,47,3.6,2,7,0.286,0,3,0.0,5,8,0.625,9,0.7,2,7,9,0.7,10,3,7,2,0,View Bio
24,"Grant, Katie  24 Grant, Katie",13,0.0,40,3.1,0,4,0.0,0,0,0.0,1,2,0.5,1,0.1,4,7,11,0.8,3,1,3,2,2,View Bio
TM,Team  TM Team,35,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,50,74,124,3.5,3,0,13,0,0,
,Total,36,,7200,200.0,872,2226,0.392,246,792,0.311,471,649,0.726,2461,68.36,479,904,1383,38.4,721,584,529,389,175,
,Opponents,36,,7200,200.0,712,1930,0.369,164,546,0.3,523,727,0.719,2111,58.64,393,955,1348,37.4,676,423,707,268,90,
