Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,30,,6100,203.3,644,1655,0.389,163,528,0.309,277,377,0.735,1728,57.6,339,818,1157,38.6,505,326,552,178,83
,Opponents,30,,6100,203.3,661,1801,0.367,220,749,0.294,311,458,0.679,1853,61.77,380,710,1090,36.3,454,424,406,258,104
