Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
14,Sara Hinriksdottir,30,27.0,1031,34.4,154,390,0.395,31,114,0.272,47,63,0.746,386,12.9,63,180,243,8.1,61,58,95,34,22
05,D'Jhai Patterson-Ricks,30,28.0,889,29.6,125,300,0.417,51,140,0.364,52,67,0.776,353,11.8,11,96,107,3.6,69,57,82,34,1
44,Danielle Sanderlin,22,17.0,660,30.0,72,166,0.434,0,1,0.0,28,43,0.651,172,7.8,45,130,175,8.0,59,36,59,21,11
11,Anndea Zeigler,28,13.0,612,21.9,60,180,0.333,18,64,0.281,54,75,0.72,192,6.9,34,46,80,2.9,83,24,69,19,9
24,Tiana Pugh,28,12.0,460,16.4,55,130,0.423,15,40,0.375,28,40,0.7,153,5.5,26,47,73,2.6,31,17,36,8,16
13,Maria Welch,29,7.0,694,23.9,53,139,0.381,21,73,0.288,28,31,0.903,155,5.3,21,85,106,3.7,58,47,42,19,13
33,Shannon Conely,28,2.0,410,14.6,49,122,0.402,0,9,0.0,24,31,0.774,122,4.4,28,32,60,2.1,33,23,38,9,3
01,Zhane Irby,30,12.0,422,14.1,25,80,0.313,11,32,0.344,9,16,0.563,70,2.3,11,31,42,1.4,36,22,43,8,0
10,Erika Joseph,25,15.0,309,12.4,15,48,0.313,6,21,0.286,3,4,0.75,39,1.6,6,12,18,0.7,22,13,18,6,5
03,Amanda Schiefen,20,11.0,247,12.4,14,46,0.304,0,7,0.0,2,4,0.5,30,1.5,15,27,42,2.1,21,7,19,3,3
23,Jillian Licurgo,11,0.0,27,2.5,7,12,0.583,2,3,0.667,0,0,0.0,16,1.5,2,5,7,0.6,1,1,1,0,0
04,Anna Sweny,29,1.0,228,7.9,12,27,0.444,6,16,0.375,2,3,0.667,32,1.1,2,31,33,1.1,24,18,19,11,0
22,Olivia Vernon ,17,0.0,111,6.5,3,15,0.2,2,8,0.25,0,0,0.0,8,0.5,1,12,13,0.8,7,3,19,6,0
