Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
14,Damika Martinez,30,30.0,1115,37.2,260,582,0.447,76,195,0.39,119,140,0.85,715,23.8,20,120,140,4.7,71,75,93,32,9
24,Joy Adams,30,28.0,1055,35.2,160,343,0.466,8,21,0.381,99,137,0.723,427,14.2,150,227,377,12.6,90,65,112,66,35
21,Aaliyah Robinson,30,27.0,995,33.2,119,291,0.409,75,200,0.375,15,23,0.652,328,10.9,52,110,162,5.4,34,65,38,56,4
01,Marina Lizarazu,28,27.0,977,34.9,92,230,0.4,16,65,0.246,39,49,0.796,239,8.5,18,49,67,2.4,56,175,83,31,0
11,Philecia Atkins-Gilmore,1,0.0,21,21.0,3,8,0.375,1,5,0.2,0,0,0.0,7,7.0,0,1,1,1.0,0,2,0,0,0
30,Cassidee Ranger,30,5.0,452,15.1,40,101,0.396,35,92,0.38,5,6,0.833,120,4.0,6,30,36,1.2,43,15,9,12,6
11,Philecia Atkins-Gilmore,28,2.0,293,10.5,35,103,0.34,18,53,0.34,11,16,0.688,99,3.5,7,31,38,1.4,37,25,17,11,3
10,Karynda DuPree,30,24.0,630,21.0,25,90,0.278,7,56,0.125,3,9,0.333,60,2.0,19,95,114,3.8,98,16,46,18,52
02,Aurellia Cammock,29,6.0,379,13.1,20,38,0.526,0,0,0.0,13,20,0.65,53,1.8,42,47,89,3.1,58,7,15,13,8
03,Kristin Mahoney,23,1.0,145,6.3,6,23,0.261,3,9,0.333,8,8,1.0,23,1.0,0,5,5,0.2,9,6,9,3,0
00,Ashley Murray,3,0.0,13,4.3,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,1,0,1,0.3,3,0,1,0,1
