#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
23,"Langan, Taylor  23 Langan, Taylor",29,29.0,965,33.3,150,355,0.423,15,48,0.313,84,124,0.677,399,13.8,50,184,234,8.1,78,58,92,36,18,View Bio
24,"Firebaugh, Makayla  24 Firebaugh, Makayla",30,30.0,947,31.6,116,301,0.385,46,148,0.311,39,50,0.78,317,10.6,25,93,118,3.9,55,44,77,34,6,View Bio
55,"Schiffer, Jessika  55 Schiffer, Jessika",29,21.0,683,23.6,70,193,0.363,54,151,0.358,16,21,0.762,210,7.2,4,40,44,1.5,45,40,44,15,3,View Bio
44,"Deveney, Kaylan  44 Deveney, Kaylan",31,24.0,630,20.3,72,180,0.4,17,59,0.288,28,37,0.757,189,6.1,18,66,84,2.7,57,24,54,8,13,View Bio
11,"Cos-Morales, Mariona  11 Cos-Morales, Mariona",31,8.0,628,20.3,59,128,0.461,0,2,0.0,30,49,0.612,148,4.8,31,73,104,3.4,70,37,53,28,31,View Bio
00,"Redmond, Sanaa  00 Redmond, Sanaa",31,30.0,855,27.6,51,146,0.349,4,21,0.19,38,52,0.731,144,4.6,21,77,98,3.2,46,76,67,22,5,View Bio
10,"Lynch, Molly  10 Lynch, Molly",31,11.0,680,21.9,38,107,0.355,22,64,0.344,10,15,0.667,108,3.5,20,46,66,2.1,32,42,49,16,3,View Bio
01,"McIver, Aliya  01 McIver, Aliya",31,0.0,346,11.2,26,65,0.4,4,23,0.174,20,33,0.606,76,2.5,7,34,41,1.3,28,41,41,27,11,View Bio
12,"Blunt, Taylor  12 Blunt, Taylor",11,0.0,52,4.7,8,21,0.381,4,13,0.308,3,5,0.6,23,2.1,2,4,6,0.5,5,3,6,3,1,View Bio
03,"Blake, Jamia  03 Blake, Jamia",24,0.0,189,7.9,16,53,0.302,1,10,0.1,14,20,0.7,47,2.0,10,25,35,1.5,24,8,14,6,1,View Bio
14,"Bruintjes, Sofie  14 Bruintjes, Sofie",25,2.0,233,9.3,12,41,0.293,5,16,0.313,7,12,0.583,36,1.4,9,22,31,1.2,20,9,14,4,3,View Bio
13,"Richardson, Sam  13 Richardson, Sam",13,0.0,39,3.0,0,7,0.0,0,1,0.0,6,8,0.75,6,0.5,3,5,8,0.6,9,0,4,0,2,View Bio
02,"Blanford, ToniRenee  02 Blanford, ToniRenee",1,0.0,3,3.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,1,0,1,1.0,1,0,2,0,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,49,77,126,4.1,0,0,37,0,0,
,Total,31,,6250,201.6,618,1598,0.387,172,556,0.309,295,426,0.692,1703,54.94,250,746,996,32.1,470,382,554,199,97,
,Opponents,31,,6250,201.6,743,1876,0.396,193,669,0.288,325,464,0.7,2004,64.65,409,762,1171,37.8,464,432,420,275,96,
