#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
14,"Martinez, Damika  14 Martinez, Damika",30,30.0,1115,37.2,260,582,0.447,76,195,0.39,119,140,0.85,715,23.8,20,120,140,4.7,71,75,93,32,9,View Bio
24,"Adams, Joy  24 Adams, Joy",30,28.0,1055,35.2,160,343,0.466,8,21,0.381,99,137,0.723,427,14.2,150,227,377,12.6,90,65,112,66,35,View Bio
21,"Robinson, Aaliyah  21 Robinson, Aaliyah",30,27.0,995,33.2,119,291,0.409,75,200,0.375,15,23,0.652,328,10.9,52,110,162,5.4,34,65,38,56,4,View Bio
01,"Lizarazu, Marina  01 Lizarazu, Marina",28,27.0,977,34.9,92,230,0.4,16,65,0.246,39,49,0.796,239,8.5,18,49,67,2.4,56,175,83,31,0,View Bio
11,"Atkins-Gilmore, Philecia  11 Atkins-Gilmore, Philecia",1,0.0,21,21.0,3,8,0.375,1,5,0.2,0,0,0.0,7,7.0,0,1,1,1.0,0,2,0,0,0,View Bio
30,"Ranger, Cassidee  30 Ranger, Cassidee",30,5.0,452,15.1,40,101,0.396,35,92,0.38,5,6,0.833,120,4.0,6,30,36,1.2,43,15,9,12,6,View Bio
11,"Atkins-Gilmore, Philecia  11 Atkins-Gilmore, Philecia",28,2.0,293,10.5,35,103,0.34,18,53,0.34,11,16,0.688,99,3.5,7,31,38,1.4,37,25,17,11,3,View Bio
10,"DuPree, Karynda  10 DuPree, Karynda",30,24.0,630,21.0,25,90,0.278,7,56,0.125,3,9,0.333,60,2.0,19,95,114,3.8,98,16,46,18,52,View Bio
02,"Cammock, Aurellia  02 Cammock, Aurellia",29,6.0,379,13.1,20,38,0.526,0,0,0.0,13,20,0.65,53,1.8,42,47,89,3.1,58,7,15,13,8,View Bio
03,"Mahoney, Kristin  03 Mahoney, Kristin",23,1.0,145,6.3,6,23,0.261,3,9,0.333,8,8,1.0,23,1.0,0,5,5,0.2,9,6,9,3,0,View Bio
00,"Murray, Ashley  00 Murray, Ashley",3,0.0,13,4.3,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,1,0,1,0.3,3,0,1,0,1,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,46,53,99,3.3,0,0,11,0,0,
,Total,30,,6075,202.5,760,1810,0.42,239,696,0.343,312,408,0.765,2071,69.03,361,768,1129,37.6,499,451,434,242,118,
,Opponents,30,,6075,202.5,745,1824,0.408,179,558,0.321,319,464,0.688,1988,66.27,395,731,1126,37.5,432,487,435,196,86,
