#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
05,"Johnson, Chanel  05 Johnson, Chanel",28,26.0,758,27.1,130,305,0.426,1,6,0.167,112,137,0.818,373,13.3,33,118,151,5.4,71,57,106,32,13,View Bio
01,"McGuinness, Meghan  01 McGuinness, Meghan",30,29.0,873,29.1,125,287,0.436,84,196,0.429,53,58,0.914,387,12.9,26,84,110,3.7,67,43,60,22,4,View Bio
22,"Rampado, Victoria  22 Rampado, Victoria",30,9.0,606,20.2,104,262,0.397,5,35,0.143,53,75,0.707,266,8.9,33,128,161,5.4,76,22,66,16,26,View Bio
33,"McQuade, Val  33 McQuade, Val",30,22.0,637,21.2,89,214,0.416,46,113,0.407,30,39,0.769,254,8.5,41,46,87,2.9,46,36,47,27,7,View Bio
12,"McKay, Taylor  12 McKay, Taylor",27,9.0,574,21.3,63,154,0.409,0,1,0.0,35,60,0.583,161,6.0,29,61,90,3.3,38,45,52,39,1,View Bio
10,"Van Leeuwen, Kelly  10 Van Leeuwen, Kelly",30,30.0,965,32.2,50,139,0.36,21,69,0.304,34,49,0.694,155,5.2,13,75,88,2.9,40,134,46,20,3,View Bio
24,"Maxwell, Sylvia  24 Maxwell, Sylvia",29,0.0,344,11.9,35,85,0.412,0,7,0.0,37,49,0.755,107,3.7,20,37,57,2.0,53,31,52,16,0,View Bio
23,"Baldasare, Gabby  23 Baldasare, Gabby",27,23.0,514,19.0,38,87,0.437,0,0,0.0,22,40,0.55,98,3.6,37,85,122,4.5,54,17,27,12,23,View Bio
42,"Lapszynski, Sam  42 Lapszynski, Sam",25,0.0,315,12.6,27,61,0.443,0,0,0.0,19,34,0.559,73,2.9,27,38,65,2.6,66,13,39,12,14,View Bio
30,"Watson, Donisha  30 Watson, Donisha",18,2.0,112,6.2,10,31,0.323,0,0,0.0,5,12,0.417,25,1.4,12,25,37,2.1,15,1,14,3,11,View Bio
04,"Corselli, Tiffany  04 Corselli, Tiffany",30,0.0,232,7.7,15,51,0.294,8,28,0.286,0,2,0.0,38,1.3,2,18,20,0.7,27,19,20,4,0,View Bio
15,"Granruth, Emily  15 Granruth, Emily",9,0.0,23,2.6,2,9,0.222,0,3,0.0,2,4,0.5,6,0.7,0,5,5,0.6,3,3,2,1,0,View Bio
11,"Neal, Vanessa  11 Neal, Vanessa",10,0.0,72,7.2,2,13,0.154,1,7,0.143,0,0,0.0,5,0.5,1,9,10,1.0,16,4,10,2,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,59,79,138,4.6,1,0,7,0,0,
,Total,30,,6025,200.8,690,1698,0.406,166,465,0.357,402,559,0.719,1948,64.93,333,808,1141,38.0,573,425,548,206,102,
,Opponents,30,,6025,200.8,711,1845,0.385,226,688,0.328,473,648,0.73,2121,70.7,409,765,1174,39.1,554,466,446,236,89,
