Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
25,Robin Perkins,25,25.0,650,26.0,137,329,0.416,52,155,0.335,62,85,0.729,388,15.5,19,70,89,3.6,46,21,76,28,13
03,Kamila Hoskova,33,33.0,1070,32.4,142,314,0.452,31,84,0.369,108,137,0.788,423,12.8,82,101,183,5.5,72,47,69,45,2
45,Julia Duggan,33,33.0,1036,31.4,151,337,0.448,2,4,0.5,87,115,0.757,391,11.8,80,202,282,8.5,109,36,69,57,27
04,Stella Johnson,33,32.0,880,26.7,131,259,0.506,14,46,0.304,50,65,0.769,326,9.9,40,108,148,4.5,104,73,88,93,19
21,Lexi Posset,33,0.0,704,21.3,62,208,0.298,33,106,0.311,59,80,0.738,216,6.5,4,70,74,2.2,67,63,68,32,4
05,Taylor Wentzel,33,33.0,762,23.1,27,113,0.239,11,49,0.224,66,100,0.66,131,4.0,8,66,74,2.2,51,92,81,28,8
44,Safie Tolusso,33,7.0,653,19.8,38,133,0.286,26,88,0.295,8,10,0.8,110,3.3,5,32,37,1.1,25,36,31,8,17
12,Yeliz Dogan,33,2.0,549,16.6,45,105,0.429,0,0,0.0,10,17,0.588,100,3.0,52,81,133,4.0,52,20,38,20,6
33,Johnnah Johnson,29,0.0,176,6.1,20,47,0.426,0,1,0.0,7,10,0.7,47,1.6,12,21,33,1.1,35,0,10,5,6
42,Tracey Goodman,22,0.0,112,5.1,11,34,0.324,3,6,0.5,1,3,0.333,26,1.2,5,15,20,0.9,14,2,15,2,4
34,Asyana'e Muwwakkil,7,0.0,12,1.7,1,2,0.5,0,0,0.0,0,0,0.0,2,0.3,0,2,2,0.3,0,0,1,1,0
32,Kristina Olikhver,11,0.0,14,1.3,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,3,1,1,0,0
22,Lexi Stover,2,0.0,7,3.5,0,2,0.0,0,2,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0,0
