#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
11,"Lopez-Senechal, Lou  11 Lopez-Senechal, Lou",22,22.0,676,30.7,92,222,0.414,21,64,0.328,54,63,0.857,259,11.8,32,71,103,4.7,61,40,45,26,11,View Bio
13,"Diouf, Khadidiatou  13 Diouf, Khadidiatou",31,31.0,1019,32.9,139,324,0.429,2,7,0.286,54,81,0.667,334,10.8,82,156,238,7.7,68,36,73,11,15,View Bio
15,"Armstrong, Katie  15 Armstrong, Katie",31,31.0,1054,34.0,125,336,0.372,14,55,0.255,62,78,0.795,326,10.5,50,95,145,4.7,75,45,71,27,12,View Bio
14,"Foley, Casey  14 Foley, Casey",31,31.0,1081,34.9,115,291,0.395,69,185,0.373,28,40,0.7,327,10.5,30,108,138,4.5,103,125,87,68,3,View Bio
02,"Kramer, Sam  02 Kramer, Sam",29,27.0,979,33.8,69,175,0.394,35,94,0.372,38,44,0.864,211,7.3,19,65,84,2.9,52,105,69,17,1,View Bio
20,"Landy, Kendra  20 Landy, Kendra",7,2.0,189,27.0,10,30,0.333,2,11,0.182,6,6,1.0,28,4.0,1,16,17,2.4,11,25,17,9,4,View Bio
30,"Lewis, Sam  30 Lewis, Sam",27,8.0,285,10.6,26,87,0.299,16,56,0.286,7,7,1.0,75,2.8,11,36,47,1.7,26,14,26,9,5,View Bio
41,"Hernangomez, Andrea  41 Hernangomez, Andrea",31,0.0,356,11.5,37,93,0.398,5,13,0.385,8,17,0.471,87,2.8,29,50,79,2.5,49,13,30,12,7,View Bio
12,"Nibbelink, Eden  12 Nibbelink, Eden",24,0.0,219,9.1,14,62,0.226,13,58,0.224,5,7,0.714,46,1.9,9,30,39,1.6,23,7,13,6,4,View Bio
22,"Hakes, Rachel  22 Hakes, Rachel",29,3.0,315,10.9,7,23,0.304,1,6,0.167,20,28,0.714,35,1.2,6,25,31,1.1,29,28,33,7,0,View Bio
40,"Bauer, Molly  40 Bauer, Molly",15,0.0,61,4.1,2,13,0.154,0,0,0.0,2,6,0.333,6,0.4,7,7,14,0.9,12,1,3,0,7,View Bio
44,"Bus, Nicole  44 Bus, Nicole",4,0.0,6,1.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1,1,2,0.5,1,0,1,0,0,View Bio
32,"Carter, Jazmine  32 Carter, Jazmine",2,0.0,4,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1,0,0,0,0,View Bio
31,"Morelli, Meagan  31 Morelli, Meagan",3,0.0,6,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,57,60,117,3.8,0,0,23,0,0,
,Total,31,,6250,201.6,636,1656,0.384,178,549,0.324,284,377,0.753,1734,55.94,334,720,1054,34.0,511,439,491,192,69,
,Opponents,31,,6248,201.5,657,1591,0.413,187,515,0.363,358,540,0.663,1859,59.97,305,721,1026,33.1,500,343,470,233,70,
