Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
01,Ny'Ceara Pryor,33,33.0,1112,33.7,221,511,0.432,17,86,0.198,127,190,0.668,586,17.8,63,159,222,6.7,94,143,89,122,6
23,Sajada Bonner,32,32.0,1041,32.5,114,338,0.337,60,198,0.303,53,71,0.746,341,10.7,27,79,106,3.3,67,29,59,30,13
03,Amelia Wood,33,10.0,690,20.9,80,224,0.357,39,118,0.331,54,69,0.783,253,7.7,40,140,180,5.5,67,27,63,34,12
30,Olivia Tucker,33,31.0,1057,32.0,81,256,0.316,33,125,0.264,39,45,0.867,234,7.1,12,49,61,1.8,62,39,49,32,8
24,Sierra Johnson,33,22.0,862,26.1,64,175,0.366,8,44,0.182,47,76,0.618,183,5.5,44,64,108,3.3,79,53,92,29,11
34,Kelsey Wood,33,14.0,540,16.4,67,129,0.519,0,0,0.0,22,49,0.449,156,4.7,63,102,165,5.0,70,20,43,29,11
13,Carly Stroemel,31,3.0,471,15.2,53,134,0.396,0,2,0.0,15,29,0.517,121,3.9,35,64,99,3.2,64,9,26,13,31
22,Ciara Brannon,25,16.0,308,12.3,36,82,0.439,0,0,0.0,7,25,0.28,79,3.2,49,30,79,3.2,65,7,34,4,10
05,Wil'Lisha Jackson,20,4.0,206,10.3,16,60,0.267,7,27,0.259,7,10,0.7,46,2.3,5,13,18,0.9,19,5,17,8,2
10,Afia Owusu-Mensah,18,0.0,145,8.1,13,34,0.382,1,11,0.091,11,15,0.733,38,2.1,7,12,19,1.1,15,6,10,4,0
12,Maya Klein,13,0.0,75,5.8,5,18,0.278,3,14,0.214,0,0,0.0,13,1.0,0,6,6,0.5,1,4,6,2,1
33,Savannah Marshall,12,0.0,75,6.3,2,9,0.222,2,9,0.222,0,0,0.0,6,0.5,2,7,9,0.8,5,3,7,5,0
04,Kennadie Hallum,6,0.0,18,3.0,0,4,0.0,0,2,0.0,0,0,0.0,0,0.0,0,2,2,0.3,1,0,1,1,0
