#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
23,"Giménez Monserrat, Inés  23 Giménez Monserrat, Inés",29,17.0,778,26.8,115,291,0.395,50,157,0.318,33,46,0.717,313,10.8,23,58,81,2.8,53,59,73,26,4,View Bio
25,"Juric, Petra  25 Juric, Petra",27,25.0,847,31.4,114,220,0.518,2,10,0.2,44,50,0.88,274,10.1,81,125,206,7.6,38,35,61,33,25,View Bio
02,"Bair, Anne  02 Bair, Anne",28,27.0,1012,36.1,80,216,0.37,36,104,0.346,53,63,0.841,249,8.9,12,64,76,2.7,46,98,70,34,0,View Bio
21,"Amar, Nitzan  21 Amar, Nitzan",26,26.0,894,34.4,90,223,0.404,29,71,0.408,21,32,0.656,230,8.8,14,77,91,3.5,24,100,52,22,10,View Bio
20,"Blagrove, Jade  20 Blagrove, Jade",30,30.0,889,29.6,86,214,0.402,13,49,0.265,67,87,0.77,252,8.4,57,156,213,7.1,94,70,75,26,20,View Bio
12,"Öztürk, Leyla  12 Öztürk, Leyla",30,7.0,813,27.1,81,176,0.46,0,4,0.0,52,62,0.839,214,7.1,51,94,145,4.8,70,25,43,13,45,View Bio
05,"James, Jayla  05 James, Jayla",28,5.0,316,11.3,33,123,0.268,15,65,0.231,6,9,0.667,87,3.1,4,44,48,1.7,34,28,51,13,0,View Bio
04,"Young, Tegan  04 Young, Tegan",25,12.0,318,12.7,20,102,0.196,12,65,0.185,15,24,0.625,67,2.7,13,22,35,1.4,16,9,17,6,4,View Bio
00,"Dodson, Narrie  00 Dodson, Narrie",13,0.0,127,9.8,11,32,0.344,0,0,0.0,9,15,0.6,31,2.4,7,11,18,1.4,9,5,9,3,3,View Bio
24,"Wilson, Becca  24 Wilson, Becca",3,1.0,4,1.3,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.3,1,0,1,0,0,View Bio
10,"Costigan, Alyssa  10 Costigan, Alyssa",7,0.0,11,1.6,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,2,0,1,0,0,View Bio
30,"Feller, Maddie  30 Feller, Maddie",2,0.0,1,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.5,0,0,0,0,0,View Bio
01,"Jenkins, Dejah  01 Jenkins, Dejah",1,0.0,6,6.0,0,3,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,1,0,View Bio
03,"Juric, Kristina  03 Juric, Kristina",3,0.0,9,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.3,0,0,0,0,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,49,69,118,3.9,0,0,30,0,0,
,Total,30,,6025,200.8,630,1600,0.394,157,526,0.298,300,388,0.773,1717,57.23,311,723,1034,34.5,387,429,483,177,111,
,Opponents,30,,6025,200.8,637,1658,0.384,180,542,0.332,248,347,0.715,1702,56.73,319,673,992,33.1,523,389,455,226,54,
