#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
24,"Barcello, Sarah  24 Barcello, Sarah",17,17.0,497,29.2,81,194,0.418,23,80,0.288,29,43,0.674,214,12.6,18,58,76,4.5,25,26,31,25,3,View Bio
21,"Duffell, Willow  21 Duffell, Willow",22,22.0,715,32.5,101,237,0.426,10,31,0.323,56,71,0.789,268,12.2,60,141,201,9.1,50,63,57,24,15,View Bio
05,"Kennedy, Trinasia  05 Kennedy, Trinasia",22,22.0,665,30.2,76,202,0.376,35,93,0.376,26,46,0.565,213,9.7,12,54,66,3.0,37,42,61,27,2,View Bio
10,"Weimar, Caitlin  10 Weimar, Caitlin",20,19.0,463,23.2,70,144,0.486,0,0,0.0,32,49,0.653,172,8.6,63,88,151,7.6,34,14,23,18,38,View Bio
02,"Best, Allie  02 Best, Allie",22,22.0,739,33.6,56,144,0.389,34,89,0.382,21,29,0.724,167,7.6,10,54,64,2.9,27,112,25,19,2,View Bio
20,"Shazer, Zaria  20 Shazer, Zaria",21,3.0,368,17.5,52,140,0.371,3,13,0.231,8,26,0.308,115,5.5,38,57,95,4.5,36,17,20,13,8,View Bio
33,"Krick, Kendall  33 Krick, Kendall",22,5.0,469,21.3,40,95,0.421,6,26,0.231,18,20,0.9,104,4.7,12,33,45,2.0,30,31,27,26,2,View Bio
22,"Ellison, Anabel  22 Ellison, Anabel",21,0.0,180,8.6,13,42,0.31,3,17,0.176,11,17,0.647,40,1.9,2,12,14,0.7,19,25,18,13,0,View Bio
04,"Wax, Emma  04 Wax, Emma",18,0.0,115,6.4,10,28,0.357,6,16,0.375,6,6,1.0,32,1.8,3,2,5,0.3,11,9,7,7,0,View Bio
32,"Bailey, Samantha  32 Bailey, Samantha",22,0.0,124,5.6,11,20,0.55,4,8,0.5,4,4,1.0,30,1.4,3,8,11,0.5,8,3,6,0,0,View Bio
13,"Bonilla, Julianna  13 Bonilla, Julianna",16,0.0,81,5.1,5,15,0.333,2,7,0.286,4,7,0.571,16,1.0,1,8,9,0.6,3,10,11,2,0,View Bio
14,"Fox, Erin  14 Fox, Erin",12,0.0,31,2.6,2,7,0.286,0,1,0.0,3,3,1.0,7,0.6,4,8,12,1.0,0,0,1,1,0,View Bio
11,"Loussedes, Camille  11 Loussedes, Camille",2,0.0,3,1.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,1,0,0,View Bio
TM,Team  TM Team,22,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,44,51,95,4.3,0,0,21,0,0,
,Total,22,,4450,202.3,517,1268,0.408,126,381,0.331,218,321,0.679,1378,62.64,270,574,844,38.4,280,352,309,175,70,
,Opponents,22,,4450,202.3,413,1196,0.345,110,421,0.261,188,264,0.712,1124,51.09,231,519,750,34.1,349,223,358,147,80,
