#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
22,"DeWees, Mackenzie  22 DeWees, Mackenzie",32,32.0,980,30.6,166,374,0.444,11,37,0.297,100,141,0.709,443,13.8,94,141,235,7.3,57,98,67,106,5,View Bio
30,"Morris, Mikala  30 Morris, Mikala",33,33.0,974,29.5,169,387,0.437,4,23,0.174,44,61,0.721,386,11.7,102,213,315,9.5,80,57,103,30,53,View Bio
12,"Caverly, Rose  12 Caverly, Rose",33,33.0,1072,32.5,96,272,0.353,44,123,0.358,55,69,0.797,291,8.8,18,90,108,3.3,63,126,67,32,5,View Bio
15,"Haywood, Cur'Tiera  15 Haywood, Cur'Tiera",27,15.0,569,21.1,73,150,0.487,24,68,0.353,49,64,0.766,219,8.1,25,77,102,3.8,50,20,42,16,20,View Bio
24,"Free, Amani  24 Free, Amani",33,18.0,732,22.2,94,237,0.397,27,97,0.278,35,53,0.66,250,7.6,45,75,120,3.6,56,42,41,22,11,View Bio
23,"Bonner, Sajada  23 Bonner, Sajada",33,22.0,787,23.8,69,176,0.392,41,119,0.345,29,38,0.763,208,6.3,21,70,91,2.8,60,21,44,26,11,View Bio
21,"Grisdale, Jackie  21 Grisdale, Jackie",27,1.0,438,16.2,45,111,0.405,21,59,0.356,15,17,0.882,126,4.7,13,30,43,1.6,35,15,16,9,0,View Bio
44,"Helms, Makenzie  44 Helms, Makenzie",32,11.0,483,15.1,48,125,0.384,7,29,0.241,14,22,0.636,117,3.7,4,46,50,1.6,47,42,68,18,1,View Bio
00,"White, Tiera  00 White, Tiera",18,0.0,122,6.8,22,42,0.524,0,0,0.0,7,16,0.438,51,2.8,17,14,31,1.7,16,2,10,5,6,View Bio
04,"LaBarge, Grace  04 LaBarge, Grace",24,0.0,170,7.1,16,47,0.34,6,27,0.222,13,18,0.722,51,2.1,5,27,32,1.3,21,4,7,1,7,View Bio
32,"Douglas, Reiven  32 Douglas, Reiven",17,0.0,81,4.8,8,22,0.364,3,7,0.429,6,8,0.75,25,1.5,1,9,10,0.6,8,8,14,3,0,View Bio
03,"Smith, Halee  03 Smith, Halee",24,0.0,117,4.9,14,25,0.56,4,9,0.444,2,2,1.0,34,1.4,7,6,13,0.5,19,6,11,1,0,View Bio
11,"Almeida, Cat  11 Almeida, Cat",16,0.0,70,4.4,6,18,0.333,2,8,0.25,3,3,1.0,17,1.1,1,9,10,0.6,13,0,5,0,1,View Bio
14,"Casey, Jillian  14 Casey, Jillian",17,0.0,65,3.8,3,18,0.167,3,16,0.188,0,0,0.0,9,0.5,1,6,7,0.4,2,2,4,0,1,View Bio
41,"Mereste, Korin  41 Mereste, Korin",3,0.0,15,5.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0.0,1,2,3,1.0,5,1,1,0,1,View Bio
TM,Team  TM Team,33,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,59,58,117,3.5,0,0,16,0,0,
,Total,33,,6675,202.3,829,2006,0.413,197,622,0.317,372,512,0.727,2227,67.48,414,873,1287,39.0,532,444,516,269,122,
,Opponents,33,,6625,200.8,726,1954,0.372,175,571,0.306,362,520,0.696,1989,60.27,388,790,1178,35.7,558,346,547,261,102,
