#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
05,"Patterson-Ricks, D'Jhai 05 Patterson-Ricks, D'Jhai",30,30.0,993,33.1,132,371,0.356,57,161,0.354,111,136,0.816,432,14.4,14,73,87,2.9,60,87,105,54,2,View Bio
44,"Sanderlin, Danielle  44 Sanderlin, Danielle",30,29.0,941,31.4,159,372,0.427,8,33,0.242,78,107,0.729,404,13.5,60,169,229,7.6,83,39,96,24,12,View Bio
21,"Timbers, AJ  21 Timbers, AJ",28,19.0,745,26.6,101,229,0.441,49,114,0.43,27,36,0.75,278,9.9,25,104,129,4.6,71,37,63,12,12,View Bio
24,"Pugh, Tiana  24 Pugh, Tiana",22,12.0,549,25.0,66,146,0.452,9,27,0.333,41,57,0.719,182,8.3,46,77,123,5.6,28,22,45,12,22,View Bio
11,"Zeigler, Anndea 11 Zeigler, Anndea",5,3.0,85,17.0,10,36,0.278,2,9,0.222,2,8,0.25,24,4.8,5,4,9,1.8,13,1,12,5,2,View Bio
33,"Conely, Shannon  33 Conely, Shannon",26,5.0,436,16.8,50,106,0.472,0,0,0.0,18,30,0.6,118,4.5,35,37,72,2.8,29,23,28,6,7,View Bio
02,"Sweeney, Shayla 02 Sweeney, Shayla",24,4.0,392,16.3,31,99,0.313,6,23,0.261,40,56,0.714,108,4.5,34,19,53,2.2,32,10,34,6,4,View Bio
04,"Sweny, Anna  04 Sweny, Anna",30,20.0,755,25.2,43,118,0.364,24,71,0.338,4,12,0.333,114,3.8,19,99,118,3.9,56,53,41,49,2,View Bio
00,"Brown, Shaunae 00 Brown, Shaunae",29,7.0,424,14.6,38,98,0.388,10,33,0.303,0,0,0.0,86,3.0,2,29,31,1.1,23,23,30,2,0,View Bio
10,"Joseph, Erika 10 Joseph, Erika",26,21.0,514,19.8,20,83,0.241,7,32,0.219,9,12,0.75,56,2.2,25,30,55,2.1,37,29,25,7,1,View Bio
42,"Esposito, Gia  42 Esposito, Gia",9,0.0,18,2.0,5,6,0.833,3,4,0.75,2,4,0.5,15,1.7,0,1,1,0.1,0,1,2,0,0,View Bio
22,"McGhie, Tiffany 22 McGhie, Tiffany",17,0.0,94,5.5,5,25,0.2,0,3,0.0,2,8,0.25,12,0.7,9,16,25,1.5,12,3,6,1,2,View Bio
13,"Santiago, Amaya  13 Santiago, Amaya",12,0.0,33,2.8,0,4,0.0,0,2,0.0,2,4,0.5,2,0.2,0,4,4,0.3,5,2,2,2,0,View Bio
23,"Licurgo, Jillian 23 Licurgo, Jillian",8,0.0,21,2.6,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1,1,2,0.3,2,1,1,1,1,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,61,64,125,4.2,0,0,30,0,0,
,Total,30,,6000,200.0,660,1693,0.39,175,512,0.342,336,470,0.715,1831,61.03,336,727,1063,35.4,451,331,520,181,67,
,Opponents,30,,6000,200.0,832,1891,0.44,255,724,0.352,259,373,0.694,2178,72.6,374,733,1107,36.9,468,530,391,247,132,
