Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
04,Safiatu Kolliegbo,28,28.0,907,32.4,142,394,0.36,29,107,0.271,73,110,0.664,386,13.8,33,65,98,3.5,77,69,151,71,6
20,Marlie Dickerson,20,14.0,554,27.7,72,221,0.326,22,70,0.314,41,50,0.82,207,10.4,28,49,77,3.9,66,45,60,37,10
10,Amelia Strong,16,15.0,370,23.1,63,152,0.414,0,0,0.0,29,40,0.725,155,9.7,42,30,72,4.5,42,15,38,16,1
13,Talia Dial,28,18.0,845,30.2,80,230,0.348,47,151,0.311,42,45,0.933,249,8.9,20,42,62,2.2,36,23,76,38,1
12,Caliana Fenceroy,7,6.0,194,27.7,21,61,0.344,6,19,0.316,4,8,0.5,52,7.4,7,13,20,2.9,13,17,31,10,0
02,Jordyn Williams,28,8.0,557,19.9,59,155,0.381,0,2,0.0,45,76,0.592,163,5.8,37,51,88,3.1,56,18,64,51,7
21,Lore Porter,23,23.0,589,25.6,44,155,0.284,16,89,0.18,22,34,0.647,126,5.5,17,45,62,2.7,52,24,55,31,5
00,LaKeeyah Barnes,11,1.0,139,12.6,17,55,0.309,5,20,0.25,9,14,0.643,48,4.4,4,5,9,0.8,19,8,22,11,0
01,Nevaeh Otis,28,0.0,415,14.8,39,78,0.5,3,7,0.429,9,15,0.6,90,3.2,19,42,61,2.2,55,18,50,24,3
23,Jade Rutledge,28,27.0,731,26.1,27,119,0.227,0,1,0.0,29,61,0.475,83,3.0,24,64,88,3.1,98,22,50,40,22
14,Jemima Lacroix,21,0.0,299,14.2,16,44,0.364,0,0,0.0,8,15,0.533,40,1.9,26,42,68,3.2,66,6,33,13,6
