Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,31,,6225,200.8,728,1713,0.425,160,539,0.297,297,408,0.728,1913,61.71,315,828,1143,36.9,456,491,537,228,147
,Opponents,31,,6225,200.8,670,1831,0.366,195,661,0.295,290,405,0.716,1825,58.87,377,704,1081,34.9,486,404,470,260,81
