#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
25,"Perkins, Robin  25 Perkins, Robin",28,27.0,882,31.5,136,407,0.334,42,162,0.259,112,164,0.683,426,15.2,13,77,90,3.2,79,26,78,49,16,View Bio
03,"Hoskova, Kamila  03 Hoskova, Kamila",30,8.0,650,21.7,94,217,0.433,24,72,0.333,49,62,0.79,261,8.7,49,59,108,3.6,68,34,47,43,6,View Bio
45,"Duggan, Julia  45 Duggan, Julia",30,30.0,931,31.0,92,220,0.418,0,1,0.0,59,91,0.648,243,8.1,78,133,211,7.0,97,46,58,26,21,View Bio
13,"Haughton, C'quoya  13 Haughton, C'quoya",28,15.0,724,25.9,78,175,0.446,0,0,0.0,18,36,0.5,174,6.2,63,131,194,6.9,71,27,46,18,8,View Bio
11,"Pellet, Manon  11 Pellet, Manon",24,20.0,638,26.6,43,135,0.319,7,22,0.318,37,59,0.627,130,5.4,14,50,64,2.7,51,59,52,27,6,View Bio
21,"Posset, Lexi  21 Posset, Lexi",28,6.0,398,14.2,43,127,0.339,24,66,0.364,27,39,0.692,137,4.9,4,48,52,1.9,61,39,42,17,2,View Bio
05,"Wentzel, Taylor  05 Wentzel, Taylor",30,30.0,902,30.1,39,176,0.222,10,60,0.167,53,74,0.716,141,4.7,8,75,83,2.8,59,69,88,36,0,View Bio
12,"Dogan, Yeliz  12 Dogan, Yeliz",21,13.0,417,19.9,34,90,0.378,0,0,0.0,27,36,0.75,95,4.5,27,53,80,3.8,51,10,30,19,10,View Bio
33,"Johnson, Johnnah  33 Johnson, Johnnah",17,0.0,137,8.1,15,43,0.349,0,0,0.0,16,20,0.8,46,2.7,16,20,36,2.1,30,0,13,3,2,View Bio
22,"Stover, Lexi  22 Stover, Lexi",30,0.0,321,10.7,29,101,0.287,19,70,0.271,5,8,0.625,82,2.7,6,8,14,0.5,29,11,23,3,1,View Bio
50,"Loutzenhiser, Janine  50 Loutzenhiser, Janine",5,1.0,13,2.6,1,7,0.143,1,6,0.167,0,0,0.0,3,0.6,1,1,2,0.4,1,1,0,0,0,View Bio
32,"Olikhver, Kristina  32 Olikhver, Kristina",11,0.0,37,3.4,3,5,0.6,1,2,0.5,0,1,0.0,7,0.6,5,3,8,0.7,4,0,7,0,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,71,71,142,4.7,0,0,16,0,0,
,Total,30,,6050,201.7,607,1703,0.356,128,461,0.278,403,590,0.683,1745,58.17,355,729,1084,36.1,601,322,500,241,72,
,Opponents,30,,6050,201.7,703,1707,0.412,166,463,0.359,419,581,0.721,1991,66.37,349,817,1166,38.9,598,403,497,238,132,
