#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
13,"Haines, Katherine  13 Haines, Katherine",1,1.0,25,25.0,8,14,0.571,0,0,0.0,2,3,0.667,18,18.0,3,3,6,6.0,2,0,2,0,1,View Bio
03,"Williams, Adaysha  03 Williams, Adaysha",1,1.0,33,33.0,3,7,0.429,0,1,0.0,3,3,1.0,9,9.0,1,4,5,5.0,3,3,2,1,0,View Bio
22,"Kimmel, Hannah  22 Kimmel, Hannah",1,1.0,25,25.0,3,8,0.375,1,5,0.2,1,2,0.5,8,8.0,2,3,5,5.0,4,0,2,0,2,View Bio
45,"Castro, Kelcey  45 Castro, Kelcey",1,1.0,28,28.0,2,6,0.333,1,5,0.2,2,4,0.5,7,7.0,0,0,0,0.0,2,1,2,0,0,View Bio
20,"Hickey, Shelby  20 Hickey, Shelby",1,1.0,28,28.0,2,4,0.5,2,4,0.5,0,0,0.0,6,6.0,0,6,6,6.0,3,0,2,0,0,View Bio
05,"Storck, Erin  05 Storck, Erin",1,0.0,26,26.0,1,4,0.25,0,1,0.0,2,4,0.5,4,4.0,1,1,2,2.0,2,1,0,2,0,View Bio
02,"Carter, Tykera  02 Carter, Tykera",1,0.0,20,20.0,0,4,0.0,0,3,0.0,2,4,0.5,2,2.0,0,1,1,1.0,2,0,1,1,0,View Bio
33,"Silletti, Jenna  33 Silletti, Jenna",1,0.0,15,15.0,1,3,0.333,0,0,0.0,0,0,0.0,2,2.0,0,1,1,1.0,3,1,0,0,0,View Bio
23,"Cheatham, Madison  23 Cheatham, Madison",1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,View Bio
12,"Murphy, Allyson  12 Murphy, Allyson",1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,View Bio
TM,Team  TM Team,1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,4,3,7,7.0,0,0,0,0,0,
24,"Ye, Kiana  24 Ye, Kiana",1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,View Bio
,Total,1,,200,200.0,20,50,0.4,4,19,0.211,12,20,0.6,56,56.0,11,22,33,33.0,21,6,11,4,3,
,Opponents,1,,200,200.0,16,51,0.314,3,9,0.333,9,16,0.563,44,44.0,16,23,39,39.0,19,9,17,6,2,
