#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
22,"Rampado, Victoria  22 Rampado, Victoria",31,31.0,1091,35.2,230,512,0.449,28,96,0.292,147,184,0.799,635,20.5,80,226,306,9.9,73,35,98,26,10,View Bio
44,"Stroemple, Kaylee  44 Stroemple, Kaylee",31,31.0,920,29.7,132,300,0.44,10,22,0.455,72,97,0.742,346,11.2,79,95,174,5.6,84,69,52,49,11,View Bio
04,"Moore, Jai  04 Moore, Jai",30,20.0,810,27.0,123,331,0.372,11,33,0.333,53,73,0.726,310,10.3,30,60,90,3.0,69,48,94,39,2,View Bio
10,"Sherburne, Jamie  10 Sherburne, Jamie",31,31.0,986,31.8,73,231,0.316,29,108,0.269,73,89,0.82,248,8.0,15,39,54,1.7,80,127,103,47,2,View Bio
11,"Bryant, Kharysma 11 Bryant, Kharysma",24,14.0,540,22.5,57,129,0.442,4,7,0.571,31,44,0.705,149,6.2,26,50,76,3.2,52,35,52,36,0,View Bio
21,"McIntyre, Maggie  21 McIntyre, Maggie",29,28.0,890,30.7,57,141,0.404,43,107,0.402,11,13,0.846,168,5.8,9,76,85,2.9,41,73,36,31,0,View Bio
33,"Davidsdottir, Dagny  33 Davidsdottir, Dagny",8,0.0,83,10.4,11,17,0.647,0,0,0.0,4,8,0.5,26,3.3,4,20,24,3.0,6,3,3,0,6,View Bio
32,"Johnson, Diona  32 Johnson, Diona",6,0.0,63,10.5,3,13,0.231,2,8,0.25,6,6,1.0,14,2.3,0,4,4,0.7,4,4,8,0,1,
15,"Gathers, Adila  15 Gathers, Adila",30,0.0,352,11.7,21,55,0.382,0,1,0.0,14,26,0.538,56,1.9,25,43,68,2.3,54,16,25,18,7,View Bio
24,"Baughman, Morgan 24 Baughman, Morgan",15,0.0,85,5.7,7,32,0.219,6,28,0.214,1,2,0.5,21,1.4,3,8,11,0.7,5,8,3,2,0,View Bio
05,"Wanzer, Claire  05 Wanzer, Claire",26,0.0,267,10.3,12,50,0.24,6,27,0.222,5,5,1.0,35,1.3,10,14,24,0.9,22,11,16,15,1,View Bio
12,"Ekpiteta, Emerald  12 Ekpiteta, Emerald",23,0.0,163,7.1,6,14,0.429,0,1,0.0,13,17,0.765,25,1.1,19,12,31,1.3,17,3,11,12,1,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,68,89,157,5.1,0,0,6,0,0,
,Total,31,,6250,201.6,732,1825,0.401,139,438,0.317,430,564,0.762,2033,65.58,368,736,1104,35.6,507,432,507,275,41,
,Opponents,31,,6250,201.6,779,1834,0.425,210,629,0.334,325,450,0.722,2093,67.52,372,781,1153,37.2,551,514,555,258,127,
