Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,31,,6207,200.2,607,1567,0.387,154,541,0.285,339,473,0.717,1707,55.06,316,771,1087,35.1,498,328,706,190,56
,Opponents,31,,6225,200.8,750,1822,0.412,166,575,0.289,341,463,0.737,2007,64.74,338,676,1014,32.7,548,410,463,296,106
