#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
24,"Davis-Stewart, Denia  24 Davis-Stewart, Denia",29,28.0,1026,35.4,200,473,0.423,45,136,0.331,91,127,0.717,536,18.5,77,318,395,13.6,73,23,61,21,121,View Bio
10,"Mager, Kate  10 Mager, Kate",29,28.0,1032,35.6,109,244,0.447,76,183,0.415,38,43,0.884,332,11.4,4,61,65,2.2,40,52,30,25,2,View Bio
00,"Casey, Alyssa 00 Casey, Alyssa",13,13.0,298,22.9,47,129,0.364,28,80,0.35,7,9,0.778,129,9.9,18,47,65,5.0,21,22,29,13,2,View Bio
1,"DeCesare, Jayme 1 DeCesare, Jayme",29,28.0,799,27.6,93,263,0.354,41,125,0.328,41,57,0.719,268,9.2,15,57,72,2.5,42,87,49,29,4,View Bio
33,"Clasen, Courtney 33 Clasen, Courtney",27,27.0,841,31.1,75,183,0.41,12,39,0.308,21,36,0.583,183,6.8,34,135,169,6.3,19,79,46,50,22,View Bio
05,"Thomas , Kaylee 05 Thomas , Kaylee",26,0.0,376,14.5,39,102,0.382,11,44,0.25,44,55,0.8,133,5.1,15,19,34,1.3,15,20,37,14,8,View Bio
12,"Fursman, Alana 12 Fursman, Alana",29,15.0,555,19.1,41,111,0.369,14,46,0.304,27,44,0.614,123,4.2,26,59,85,2.9,42,49,50,19,8,View Bio
2,"Christian , Diamond 2 Christian , Diamond",29,0.0,373,12.9,41,102,0.402,11,26,0.423,27,47,0.574,120,4.1,17,23,40,1.4,31,42,59,26,5,View Bio
13,"Wilson, Caroline 13 Wilson, Caroline",14,0.0,93,6.6,12,33,0.364,8,19,0.421,2,2,1.0,34,2.4,8,18,26,1.9,18,4,11,4,2,View Bio
3,"Houle, Emily  3 Houle, Emily",25,4.0,243,9.7,20,57,0.351,7,22,0.318,6,6,1.0,53,2.1,13,36,49,2.0,17,17,21,8,1,View Bio
11,"Gattuso, Marissa  11 Gattuso, Marissa",20,0.0,134,6.7,3,17,0.176,1,5,0.2,11,18,0.611,18,0.9,4,15,19,1.0,16,18,22,15,4,View Bio
22,"Orlando, Giulia  22 Orlando, Giulia",12,1.0,52,4.3,2,16,0.125,0,7,0.0,0,0,0.0,4,0.3,2,2,4,0.3,8,1,6,2,1,View Bio
20,"Torres, Alyssa  20 Torres, Alyssa",1,1.0,3,3.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,1,0,View Bio
TM,Team  TM Team,29,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,57,70,127,4.4,0,0,14,0,0,
,Total,29,,5825,200.9,682,1732,0.394,254,733,0.347,315,444,0.709,1933,66.66,290,860,1150,39.7,342,414,435,227,180,
,Opponents,29,,5785,199.5,676,1946,0.347,116,450,0.258,216,320,0.675,1684,58.07,439,800,1239,42.7,429,401,433,206,81,
