#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
14,"Raviv, Gal  14 Raviv, Gal",33,33.0,1196,36.2,232,518,0.448,41,132,0.311,86,115,0.748,591,17.9,15,165,180,5.5,74,141,113,45,0,View Bio
23,"Foley, Anna  23 Foley, Anna",33,33.0,811,24.6,144,312,0.462,5,17,0.294,67,94,0.713,360,10.9,57,120,177,5.4,79,115,64,46,36,View Bio
21,"Grisdale, Jackie  21 Grisdale, Jackie",33,33.0,1200,36.4,114,272,0.419,75,187,0.401,55,68,0.809,358,10.8,32,86,118,3.6,61,40,22,37,5,View Bio
15,"Martin, Karson  15 Martin, Karson",33,32.0,1019,30.9,122,296,0.412,39,128,0.305,39,49,0.796,322,9.8,26,76,102,3.1,49,56,44,35,1,View Bio
12,"O'Donnell, Ella 12 O'Donnell, Ella",33,5.0,581,17.6,79,169,0.467,0,0,0.0,43,61,0.705,201,6.1,63,84,147,4.5,84,18,44,21,5,View Bio
04,"LaBarge, Grace  04 LaBarge, Grace",29,11.0,515,17.8,57,125,0.456,16,51,0.314,32,43,0.744,162,5.6,29,69,98,3.4,59,26,22,19,2,View Bio
07,"Perea, Caranda  07 Perea, Caranda",33,17.0,638,19.3,59,122,0.484,16,42,0.381,12,20,0.6,146,4.4,20,75,95,2.9,36,23,39,14,13,View Bio
05,"Girardi, Paige 05 Girardi, Paige",32,1.0,365,11.4,15,44,0.341,10,31,0.323,11,14,0.786,51,1.6,6,17,23,0.7,16,17,14,9,1,View Bio
24,"Sollenne, Ava  24 Sollenne, Ava",27,0.0,169,6.3,9,30,0.3,8,24,0.333,0,0,0.0,26,1.0,7,8,15,0.6,7,2,6,1,0,View Bio
13,"Lizotte, Emma  13 Lizotte, Emma",6,0.0,16,2.7,1,3,0.333,0,0,0.0,1,4,0.25,3,0.5,0,2,2,0.3,2,0,1,0,2,View Bio
11,"Bowen, Bri  11 Bowen, Bri",24,0.0,103,4.3,1,8,0.125,1,4,0.25,5,6,0.833,8,0.3,4,22,26,1.1,10,4,6,4,0,View Bio
10,"Kealy, Maria  10 Kealy, Maria",9,0.0,27,3.0,1,4,0.25,0,0,0.0,0,0,0.0,2,0.2,1,2,3,0.3,3,0,4,1,1,View Bio
02,"Gopalan, Gracie  02 Gopalan, Gracie",5,0.0,10,2.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.2,0,2,2,0,1,View Bio
TM,Team  TM Team,33,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,37,56,93,2.8,0,0,16,0,0,
,Total,33,,6650,201.5,834,1904,0.438,211,616,0.343,351,474,0.741,2230,67.58,297,783,1080,32.7,480,444,397,232,67,
,Opponents,33,,6650,201.5,698,1824,0.383,208,679,0.306,299,398,0.751,1903,57.67,313,771,1084,32.8,533,397,513,215,52,
