#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
23,"Hand, Rebekah  23 Hand, Rebekah",32,32.0,1152,36.0,149,421,0.354,46,187,0.246,94,118,0.797,438,13.7,72,146,218,6.8,84,97,93,31,14,View Bio
10,"Fitzpatrick, Maura  10 Fitzpatrick, Maura",32,32.0,1168,36.5,136,331,0.411,33,108,0.306,88,117,0.752,393,12.3,40,119,159,5.0,61,86,75,28,9,View Bio
04,"Clement, Allie  04 Clement, Allie",3,3.0,74,24.7,14,43,0.326,6,24,0.25,3,4,0.75,37,12.3,3,11,14,4.7,5,6,7,4,0,View Bio
01,"Oberdorf, Claire  01 Oberdorf, Claire",32,32.0,1180,36.9,88,253,0.348,51,142,0.359,110,144,0.764,337,10.5,30,135,165,5.2,64,85,84,36,3,View Bio
20,"Hand, Hannah  20 Hand, Hannah",29,26.0,951,32.8,100,231,0.433,47,117,0.402,49,58,0.845,296,10.2,47,88,135,4.7,63,82,66,25,8,View Bio
05,"Henningsdottir, Lovisa  05 Henningsdottir, Lovisa",32,32.0,887,27.7,104,258,0.403,50,144,0.347,26,32,0.813,284,8.9,31,126,157,4.9,87,41,60,29,36,View Bio
15,"Baab, Kendall  15 Baab, Kendall",32,3.0,531,16.6,47,127,0.37,15,52,0.288,18,29,0.621,127,4.0,9,52,61,1.9,39,40,32,13,16,View Bio
22,"Bartner, Morgan  22 Bartner, Morgan",32,0.0,375,11.7,12,55,0.218,4,20,0.2,17,27,0.63,45,1.4,17,64,81,2.5,34,19,24,5,2,View Bio
14,"Jossart, Jordyn  14 Jossart, Jordyn",18,0.0,63,3.5,5,18,0.278,3,8,0.375,2,2,1.0,15,0.8,2,3,5,0.3,4,4,7,3,0,View Bio
11,"Davidson, Casey  11 Davidson, Casey",8,0.0,19,2.4,0,0,0.0,0,0,0.0,0,2,0.0,0,0.0,0,1,1,0.1,1,0,2,1,0,View Bio
TM,Team  TM Team,32,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,52,75,127,4.0,0,0,20,0,0,
,Total,32,,6400,200.0,655,1737,0.377,255,802,0.318,407,533,0.764,1972,61.63,303,820,1123,35.1,442,460,470,175,88,
,Opponents,32,,6400,200.0,774,1937,0.4,240,765,0.314,276,411,0.672,2064,64.5,397,815,1212,37.9,606,489,416,246,102,
