#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
15,"Hughes, Talah  15 Hughes, Talah",28,21.0,779,27.8,95,234,0.406,7,32,0.219,58,87,0.667,255,9.1,47,97,144,5.1,46,46,67,35,23,View Bio
20,"Pero, Zoe  20 Pero, Zoe",29,15.0,719,24.8,104,257,0.405,2,12,0.167,50,59,0.847,260,9.0,54,112,166,5.7,88,30,87,27,23,View Bio
23,"Velles, Alyssa  23 Velles, Alyssa",30,30.0,743,24.8,73,213,0.343,56,161,0.348,18,21,0.857,220,7.3,13,75,88,2.9,29,20,30,23,6,View Bio
42,"Bethea, Sajanna  42 Bethea, Sajanna",28,16.0,638,22.8,74,213,0.347,3,11,0.273,54,86,0.628,205,7.3,86,80,166,5.9,81,36,71,30,9,View Bio
01,"Magazine, D'Aviyon  01 Magazine, D'Aviyon",29,17.0,605,20.9,42,179,0.235,22,93,0.237,24,28,0.857,130,4.5,5,27,32,1.1,38,57,86,22,1,View Bio
11,"Dalonzo, Haley  11 Dalonzo, Haley",28,0.0,329,11.8,34,100,0.34,11,34,0.324,14,22,0.636,93,3.3,14,38,52,1.9,38,16,35,11,0,View Bio
24,"Martin, Dajiah  24 Martin, Dajiah",30,28.0,557,18.6,35,109,0.321,0,0,0.0,19,43,0.442,89,3.0,45,73,118,3.9,63,16,41,5,15,View Bio
10,"Lochner, Sammy  10 Lochner, Sammy",30,13.0,649,21.6,35,98,0.357,9,39,0.231,12,23,0.522,91,3.0,3,26,29,1.0,50,72,93,16,4,View Bio
25,"Tarabocchia, Brianna  25 Tarabocchia, Brianna",30,9.0,461,15.4,25,80,0.313,15,60,0.25,25,32,0.781,90,3.0,16,43,59,2.0,48,24,38,21,6,View Bio
33,"Howell, Ashlie  33 Howell, Ashlie",19,0.0,155,8.2,16,51,0.314,2,6,0.333,9,15,0.6,43,2.3,15,23,38,2.0,4,8,8,1,5,View Bio
21,"Meier, Samantha  21 Meier, Samantha",29,1.0,248,8.6,21,49,0.429,0,0,0.0,2,2,1.0,44,1.5,14,43,57,2.0,31,10,14,10,16,View Bio
03,"Featherson, Precious  03 Featherson, Precious",20,0.0,106,5.3,8,22,0.364,1,5,0.2,13,26,0.5,30,1.5,5,10,15,0.8,16,5,12,1,1,View Bio
00,"Spencer, Breana  00 Spencer, Breana",3,0.0,21,7.0,2,3,0.667,0,0,0.0,0,0,0.0,4,1.3,2,1,3,1.0,6,0,1,2,0,
02,"Maguire, Anna  02 Maguire, Anna",11,0.0,58,5.3,4,25,0.16,1,12,0.083,0,0,0.0,9,0.8,2,2,4,0.4,7,5,10,2,1,View Bio
21,"Meier, Samantha  21 Meier, Samantha",1,0.0,7,7.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,2,2,2.0,3,0,0,0,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,68,65,133,4.4,0,0,15,0,0,
,Total,30,,6075,202.5,568,1634,0.348,129,465,0.277,298,444,0.671,1563,52.1,389,717,1106,36.9,548,345,608,206,110,
,Opponents,30,,6075,202.5,713,1776,0.401,174,533,0.326,402,583,0.69,2002,66.73,422,722,1144,38.1,491,380,457,344,96,
