Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,31,,6200,200.0,691,1867,0.37,127,452,0.281,386,572,0.675,1895,61.13,467,709,1176,37.9,580,382,508,331,140
,Opponents,31,,6200,200.0,640,1640,0.39,151,503,0.3,422,598,0.706,1853,59.77,365,786,1151,37.1,548,389,617,255,120
