#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
44,"Jarosz, Tori  44 Jarosz, Tori",27,24.0,808,29.9,172,346,0.497,0,3,0.0,118,167,0.707,462,17.1,56,201,257,9.5,53,31,53,20,71,View Bio
25,"Blais, Madeline  25 Blais, Madeline",33,33.0,1116,33.8,168,363,0.463,88,195,0.451,111,122,0.91,535,16.2,36,153,189,5.7,81,51,52,36,52,View Bio
05,"Coffey, Sydney  05 Coffey, Sydney",29,29.0,968,33.4,105,259,0.405,48,128,0.375,108,139,0.777,366,12.6,29,94,123,4.2,49,64,54,19,13,View Bio
04,"Clement, Allie  04 Clement, Allie",33,24.0,706,21.4,78,224,0.348,24,112,0.214,13,20,0.65,193,5.8,5,38,43,1.3,28,44,31,22,5,View Bio
35,"Fogarty, Katharine  35 Fogarty, Katharine",31,11.0,524,16.9,42,122,0.344,7,28,0.25,44,54,0.815,135,4.4,33,92,125,4.0,51,12,31,7,17,View Bio
24,"Lai, Brittni  24 Lai, Brittni",33,2.0,720,21.8,51,152,0.336,7,32,0.219,35,54,0.648,144,4.4,12,80,92,2.8,43,94,65,27,8,View Bio
52,"Birchmeier, Payton  52 Birchmeier, Payton",33,3.0,502,15.2,44,125,0.352,22,76,0.289,4,11,0.364,114,3.5,19,67,86,2.6,41,20,23,12,9,View Bio
01,"Holmes, Bri  01 Holmes, Bri",8,1.0,101,12.6,7,19,0.368,5,16,0.313,0,0,0.0,19,2.4,2,10,12,1.5,1,6,1,2,0,
03,"Gomez-Martinez, Natalie  03 Gomez-Martinez, Natalie",33,33.0,696,21.1,20,67,0.299,3,15,0.2,10,17,0.588,53,1.6,20,70,90,2.7,34,103,49,26,3,View Bio
02,"Van Horn, Eileen  02 Van Horn, Eileen",28,4.0,320,11.4,17,52,0.327,7,26,0.269,4,5,0.8,45,1.6,9,24,33,1.2,19,15,17,10,3,View Bio
15,"Baab, Kendall  15 Baab, Kendall",17,0.0,103,6.1,8,32,0.25,0,6,0.0,4,6,0.667,20,1.2,1,12,13,0.8,11,4,6,1,2,View Bio
21,"Gallagher, Maggie  21 Gallagher, Maggie",9,1.0,26,2.9,2,7,0.286,1,6,0.167,0,0,0.0,5,0.6,1,3,4,0.4,2,3,4,0,0,View Bio
23,"Metcalf, Morgan  23 Metcalf, Morgan",4,0.0,9,2.3,0,2,0.0,0,2,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,1,0,0,0,View Bio
TM,Team  TM Team,33,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,32,72,104,3.2,0,0,5,0,0,
,Total,33,,6599,200.0,714,1770,0.403,212,645,0.329,451,595,0.758,2091,63.36,255,916,1171,35.5,413,448,391,182,183,
,Opponents,33,,6601,200.0,739,2075,0.356,193,600,0.322,287,413,0.695,1958,59.33,483,884,1367,41.4,554,427,400,208,78,
