#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
03,"Leonard, Jada  03 Leonard, Jada",30,25.0,928,30.9,112,295,0.38,23,71,0.324,67,90,0.744,314,10.5,47,74,121,4.0,60,53,107,64,6,View Bio
11,"Kuhl, Rachel  11 Kuhl, Rachel",30,30.0,1021,34.0,93,278,0.335,67,170,0.394,31,42,0.738,284,9.5,6,106,112,3.7,86,56,83,37,7,View Bio
22,"Williams, Jada  22 Williams, Jada",28,24.0,791,28.3,98,207,0.473,3,9,0.333,61,114,0.535,260,9.3,70,121,191,6.8,77,14,62,23,17,View Bio
20,"Mills, Amaris  20 Mills, Amaris",27,13.0,664,24.6,61,209,0.292,46,146,0.315,6,13,0.462,174,6.4,11,72,83,3.1,56,19,69,19,3,View Bio
04,"Bellamy, Tiara  04 Bellamy, Tiara",30,13.0,833,27.8,65,184,0.353,1,13,0.077,50,63,0.794,181,6.0,24,86,110,3.7,89,45,117,28,2,View Bio
01,"Greene, Endya  01 Greene, Endya",2,0.0,38,19.0,5,14,0.357,0,3,0.0,0,1,0.0,10,5.0,2,7,9,4.5,3,0,7,3,2,View Bio
14,"Carter, Jazmine  14 Carter, Jazmine",29,14.0,518,17.9,43,130,0.331,1,6,0.167,14,18,0.778,101,3.5,18,68,86,3.0,39,8,43,6,13,View Bio
05,"Dawkins, Kaila  05 Dawkins, Kaila",8,0.0,71,8.9,7,16,0.438,0,2,0.0,8,15,0.533,22,2.8,9,13,22,2.8,10,2,18,4,0,View Bio
00,"Asberry, Kaylynn  00 Asberry, Kaylynn",30,17.0,494,16.5,24,87,0.276,7,41,0.171,14,17,0.824,69,2.3,5,43,48,1.6,35,39,57,14,1,View Bio
32,"Felix, Imani  32 Felix, Imani",29,9.0,427,14.7,12,59,0.203,2,11,0.182,28,41,0.683,54,1.9,14,25,39,1.3,29,31,52,10,0,View Bio
10,"Harris, Erin  10 Harris, Erin",19,5.0,179,9.4,7,36,0.194,1,7,0.143,11,25,0.44,26,1.4,3,9,12,0.6,18,14,34,12,0,View Bio
15,"Rojas Acevedo, Cristina  15 Rojas Acevedo, Cristina",18,0.0,96,5.3,5,12,0.417,1,3,0.333,1,4,0.25,12,0.7,5,11,16,0.9,9,0,7,0,2,View Bio
15,"Rojas Acevedo, Cristina  15 Rojas Acevedo, Cristina",1,0.0,9,9.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,1,0,1,1.0,0,1,0,2,0,View Bio
15,"Rojas Acevedo, Cristina  15 Rojas Acevedo, Cristina",1,0.0,6,6.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,1.0,1,0,1,0,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,58,62,120,4.0,0,0,20,0,0,
,Total,30,,6075,202.5,532,1528,0.348,152,482,0.315,291,443,0.657,1507,50.23,273,698,971,32.4,512,282,677,222,53,
,Opponents,30,,6075,202.5,774,1853,0.418,209,707,0.296,313,463,0.676,2070,69.0,434,770,1204,40.1,503,477,510,361,119,
