Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,33,,6675,202.3,792,1865,0.425,251,663,0.379,475,661,0.719,2310,70.0,369,801,1170,35.5,635,451,504,242,84
,Opponents,33,,6675,202.3,801,1920,0.417,209,595,0.351,481,707,0.68,2292,69.45,433,805,1238,37.5,636,426,496,234,104
