Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
22,Sydney Henderson,33,33.0,1216,36.8,193,462,0.418,67,170,0.394,111,140,0.793,564,17.1,33,134,167,5.1,82,96,105,58,2
24,Jacqueline Brewer,32,21.0,809,25.3,124,282,0.44,46,132,0.348,47,65,0.723,341,10.7,36,69,105,3.3,35,39,33,26,5
32,Jessie Kaufman,33,17.0,816,24.7,106,276,0.384,61,158,0.386,20,24,0.833,293,8.9,19,106,125,3.8,72,24,27,5,17
14,Ashley Christie,33,33.0,1076,32.6,92,236,0.39,32,97,0.33,65,87,0.747,281,8.5,40,87,127,3.8,101,140,87,79,11
20,Kayla Grossett,32,22.0,738,23.1,73,179,0.408,15,38,0.395,56,78,0.718,217,6.8,61,95,156,4.9,84,34,71,23,5
02,Rachel Mathews,31,27.0,503,16.2,73,122,0.598,1,1,1.0,34,54,0.63,181,5.8,36,81,117,3.8,50,20,28,9,20
42,Jenn Carney,32,0.0,393,12.3,43,85,0.506,25,47,0.532,55,64,0.859,166,5.2,11,40,51,1.6,49,21,17,18,1
21,Jody Chickey,33,11.0,471,14.3,27,85,0.318,3,16,0.188,34,53,0.642,91,2.8,20,24,44,1.3,62,53,59,9,3
13,Mariah Powell,24,0.0,126,5.3,17,32,0.531,0,0,0.0,13,15,0.867,47,2.0,6,21,27,1.1,14,2,8,3,2
45,Kaitlyn Eisenhard,28,1.0,260,9.3,16,38,0.421,0,0,0.0,20,44,0.455,52,1.9,25,33,58,2.1,33,11,12,6,5
44,Sarafina Arthur-Williams,22,0.0,122,5.5,14,36,0.389,0,0,0.0,7,14,0.5,35,1.6,10,18,28,1.3,22,1,12,5,3
05,Jayla Leftwich,14,0.0,61,4.4,7,12,0.583,0,0,0.0,6,10,0.6,20,1.4,6,13,19,1.4,16,1,4,0,10
03,Kathleen Belanger-Finn,11,0.0,42,3.8,3,15,0.2,1,4,0.25,6,11,0.545,13,1.2,1,2,3,0.3,10,4,11,0,0
12,Kayla Bates,13,0.0,42,3.2,4,5,0.8,0,0,0.0,1,2,0.5,9,0.7,2,5,7,0.5,4,5,2,1,0
