#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
22,"Camilion, Juana  22 Camilion, Juana",33,33.0,1063,32.2,181,397,0.456,39,109,0.358,66,84,0.786,467,14.2,29,156,185,5.6,89,124,96,67,28,View Bio
30,"Athias, Ketsia  30 Athias, Ketsia",33,33.0,1047,31.7,180,339,0.531,0,0,0.0,47,79,0.595,407,12.3,72,198,270,8.2,65,165,157,33,52,View Bio
15,"Mager, Kate  15 Mager, Kate",33,33.0,1106,33.5,131,257,0.51,104,218,0.477,26,26,1.0,392,11.9,5,67,72,2.2,38,32,37,24,2,View Bio
05,"Hodge-Carr, Thoranna  05 Hodge-Carr, Thoranna",33,33.0,903,27.4,100,192,0.521,8,20,0.4,30,51,0.588,238,7.2,51,99,150,4.5,84,59,95,55,7,View Bio
01,"Otkhmezuri, Natalia  01 Otkhmezuri, Natalia",33,1.0,630,19.1,80,185,0.432,47,124,0.379,8,11,0.727,215,6.5,4,63,67,2.0,39,23,32,6,2,View Bio
32,"Gomez, Judith  32 Gomez, Judith",32,32.0,887,27.7,66,155,0.426,34,97,0.351,14,26,0.538,180,5.6,6,49,55,1.7,66,34,56,44,3,View Bio
35,"Givon, Noa  35 Givon, Noa",21,0.0,237,11.3,23,56,0.411,7,23,0.304,7,10,0.7,60,2.9,5,25,30,1.4,15,10,35,8,3,View Bio
11,"Lipinski, Isabelle  11 Lipinski, Isabelle",21,0.0,222,10.6,21,52,0.404,0,3,0.0,8,13,0.615,50,2.4,15,38,53,2.5,21,19,32,8,6,View Bio
02,"Oborilova, Petra  02 Oborilova, Petra",22,0.0,188,8.5,11,36,0.306,5,21,0.238,4,8,0.5,31,1.4,3,17,20,0.9,23,8,17,4,2,View Bio
34,"Cenis, Marina  34 Cenis, Marina",24,0.0,229,9.5,10,24,0.417,3,7,0.429,2,3,0.667,25,1.0,2,21,23,1.0,21,17,23,11,0,View Bio
03,"Salzer, Addy  03 Salzer, Addy",4,0.0,12,3.0,1,3,0.333,1,1,1.0,0,0,0.0,3,0.8,0,1,1,0.3,0,1,1,0,0,View Bio
10,"Lopez, Vega  10 Lopez, Vega",3,0.0,14,4.7,1,3,0.333,0,0,0.0,0,0,0.0,2,0.7,1,1,2,0.7,1,2,2,0,0,View Bio
21,"Evans, Amaya B.  21 Evans, Amaya B.",12,0.0,44,3.7,3,4,0.75,0,0,0.0,1,2,0.5,7,0.6,0,2,2,0.2,8,4,4,1,0,View Bio
04,"Civera, Ale  04 Civera, Ale",6,0.0,18,3.0,1,4,0.25,0,1,0.0,0,0,0.0,2,0.3,1,0,1,0.2,2,0,4,0,0,View Bio
TM,Team  TM Team,33,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,36,65,101,3.1,0,0,25,0,0,
,Total,33,,6600,200.0,809,1707,0.474,248,624,0.397,213,313,0.681,2079,63.0,230,802,1032,31.3,472,498,616,261,105,
,Opponents,33,,6600,200.0,679,1855,0.366,169,577,0.293,304,436,0.697,1831,55.48,406,700,1106,33.5,488,387,588,331,68,
