Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
14,Morgan Rachu,31,31.0,1115,36.0,116,344,0.337,78,261,0.299,54,65,0.831,364,11.7,45,128,173,5.6,66,32,56,39,0
22,Juana Camilion,26,25.0,859,33.0,95,252,0.377,23,92,0.25,41,53,0.774,254,9.8,14,71,85,3.3,79,73,127,30,4
05,Shyan Mwai,22,17.0,715,32.5,74,219,0.338,22,83,0.265,15,33,0.455,185,8.4,4,45,49,2.2,36,27,61,20,2
03,Monica Barefield,30,7.0,801,26.7,74,232,0.319,34,108,0.315,25,33,0.758,207,6.9,13,45,58,1.9,75,41,73,18,2
33,Tori Lesko,30,30.0,976,32.5,60,207,0.29,3,14,0.214,73,111,0.658,196,6.5,53,120,173,5.8,87,94,131,29,5
21,Gabrielle Joseph,31,22.0,584,18.8,38,87,0.437,0,0,0.0,14,32,0.438,90,2.9,52,61,113,3.6,91,9,51,17,5
44,Jodi-Marie Ramil,31,10.0,481,15.5,37,80,0.463,0,1,0.0,11,18,0.611,85,2.7,19,48,67,2.2,54,9,54,8,15
23,Amelia Motz,7,4.0,123,17.6,5,20,0.25,0,1,0.0,6,10,0.6,16,2.3,6,9,15,2.1,21,4,13,5,3
24,Shayla Middlebrooks,27,6.0,403,14.9,22,84,0.262,7,25,0.28,3,8,0.375,54,2.0,16,70,86,3.2,35,16,34,9,2
11,Paulla Weekes,1,1.0,6,6.0,1,2,0.5,0,1,0.0,0,0,0.0,2,2.0,0,1,1,1.0,0,1,1,0,0
04,Ashley Martin,19,2.0,138,7.3,4,13,0.308,0,0,0.0,0,2,0.0,8,0.4,7,16,23,1.2,10,4,9,5,1
02,Adrienne DiGioia,1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0
