#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
05,"Parker, Aaliyah  05 Parker, Aaliyah",30,29.0,677,22.6,137,291,0.471,11,42,0.262,80,101,0.792,365,12.2,56,105,161,5.4,104,51,63,98,15,View Bio
11,"Parker, Angel  11 Parker, Angel",26,26.0,644,24.8,103,278,0.371,23,83,0.277,57,82,0.695,286,11.0,25,60,85,3.3,58,90,79,70,4,View Bio
10,"Strong, Amelia  10 Strong, Amelia",35,34.0,747,21.3,124,298,0.416,0,2,0.0,62,99,0.626,310,8.9,104,66,170,4.9,111,24,84,46,15,View Bio
00,"Hartley, Chardonnay 00 Hartley, Chardonnay",34,17.0,885,26.0,82,310,0.265,27,90,0.3,97,141,0.688,288,8.5,25,49,74,2.2,67,110,110,77,1,View Bio
13,"Strother, Destiny  13 Strother, Destiny",35,35.0,643,18.4,98,281,0.349,64,199,0.322,18,21,0.857,278,7.9,25,58,83,2.4,46,24,32,37,5,View Bio
25,"Glover, Saige  25 Glover, Saige",30,6.0,649,21.6,73,150,0.487,0,1,0.0,37,71,0.521,183,6.1,100,103,203,6.8,64,20,62,19,14,View Bio
04,"Hicks, Ary  04 Hicks, Ary",28,0.0,601,21.5,65,181,0.359,4,29,0.138,22,27,0.815,156,5.6,26,40,66,2.4,45,76,63,45,2,View Bio
21,"Porter, Lore  21 Porter, Lore",34,11.0,484,14.2,57,159,0.358,35,116,0.302,17,19,0.895,166,4.9,17,22,39,1.1,57,17,24,35,2,View Bio
14,"Rossignol, Alyssa  14 Rossignol, Alyssa",33,0.0,426,12.9,62,147,0.422,0,2,0.0,20,26,0.769,144,4.4,36,55,91,2.8,71,13,37,27,3,View Bio
20,"Dickerson, Marlie  20 Dickerson, Marlie",35,17.0,644,18.4,47,137,0.343,9,38,0.237,22,37,0.595,125,3.6,25,37,62,1.8,51,34,40,37,2,View Bio
15,"Buckley, Kylie  15 Buckley, Kylie",30,0.0,248,8.3,34,61,0.557,0,0,0.0,13,22,0.591,81,2.7,19,34,53,1.8,46,5,21,15,4,View Bio
01,"Fiddler, Shelby  01 Fiddler, Shelby",35,0.0,338,9.7,29,84,0.345,21,71,0.296,1,2,0.5,80,2.3,10,18,28,0.8,27,16,30,19,0,View Bio
03,"Roe, Lexie  03 Roe, Lexie",19,0.0,89,4.7,5,33,0.152,3,19,0.158,4,8,0.5,17,0.9,3,7,10,0.5,7,3,5,5,0,View Bio
TM,Team  TM Team,35,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,85,47,132,3.8,0,0,31,0,0,
,Total,35,,7075,202.1,916,2410,0.38,197,692,0.285,450,656,0.686,2479,70.83,556,701,1257,35.9,754,483,681,530,67,
,Opponents,35,,7075,202.1,863,1905,0.453,184,580,0.317,545,755,0.722,2455,70.14,398,983,1381,39.5,637,562,961,351,128,
