Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
21,Jen Fay,36,21.0,737,20.5,134,282,0.475,44,115,0.383,65,89,0.73,377,10.5,42,118,160,4.4,79,39,39,43,19
03,Adily Martucci,36,23.0,947,26.3,141,354,0.398,52,150,0.347,40,44,0.909,374,10.4,33,61,94,2.6,80,40,54,60,11
25,Aryn McClure,36,24.0,928,25.8,121,295,0.41,1,15,0.067,84,115,0.73,327,9.1,60,150,210,5.8,97,103,81,50,55
04,Paula Strautmane,34,21.0,685,20.1,111,283,0.392,9,44,0.205,46,63,0.73,277,8.1,82,104,186,5.5,110,71,62,52,44
13,Sarah Shewan,36,11.0,669,18.6,89,252,0.353,20,66,0.303,69,92,0.75,267,7.4,80,98,178,4.9,74,34,54,26,23
22,Brittany Johnson,17,8.0,327,19.2,33,95,0.347,10,40,0.25,35,57,0.614,111,6.5,24,32,56,3.3,39,16,33,20,2
35,Morgan Manz,33,13.0,657,19.9,75,178,0.421,36,104,0.346,14,17,0.824,200,6.1,35,83,118,3.6,65,55,34,30,11
05,Carly Fabbri,36,13.0,781,21.7,60,162,0.37,39,106,0.368,36,51,0.706,195,5.4,13,67,80,2.2,59,93,43,39,2
11,Edel Thornton,34,21.0,591,17.4,35,99,0.354,18,69,0.261,17,29,0.586,105,3.1,8,42,50,1.5,39,82,45,28,0
01,Vanessa Udoji,26,5.0,219,8.4,30,81,0.37,9,36,0.25,11,14,0.786,80,3.1,13,21,34,1.3,13,13,12,15,2
23,Brittany Martin,27,8.0,354,13.1,28,89,0.315,7,41,0.171,19,33,0.576,82,3.0,7,19,26,1.0,25,28,32,10,1
20,Paige Warfel,24,2.0,154,6.4,8,27,0.296,1,3,0.333,24,29,0.828,41,1.7,22,14,36,1.5,16,5,9,11,1
10,Jaden Ward,17,0.0,64,3.8,5,18,0.278,0,0,0.0,5,6,0.833,15,0.9,4,7,11,0.6,9,1,8,1,2
02,Taylor Herd,13,0.0,47,3.6,2,7,0.286,0,3,0.0,5,8,0.625,9,0.7,2,7,9,0.7,10,3,7,2,0
24,Katie Grant,13,0.0,40,3.1,0,4,0.0,0,0,0.0,1,2,0.5,1,0.1,4,7,11,0.8,3,1,3,2,2
