#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
22,"Hagood, Adrianne  22 Hagood, Adrianne",18,18.0,579,32.2,77,202,0.381,34,101,0.337,57,76,0.75,245,13.6,15,14,29,1.6,46,14,42,13,2,View Bio
03,"Johnson, Nikki  03 Johnson, Nikki",18,18.0,562,31.2,66,176,0.375,25,87,0.287,37,53,0.698,194,10.8,15,69,84,4.7,47,67,53,17,2,View Bio
34,"Wood, Kelsey  34 Wood, Kelsey",17,4.0,330,19.4,61,121,0.504,1,5,0.2,25,35,0.714,148,8.7,51,68,119,7.0,39,4,24,6,6,View Bio
04,"Davis, Jayla  04 Davis, Jayla",18,18.0,438,24.3,46,133,0.346,7,30,0.233,56,68,0.824,155,8.6,16,65,81,4.5,40,23,39,22,3,View Bio
02,"Smith, Sonia  02 Smith, Sonia",14,0.0,321,22.9,38,117,0.325,3,26,0.115,28,36,0.778,107,7.6,13,30,43,3.1,24,32,44,11,3,View Bio
32,"Kangudie, Abigail  32 Kangudie, Abigail",2,2.0,39,19.5,7,9,0.778,0,0,0.0,1,2,0.5,15,7.5,2,3,5,2.5,4,1,3,1,3,View Bio
13,"Stroemel, Carly  13 Stroemel, Carly",12,10.0,237,19.8,34,68,0.5,0,0,0.0,10,13,0.769,78,6.5,20,38,58,4.8,26,2,18,7,10,View Bio
10,"Dabney, Olivia  10 Dabney, Olivia",15,12.0,451,30.1,15,57,0.263,8,26,0.308,12,14,0.857,50,3.3,9,59,68,4.5,26,22,15,16,24,View Bio
01,"Hammond, Tiffany  01 Hammond, Tiffany",18,0.0,320,17.8,22,72,0.306,14,42,0.333,1,2,0.5,59,3.3,9,24,33,1.8,14,10,20,14,2,View Bio
15,"McCray, Asia  15 McCray, Asia",11,6.0,176,16.0,13,41,0.317,1,7,0.143,6,12,0.5,33,3.0,14,19,33,3.0,22,3,20,7,3,View Bio
00,"Ziba, Marie-Laeticia  00 Ziba, Marie-Laeticia",11,2.0,156,14.2,13,39,0.333,4,15,0.267,2,7,0.286,32,2.9,3,12,15,1.4,16,4,12,4,3,View Bio
12,"Klein, Maya  12 Klein, Maya",4,0.0,12,3.0,2,5,0.4,2,5,0.4,0,0,0.0,6,1.5,0,3,3,0.8,0,0,2,1,1,View Bio
05,"Jackson, Wil'Lisha  05 Jackson, Wil'Lisha",6,0.0,23,3.8,0,5,0.0,0,2,0.0,2,2,1.0,2,0.3,1,2,3,0.5,2,3,4,1,0,View Bio
33,"Marshall, Savannah  33 Marshall, Savannah",3,0.0,6,2.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,View Bio
TM,Team  TM Team,18,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,46,47,93,5.2,0,0,12,0,0,
,Total,18,,3650,202.8,394,1046,0.377,99,347,0.285,237,320,0.741,1124,62.44,214,453,667,37.1,306,185,308,120,62,
,Opponents,18,,3650,202.8,416,1026,0.405,96,291,0.33,239,327,0.731,1167,64.83,196,472,668,37.1,341,213,302,130,76,
