Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
24,Makayla Firebaugh,25,21.0,756,30.2,96,259,0.371,40,128,0.313,42,47,0.894,274,11.0,13,96,109,4.4,57,30,74,27,8
13,Raphaela Toussaint,26,18.0,544,20.9,78,164,0.476,11,23,0.478,27,38,0.711,194,7.5,65,70,135,5.2,61,15,59,16,16
11,Daija Moses,25,16.0,698,27.9,67,195,0.344,26,94,0.277,24,33,0.727,184,7.4,19,100,119,4.8,65,39,54,32,6
05,Maya Hyacienth,25,23.0,710,28.4,57,173,0.329,27,82,0.329,42,59,0.712,183,7.3,13,66,79,3.2,37,24,52,24,12
44,Victoria Toomey,23,23.0,634,27.6,62,149,0.416,0,5,0.0,33,49,0.673,157,6.8,39,90,129,5.6,69,42,57,16,41
03,Amanda Mobley,24,24.0,742,30.9,54,188,0.287,28,98,0.286,24,29,0.828,160,6.7,7,61,68,2.8,55,103,75,27,10
20,Lenaejha Evans,26,3.0,545,21.0,51,158,0.323,4,30,0.133,36,51,0.706,142,5.5,27,56,83,3.2,59,15,30,16,5
33,Sophia DeMauro,17,1.0,176,10.4,12,32,0.375,2,16,0.125,13,19,0.684,39,2.3,5,8,13,0.8,17,10,23,4,1
15,Anna Ekerstedt,23,0.0,221,9.6,18,39,0.462,4,11,0.364,3,7,0.429,43,1.9,7,23,30,1.3,10,6,10,12,24
14,Sofie Bruintjes,4,0.0,28,7.0,2,6,0.333,1,3,0.333,1,2,0.5,6,1.5,1,3,4,1.0,0,1,2,1,1
00,Lauren Saa,3,1.0,23,7.7,1,7,0.143,0,5,0.0,0,0,0.0,2,0.7,0,0,0,0.0,2,1,3,1,0
10,Molly Lynch,14,0.0,76,5.4,3,13,0.231,2,10,0.2,1,2,0.5,9,0.6,3,4,7,0.5,5,2,13,1,0
23,Teresa Wolak,14,0.0,72,5.1,2,9,0.222,0,0,0.0,1,6,0.167,5,0.4,7,10,17,1.2,17,2,8,5,1
