#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
03,"Brown, Rayshel  03 Brown, Rayshel",29,29.0,909,31.3,157,352,0.446,8,28,0.286,61,93,0.656,383,13.2,58,105,163,5.6,80,49,96,39,14,View Bio
20,"Peterson, Margo  20 Peterson, Margo",27,23.0,730,27.0,92,232,0.397,49,133,0.368,44,54,0.815,277,10.3,46,72,118,4.4,80,12,57,38,15,View Bio
00,"Philoxy, Selena  00 Philoxy, Selena",25,24.0,703,28.1,105,255,0.412,0,7,0.0,40,64,0.625,250,10.0,58,149,207,8.3,56,37,74,49,21,View Bio
02,"Anthony, Amari  02 Anthony, Amari",10,10.0,312,31.2,37,106,0.349,5,33,0.152,12,19,0.632,91,9.1,20,31,51,5.1,15,12,22,17,0,View Bio
01,"Jackson, Ahniysha  01 Jackson, Ahniysha",19,4.0,274,14.4,31,103,0.301,23,71,0.324,16,19,0.842,101,5.3,15,17,32,1.7,43,15,26,8,1,View Bio
14,"Knoflach, Anja  14 Knoflach, Anja",23,11.0,424,18.4,39,118,0.331,23,69,0.333,7,8,0.875,108,4.7,17,51,68,3.0,35,8,16,9,2,View Bio
04,"Fontenelle-Posson, Valencia  04 Fontenelle-Posson, Valencia",27,7.0,489,18.1,39,136,0.287,12,61,0.197,36,51,0.706,126,4.7,49,51,100,3.7,40,9,33,17,4,View Bio
05,"Winston, DeAnna  05 Winston, DeAnna",25,23.0,617,24.7,36,109,0.33,7,32,0.219,23,32,0.719,102,4.1,7,31,38,1.5,43,66,50,25,0,View Bio
12,"Harris, Imani  12 Harris, Imani",25,3.0,502,20.1,41,122,0.336,4,22,0.182,13,35,0.371,99,4.0,11,40,51,2.0,54,56,64,30,2,View Bio
21,"Watts, Tobulayefa  21 Watts, Tobulayefa",9,4.0,127,14.1,8,24,0.333,0,0,0.0,6,14,0.429,22,2.4,12,22,34,3.8,18,0,11,5,6,View Bio
33,"Brown, Anajah  33 Brown, Anajah",22,2.0,191,8.7,21,53,0.396,0,0,0.0,11,18,0.611,53,2.4,23,30,53,2.4,31,4,20,9,11,View Bio
23,"Selimovic, Emina  23 Selimovic, Emina",20,1.0,141,7.1,12,37,0.324,1,13,0.077,4,11,0.364,29,1.5,5,6,11,0.6,8,6,11,2,0,View Bio
13,"Talbot, Cheyenne  13 Talbot, Cheyenne",22,0.0,180,8.2,10,34,0.294,0,2,0.0,11,16,0.688,31,1.4,9,9,18,0.8,21,7,10,8,5,View Bio
22,"Gonzalez, Chantell  22 Gonzalez, Chantell",6,0.0,19,3.2,1,7,0.143,0,0,0.0,1,4,0.25,3,0.5,0,2,2,0.3,4,0,0,1,1,View Bio
24,"Blasetti, Haley  24 Blasetti, Haley",18,4.0,153,8.5,2,3,0.667,1,1,1.0,1,4,0.25,6,0.3,8,12,20,1.1,13,18,15,4,2,View Bio
44,"Istanbulluoglu, Sevval  44 Istanbulluoglu, Sevval",7,0.0,29,4.1,0,6,0.0,0,1,0.0,0,0,0.0,0,0.0,5,3,8,1.1,5,0,2,0,0,View Bio
TM,Team  TM Team,29,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,47,61,108,3.7,0,0,22,0,0,
,Total,29,,5800,200.0,631,1697,0.372,133,473,0.281,286,442,0.647,1681,57.97,390,692,1082,37.3,546,299,529,261,84,
,Opponents,29,,5800,200.0,612,1589,0.385,143,545,0.262,379,529,0.716,1746,60.21,317,730,1047,36.1,457,334,543,246,71,
