#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
14,"Rachu, Morgan  14 Rachu, Morgan",23,17.0,719,31.3,94,240,0.392,76,193,0.394,20,22,0.909,284,12.3,38,113,151,6.6,46,31,22,31,0,View Bio
22,"Camilion, Juana  22 Camilion, Juana",30,28.0,976,32.5,129,339,0.381,44,157,0.28,42,59,0.712,344,11.5,24,63,87,2.9,104,94,126,68,13,View Bio
05,"Mwai, Shyan  05 Mwai, Shyan",30,10.0,874,29.1,90,295,0.305,53,180,0.294,31,41,0.756,264,8.8,12,50,62,2.1,48,25,65,19,4,View Bio
33,"Lesko, Tori  33 Lesko, Tori",27,24.0,760,28.1,55,143,0.385,0,4,0.0,39,63,0.619,149,5.5,45,96,141,5.2,63,59,76,20,3,View Bio
03,"Barefield, Monica  03 Barefield, Monica",29,2.0,546,18.8,50,151,0.331,29,80,0.363,16,22,0.727,145,5.0,13,34,47,1.6,42,38,53,16,0,View Bio
00,"Williams, De'jah  00 Williams, De'jah",28,4.0,367,13.1,51,127,0.402,4,29,0.138,21,27,0.778,127,4.5,26,42,68,2.4,44,7,43,10,0,View Bio
11,"Weekes, Paulla  11 Weekes, Paulla",27,22.0,645,23.9,42,140,0.3,8,33,0.242,19,39,0.487,111,4.1,39,90,129,4.8,68,26,46,31,2,View Bio
13,"Becerra Perez, Lucia  13 Becerra Perez, Lucia",28,20.0,596,21.3,30,87,0.345,3,18,0.167,10,20,0.5,73,2.6,7,48,55,2.0,54,52,76,22,0,View Bio
21,"Joseph, Gabrielle  21 Joseph, Gabrielle",29,3.0,317,10.9,20,36,0.556,0,0,0.0,9,14,0.643,49,1.7,24,37,61,2.1,48,4,29,7,4,View Bio
44,"Ramil, Jodi-Marie  44 Ramil, Jodi-Marie",17,4.0,95,5.6,9,20,0.45,0,0,0.0,2,4,0.5,20,1.2,4,12,16,0.9,5,3,6,1,6,View Bio
01,"Vaitekunaite, Aiste  01 Vaitekunaite, Aiste",16,5.0,79,4.9,5,20,0.25,3,12,0.25,2,2,1.0,15,0.9,1,17,18,1.1,6,1,9,1,0,View Bio
15,"Worner, Nikki  15 Worner, Nikki",4,0.0,10,2.5,1,2,0.5,1,2,0.5,0,0,0.0,3,0.8,1,1,2,0.5,0,0,0,0,0,View Bio
13,"Becerra Perez, Lucia  13 Becerra Perez, Lucia",1,1.0,16,16.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,1.0,1,1,1,0,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,52,61,113,3.8,0,0,27,0,0,
,Total,30,,6000,200.0,576,1600,0.36,221,708,0.312,211,313,0.674,1584,52.8,286,665,951,31.7,529,341,579,226,32,
,Opponents,30,,6000,200.0,694,1643,0.422,143,486,0.294,350,525,0.667,1881,62.7,362,770,1132,37.7,441,369,525,261,83,
