#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
23,"Hand, Rebekah  23 Hand, Rebekah",33,33.0,1071,32.5,176,407,0.432,69,184,0.375,96,102,0.941,517,15.7,57,140,197,6.0,56,85,77,31,5,View Bio
03,"Gilmer, Alana  03 Gilmer, Alana",32,32.0,942,29.4,185,380,0.487,29,74,0.392,93,131,0.71,492,15.4,25,109,134,4.2,60,58,57,19,20,View Bio
00,"Vander Weide, Grace  00 Vander Weide, Grace",32,32.0,873,27.3,91,175,0.52,27,59,0.458,48,63,0.762,257,8.0,39,113,152,4.8,49,156,91,35,8,View Bio
05,"Henningsdottir, Lovisa  05 Henningsdottir, Lovisa",33,4.0,642,19.5,94,218,0.431,48,133,0.361,15,24,0.625,251,7.6,19,76,95,2.9,67,14,27,19,44,View Bio
21,"Duffell, Willow  21 Duffell, Willow",33,31.0,747,22.6,86,172,0.5,1,3,0.333,44,65,0.677,217,6.6,50,134,184,5.6,68,49,52,14,12,View Bio
10,"Fitzpatrick, Maura  10 Fitzpatrick, Maura",11,9.0,313,28.5,24,77,0.312,5,33,0.152,17,26,0.654,70,6.4,19,33,52,4.7,26,16,15,11,3,View Bio
24,"Barcello, Sarah  24 Barcello, Sarah",33,19.0,688,20.8,68,175,0.389,48,117,0.41,9,16,0.563,193,5.8,23,54,77,2.3,33,25,25,18,1,View Bio
02,"Best, Allie  02 Best, Allie",33,2.0,666,20.2,38,126,0.302,17,67,0.254,25,29,0.862,118,3.6,8,62,70,2.1,40,93,58,20,5,View Bio
01,"Oberdorf, Claire  01 Oberdorf, Claire",19,1.0,202,10.6,8,22,0.364,7,17,0.412,8,12,0.667,31,1.6,5,18,23,1.2,23,18,21,7,0,View Bio
33,"Krick, Kendall  33 Krick, Kendall",28,0.0,218,7.8,16,42,0.381,6,16,0.375,7,12,0.583,45,1.6,7,17,24,0.9,17,6,9,7,0,View Bio
31,"Smith, Molly  31 Smith, Molly",18,0.0,123,6.8,8,32,0.25,3,12,0.25,10,12,0.833,29,1.6,6,19,25,1.4,13,4,2,0,0,View Bio
04,"Clement, Allie  04 Clement, Allie",19,2.0,112,5.9,8,27,0.296,6,18,0.333,4,6,0.667,26,1.4,0,14,14,0.7,5,11,4,5,0,View Bio
25,"Redden, Gabi  25 Redden, Gabi",1,0.0,3,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1,0,1,0,1,View Bio
TM,Team  TM Team,33,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,58,76,134,4.1,0,0,25,0,0,
,Total,33,,6600,200.0,802,1853,0.433,266,733,0.363,376,498,0.755,2246,68.06,316,865,1181,35.8,458,535,464,186,99,
,Opponents,33,,6600,200.0,726,1957,0.371,202,674,0.3,326,453,0.72,1980,60.0,408,773,1181,35.8,542,383,470,227,82,
