#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
20,"Evans, Lenaejha  20 Evans, Lenaejha",30,27.0,1008,33.6,159,357,0.445,10,39,0.256,92,124,0.742,420,14.0,27,73,100,3.3,62,42,54,44,7,View Bio
24,"Firebaugh, Makayla  24 Firebaugh, Makayla",30,30.0,1002,33.4,108,341,0.317,67,213,0.315,47,60,0.783,330,11.0,17,115,132,4.4,62,63,89,46,12,View Bio
13,"Toussaint, Raphaela  13 Toussaint, Raphaela",30,30.0,923,30.8,120,279,0.43,21,61,0.344,64,88,0.727,325,10.8,75,148,223,7.4,77,29,72,38,23,View Bio
55,"Schiffer, Jessika  55 Schiffer, Jessika",30,27.0,932,31.1,98,277,0.354,66,179,0.369,26,38,0.684,288,9.6,7,63,70,2.3,53,86,79,44,0,View Bio
15,"Ekerstedt, Anna  15 Ekerstedt, Anna",30,20.0,701,23.4,54,108,0.5,9,28,0.321,3,6,0.5,120,4.0,35,83,118,3.9,55,19,35,30,45,View Bio
03,"Mobley, Amanda 03 Mobley, Amanda",21,3.0,453,21.6,29,90,0.322,10,45,0.222,17,25,0.68,85,4.0,2,42,44,2.1,36,76,55,23,5,View Bio
44,"Toomey, Victoria 44 Toomey, Victoria",30,10.0,531,17.7,48,99,0.485,0,0,0.0,17,27,0.63,113,3.8,26,66,92,3.1,73,37,54,11,28,View Bio
05,"Hyacienth, Maya  05 Hyacienth, Maya",3,3.0,52,17.3,4,13,0.308,2,6,0.333,1,2,0.5,11,3.7,1,5,6,2.0,4,1,7,4,0,View Bio
31,"Strunk, Emily  31 Strunk, Emily",24,0.0,212,8.8,8,34,0.235,1,13,0.077,7,10,0.7,24,1.0,10,29,39,1.6,12,3,13,7,6,View Bio
14,"Bruintjes, Sofie  14 Bruintjes, Sofie",19,0.0,93,4.9,6,13,0.462,0,2,0.0,4,5,0.8,16,0.8,7,12,19,1.0,14,3,10,0,7,View Bio
10,"Lynch, Molly  10 Lynch, Molly",19,0.0,118,6.2,4,12,0.333,2,8,0.25,6,8,0.75,16,0.8,4,13,17,0.9,8,16,8,4,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,42,71,113,3.8,0,0,34,0,0,
,Total,30,,6025,200.8,638,1623,0.393,188,594,0.316,284,393,0.723,1748,58.27,253,720,973,32.4,456,375,510,251,133,
,Opponents,30,,6025,200.8,697,1847,0.377,181,631,0.287,336,458,0.734,1911,63.7,453,744,1197,39.9,413,392,453,261,101,
