#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
22,"Rampado, Victoria  22 Rampado, Victoria",30,21.0,750,25.0,145,328,0.442,8,21,0.381,80,107,0.748,378,12.6,57,125,182,6.1,67,32,66,25,12,View Bio
01,"McGuinness, Meghan  01 McGuinness, Meghan",31,31.0,1001,32.3,129,315,0.41,72,169,0.426,48,55,0.873,378,12.2,41,89,130,4.2,59,49,55,27,8,View Bio
33,"McQuade, Val  33 McQuade, Val",12,12.0,270,22.5,45,123,0.366,27,70,0.386,10,12,0.833,127,10.6,21,30,51,4.3,22,14,14,16,4,View Bio
12,"McKay, Taylor  12 McKay, Taylor",31,18.0,758,24.5,104,254,0.409,2,5,0.4,47,75,0.627,257,8.3,44,84,128,4.1,39,55,83,30,9,View Bio
24,"Maxwell, Sylvia  24 Maxwell, Sylvia",29,11.0,482,16.6,68,167,0.407,9,28,0.321,36,51,0.706,181,6.2,27,63,90,3.1,45,54,76,15,4,View Bio
10,"Van Leeuwen, Kelly  10 Van Leeuwen, Kelly",1,1.0,34,34.0,2,6,0.333,1,4,0.25,1,2,0.5,6,6.0,0,3,3,3.0,1,3,1,0,0,View Bio
44,"Stroemple, Kaylee  44 Stroemple, Kaylee",31,3.0,602,19.4,74,156,0.474,3,26,0.115,24,37,0.649,175,5.6,42,71,113,3.6,44,45,32,13,4,View Bio
10,"Van Leeuwen, Kelly  10 Van Leeuwen, Kelly",30,30.0,961,32.0,41,129,0.318,34,96,0.354,17,25,0.68,133,4.4,6,89,95,3.2,43,130,37,27,1,View Bio
30,"Watson, Donisha  30 Watson, Donisha",30,24.0,438,14.6,37,97,0.381,0,0,0.0,8,19,0.421,82,2.7,50,93,143,4.8,64,16,44,12,35,View Bio
04,"Corselli, Tiffany  04 Corselli, Tiffany",27,0.0,199,7.4,19,73,0.26,14,49,0.286,5,8,0.625,57,2.1,9,21,30,1.1,27,26,21,8,1,View Bio
14,"Hobdy, Simone  14 Hobdy, Simone",22,0.0,110,5.0,15,40,0.375,0,1,0.0,11,20,0.55,41,1.9,5,13,18,0.8,18,4,9,6,0,View Bio
42,"Lapszynski, Sam  42 Lapszynski, Sam",22,1.0,236,10.7,17,45,0.378,0,0,0.0,4,14,0.286,38,1.7,27,31,58,2.6,33,17,19,4,5,View Bio
23,"Baldasare, Gabby  23 Baldasare, Gabby",28,1.0,230,8.2,13,26,0.5,0,1,0.0,11,20,0.55,37,1.3,9,46,55,2.0,35,5,12,7,10,View Bio
05,"Freedman, Kelyn  05 Freedman, Kelyn",20,2.0,112,5.6,10,23,0.435,0,0,0.0,4,8,0.5,24,1.2,11,16,27,1.4,12,6,9,3,3,View Bio
15,"Granruth, Emily  15 Granruth, Emily",17,0.0,45,2.6,7,17,0.412,5,13,0.385,1,4,0.25,20,1.2,0,4,4,0.2,5,3,2,4,0,View Bio
11,"Sherburne, Jamie  11 Sherburne, Jamie",14,0.0,72,5.1,3,13,0.231,0,3,0.0,4,4,1.0,10,0.7,5,15,20,1.4,6,7,9,1,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,70,70,140,4.5,0,0,11,0,0,
,Total,31,,6300,203.2,729,1812,0.402,175,486,0.36,311,461,0.675,1944,62.71,424,863,1287,41.5,520,466,500,198,96,
,Opponents,31,,6300,203.2,657,1800,0.365,212,645,0.329,411,567,0.725,1937,62.48,364,735,1099,35.5,491,434,402,217,100,
