Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
04,Kayla Hoohuli,30,30.0,1005,33.5,109,292,0.373,48,148,0.324,57,81,0.704,323,10.8,17,78,95,3.2,49,49,50,33,6
25,Jamie Ruttle,30,30.0,714,23.8,112,245,0.457,11,54,0.204,63,81,0.778,298,9.9,37,103,140,4.7,72,23,36,12,18
05,Tiahana Mills,30,29.0,936,31.2,74,203,0.365,16,63,0.254,62,82,0.756,226,7.5,30,92,122,4.1,66,123,108,28,6
24,Crystal Porter,27,10.0,533,19.7,86,207,0.415,0,0,0.0,27,42,0.643,199,7.4,34,97,131,4.9,62,41,53,12,20
03,Jen Morabito,28,26.0,697,24.9,60,168,0.357,40,119,0.336,33,38,0.868,193,6.9,12,47,59,2.1,32,33,37,20,0
32,Jen Lennox,30,0.0,372,12.4,56,120,0.467,3,8,0.375,19,51,0.373,134,4.5,21,48,69,2.3,53,12,36,6,23
15,Lauren D'Hont,28,0.0,426,15.2,44,101,0.436,23,47,0.489,10,15,0.667,121,4.3,17,44,61,2.2,22,11,37,5,2
33,Courtney VandeBovenkamp,28,19.0,493,17.6,44,89,0.494,0,6,0.0,22,38,0.579,110,3.9,35,75,110,3.9,52,42,45,16,25
31,Emily Weber,16,0.0,191,11.9,21,66,0.318,12,42,0.286,2,3,0.667,56,3.5,5,8,13,0.8,4,8,5,2,0
22,Tamara Miskovic,25,4.0,320,12.8,18,45,0.4,0,2,0.0,3,6,0.5,39,1.6,6,45,51,2.0,37,43,42,15,1
20,Jasmine Mungo,14,1.0,124,8.9,7,34,0.206,0,0,0.0,8,14,0.571,22,1.6,16,27,43,3.1,16,5,11,3,2
13,Brooke Angelos,15,1.0,171,11.4,5,19,0.263,1,2,0.5,12,18,0.667,23,1.5,8,23,31,2.1,20,20,22,3,1
12,Royce Shields,11,0.0,31,2.8,1,2,0.5,0,0,0.0,2,2,1.0,4,0.4,0,3,3,0.3,6,1,2,0,0
35,Laniere Coleman,4,0.0,12,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1,1,2,0.5,0,0,1,0,0
