#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
04,"Carter, Alexis  04 Carter, Alexis",29,28.0,959,33.1,143,390,0.367,38,141,0.27,46,64,0.719,370,12.8,39,165,204,7.0,52,29,67,56,13,View Bio
25,"Harris, Jessica  25 Harris, Jessica",30,27.0,911,30.4,117,311,0.376,35,115,0.304,43,71,0.606,312,10.4,54,115,169,5.6,53,38,76,46,6,View Bio
14,"Arthur-Williams, Sarafina  14 Arthur-Williams, Sarafina",29,27.0,714,24.6,87,207,0.42,0,1,0.0,35,66,0.53,209,7.2,54,102,156,5.4,69,30,47,29,9,View Bio
21,"Chickey, Jody  21 Chickey, Jody",28,22.0,794,28.4,61,175,0.349,4,31,0.129,52,72,0.722,178,6.4,23,47,70,2.5,76,115,121,29,6,View Bio
11,"Dickson, Katrice  11 Dickson, Katrice",28,18.0,603,21.5,56,153,0.366,15,53,0.283,46,62,0.742,173,6.2,22,33,55,2.0,47,26,56,18,7,View Bio
12,"Bates, Kayla  12 Bates, Kayla",30,12.0,643,21.4,53,145,0.366,29,80,0.363,22,33,0.667,157,5.2,18,61,79,2.6,51,23,34,29,7,View Bio
31,"Eisenhard, Kaitlyn  31 Eisenhard, Kaitlyn",13,3.0,262,20.2,22,50,0.44,0,0,0.0,17,30,0.567,61,4.7,33,34,67,5.2,18,8,16,4,12,View Bio
03,"Belanger-Finn, Kathleen  03 Belanger-Finn, Kathleen",30,10.0,495,16.5,32,86,0.372,8,24,0.333,41,50,0.82,113,3.8,11,38,49,1.6,32,36,64,10,0,View Bio
32,"Hummell, Caroline  32 Hummell, Caroline",22,0.0,148,6.7,14,31,0.452,0,2,0.0,9,18,0.5,37,1.7,8,10,18,0.8,19,0,9,3,1,View Bio
13,"Koutris, Stacey  13 Koutris, Stacey",24,3.0,220,9.2,14,46,0.304,5,22,0.227,3,4,0.75,36,1.5,19,30,49,2.0,22,6,8,13,0,View Bio
24,"Lawless, Juliette  24 Lawless, Juliette",25,0.0,167,6.7,10,30,0.333,1,9,0.111,11,23,0.478,32,1.3,4,8,12,0.5,24,14,20,11,0,View Bio
45,"Leftwich, Jayla  45 Leftwich, Jayla",10,0.0,49,4.9,3,14,0.214,0,0,0.0,6,7,0.857,12,1.2,0,6,6,0.6,8,0,5,0,1,View Bio
20,"Kuster, Kate  20 Kuster, Kate",9,0.0,33,3.7,2,8,0.25,2,8,0.25,0,0,0.0,6,0.7,0,1,1,0.1,6,0,0,2,0,View Bio
22,"Buzaid, Jackie  22 Buzaid, Jackie",1,0.0,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,1.0,0,1,1,0,0,View Bio
TM,Team  TM Team,30,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,67,78,145,4.8,0,0,25,0,0,
10,"Thompson, Kathryn  10 Thompson, Kathryn",1,0.0,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,View Bio
,Total,30,,6002,200.1,614,1646,0.373,137,486,0.282,331,500,0.662,1696,56.53,352,729,1081,36.0,477,326,549,250,62,
,Opponents,30,,6000,200.0,681,1734,0.393,189,564,0.335,305,434,0.703,1856,61.87,378,754,1132,37.7,516,403,516,246,95,
