Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
14,Morgan Rachu,23,17.0,719,31.3,94,240,0.392,76,193,0.394,20,22,0.909,284,12.3,38,113,151,6.6,46,31,22,31,0
22,Juana Camilion,30,28.0,976,32.5,129,339,0.381,44,157,0.28,42,59,0.712,344,11.5,24,63,87,2.9,104,94,126,68,13
05,Shyan Mwai,30,10.0,874,29.1,90,295,0.305,53,180,0.294,31,41,0.756,264,8.8,12,50,62,2.1,48,25,65,19,4
33,Tori Lesko,27,24.0,760,28.1,55,143,0.385,0,4,0.0,39,63,0.619,149,5.5,45,96,141,5.2,63,59,76,20,3
03,Monica Barefield,29,2.0,546,18.8,50,151,0.331,29,80,0.363,16,22,0.727,145,5.0,13,34,47,1.6,42,38,53,16,0
00,De'jah Williams,28,4.0,367,13.1,51,127,0.402,4,29,0.138,21,27,0.778,127,4.5,26,42,68,2.4,44,7,43,10,0
11,Paulla Weekes,27,22.0,645,23.9,42,140,0.3,8,33,0.242,19,39,0.487,111,4.1,39,90,129,4.8,68,26,46,31,2
13,Lucia Becerra Perez,28,20.0,596,21.3,30,87,0.345,3,18,0.167,10,20,0.5,73,2.6,7,48,55,2.0,54,52,76,22,0
21,Gabrielle Joseph,29,3.0,317,10.9,20,36,0.556,0,0,0.0,9,14,0.643,49,1.7,24,37,61,2.1,48,4,29,7,4
44,Jodi-Marie Ramil,17,4.0,95,5.6,9,20,0.45,0,0,0.0,2,4,0.5,20,1.2,4,12,16,0.9,5,3,6,1,6
01,Aiste Vaitekunaite,16,5.0,79,4.9,5,20,0.25,3,12,0.25,2,2,1.0,15,0.9,1,17,18,1.1,6,1,9,1,0
15,Nikki Worner,4,0.0,10,2.5,1,2,0.5,1,2,0.5,0,0,0.0,3,0.8,1,1,2,0.5,0,0,0,0,0
13,Lucia Becerra Perez,1,1.0,16,16.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,1.0,1,1,1,0,0
