Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
01,Dee Davis,31,30.0,1007,32.5,159,451,0.353,32,118,0.271,126,198,0.636,476,15.4,55,179,234,7.5,78,91,124,74,3
25,Petra Juric,24,21.0,656,27.3,98,175,0.56,0,4,0.0,59,72,0.819,255,10.6,80,88,168,7.0,36,24,55,30,21
05,Bella Nascimento,31,13.0,655,21.1,116,345,0.336,36,128,0.281,28,37,0.757,296,9.5,16,51,67,2.2,30,34,50,37,8
03,Brazil Harvey-Carr,26,22.0,606,23.3,85,271,0.314,41,129,0.318,28,33,0.848,239,9.2,35,70,105,4.0,55,43,85,24,8
20,Jade Blagrove,32,30.0,786,24.6,65,183,0.355,5,21,0.238,46,59,0.78,181,5.7,53,117,170,5.3,96,34,67,29,21
00,Narrie Dodson,25,3.0,449,18.0,56,122,0.459,0,2,0.0,21,38,0.553,133,5.3,45,54,99,4.0,37,12,31,18,16
11,Emily LaPointe,33,16.0,670,20.3,39,149,0.262,10,48,0.208,19,26,0.731,107,3.2,45,57,102,3.1,37,50,50,27,7
13,Helena Galunic,32,2.0,400,12.5,42,102,0.412,0,4,0.0,17,27,0.63,101,3.2,44,42,86,2.7,40,17,30,17,1
12,Leyla Öztürk,29,15.0,558,19.2,35,101,0.347,0,3,0.0,17,26,0.654,87,3.0,27,42,69,2.4,62,26,22,12,40
02,Anne Bair,33,10.0,539,16.3,11,57,0.193,2,27,0.074,34,45,0.756,58,1.8,15,44,59,1.8,43,42,39,26,1
21,Christina Katsamouri,28,2.0,291,10.4,17,51,0.333,0,1,0.0,7,7,1.0,41,1.5,28,39,67,2.4,29,12,20,15,9
04,Gemma Ruiz Garcia,5,1.0,8,1.6,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,1,1,0
