#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
02,"Smith, Sonia  02 Smith, Sonia",25,23.0,780,31.2,119,318,0.374,28,83,0.337,60,81,0.741,326,13.0,16,71,87,3.5,53,105,87,44,6,View Bio
22,"Hagood, Adrianne  22 Hagood, Adrianne",20,17.0,555,27.8,61,185,0.33,23,87,0.264,56,73,0.767,201,10.1,18,23,41,2.1,41,11,32,9,2,View Bio
30,"Tucker, Olivia  30 Tucker, Olivia",22,20.0,786,35.7,70,201,0.348,42,110,0.382,15,15,1.0,197,9.0,14,48,62,2.8,47,22,37,19,7,View Bio
03,"Johnson, Nikki  03 Johnson, Nikki",21,12.0,561,26.7,52,161,0.323,19,76,0.25,29,39,0.744,152,7.2,16,46,62,3.0,48,57,60,23,2,View Bio
13,"Stroemel, Carly  13 Stroemel, Carly",24,17.0,485,20.2,73,160,0.456,0,3,0.0,15,25,0.6,161,6.7,24,84,108,4.5,61,11,23,5,19,View Bio
15,"McCray, Asia  15 McCray, Asia",23,19.0,514,22.3,38,97,0.392,1,5,0.2,37,59,0.627,114,5.0,37,75,112,4.9,68,15,44,22,11,View Bio
34,"Wood, Kelsey  34 Wood, Kelsey",18,6.0,316,17.6,35,87,0.402,0,1,0.0,19,39,0.487,89,4.9,35,64,99,5.5,46,4,21,8,3,View Bio
24,"Bergdorf, Maiya  24 Bergdorf, Maiya",19,6.0,357,18.8,32,53,0.604,0,3,0.0,18,25,0.72,82,4.3,24,53,77,4.1,48,11,25,18,9,View Bio
21,"Martino, Olivia  21 Martino, Olivia",5,2.0,57,11.4,3,8,0.375,0,0,0.0,5,6,0.833,11,2.2,0,5,5,1.0,7,2,2,1,1,View Bio
05,"Jackson, Wil'Lisha  05 Jackson, Wil'Lisha",20,1.0,172,8.6,13,31,0.419,4,10,0.4,9,12,0.75,39,2.0,5,16,21,1.1,17,2,14,2,2,View Bio
00,"Ziba, Marie-Laeticia  00 Ziba, Marie-Laeticia",15,1.0,173,11.5,12,34,0.353,2,11,0.182,0,4,0.0,26,1.7,9,29,38,2.5,25,3,18,6,0,View Bio
01,"Hammond, Tiffany  01 Hammond, Tiffany",9,0.0,68,7.6,5,18,0.278,1,9,0.111,2,2,1.0,13,1.4,0,6,6,0.7,13,3,10,2,0,View Bio
10,"Owusu-Mensah, Afia  10 Owusu-Mensah, Afia",19,0.0,138,7.3,7,31,0.226,3,7,0.429,5,12,0.417,22,1.2,2,13,15,0.8,18,7,17,3,0,View Bio
12,"Klein, Maya  12 Klein, Maya",8,1.0,53,6.6,4,14,0.286,1,9,0.111,0,0,0.0,9,1.1,0,2,2,0.3,5,1,3,0,0,View Bio
20,"Porter, Ann  20 Porter, Ann",7,0.0,20,2.9,3,3,1.0,0,0,0.0,0,0,0.0,6,0.9,1,0,1,0.1,2,0,1,1,0,View Bio
33,"Marshall, Savannah  33 Marshall, Savannah",6,0.0,15,2.5,1,4,0.25,1,3,0.333,0,0,0.0,3,0.5,2,1,3,0.5,4,0,2,0,0,View Bio
TM,Team  TM Team,25,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,49,71,120,4.8,0,0,16,0,0,
,Total,25,,5050,202.0,528,1405,0.376,125,417,0.3,270,392,0.689,1451,58.04,252,607,859,34.4,503,254,412,163,62,
,Opponents,25,,5050,202.0,567,1410,0.402,133,455,0.292,331,482,0.687,1598,63.92,293,673,966,38.6,421,289,399,171,67,
