#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
00,"Johnson, Jaela  00 Johnson, Jaela",31,31.0,908,29.3,113,307,0.368,49,149,0.329,77,93,0.828,352,11.4,11,83,94,3.0,82,91,108,33,2,View Bio
34,"Gailes, Shariah  34 Gailes, Shariah",29,12.0,715,24.7,88,198,0.444,0,5,0.0,88,114,0.772,264,9.1,77,157,234,8.1,50,21,88,18,7,View Bio
22,"Wittenberg, Franka  22 Wittenberg, Franka",30,30.0,810,27.0,81,202,0.401,13,43,0.302,70,88,0.795,245,8.2,36,89,125,4.2,75,74,107,22,6,View Bio
11,"Sanogo, Mariam  11 Sanogo, Mariam",31,26.0,632,20.4,68,153,0.444,0,5,0.0,39,56,0.696,175,5.6,51,92,143,4.6,48,23,59,27,21,View Bio
33,"Djibril, Yasmine  33 Djibril, Yasmine",31,8.0,700,22.6,73,149,0.49,0,1,0.0,27,60,0.45,173,5.6,43,103,146,4.7,65,28,51,26,9,View Bio
03,"Copple, Mary  03 Copple, Mary",31,3.0,572,18.5,49,151,0.325,40,122,0.328,6,13,0.462,144,4.6,5,29,34,1.1,50,26,55,19,4,View Bio
14,"Santoro, Cory  14 Santoro, Cory",31,29.0,670,21.6,50,164,0.305,36,132,0.273,4,7,0.571,140,4.5,6,46,52,1.7,27,19,39,14,1,View Bio
15,"Carvajal Caro, Sara  15 Carvajal Caro, Sara",23,15.0,270,11.7,35,76,0.461,0,0,0.0,7,10,0.7,77,3.3,8,40,48,2.1,33,11,38,4,4,View Bio
05,"Rey Pineda, Irene  05 Rey Pineda, Irene",31,0.0,500,16.1,34,98,0.347,9,42,0.214,13,19,0.684,90,2.9,4,32,36,1.2,36,20,68,15,0,View Bio
13,"Karatasiou, Xanthippi 13 Karatasiou, Xanthippi",17,1.0,140,8.2,11,39,0.282,5,28,0.179,1,1,1.0,28,1.6,4,11,15,0.9,6,6,14,4,1,View Bio
04,"Clay, Corniya  04 Clay, Corniya",30,0.0,138,4.6,2,15,0.133,1,7,0.143,3,6,0.5,8,0.3,4,5,9,0.3,16,5,13,3,1,View Bio
12,"Randolph, Saige  12 Randolph, Saige",24,0.0,22,0.9,2,4,0.5,0,0,0.0,3,4,0.75,7,0.3,1,1,2,0.1,5,0,3,2,0,View Bio
02,"Moses, Alex  02 Moses, Alex",28,0.0,130,4.6,1,11,0.091,1,7,0.143,1,2,0.5,4,0.1,1,9,10,0.4,5,4,11,3,0,View Bio
TM,Team  TM Team,31,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,65,74,139,4.5,0,0,52,0,0,
,Total,31,,6207,200.2,607,1567,0.387,154,541,0.285,339,473,0.717,1707,55.06,316,771,1087,35.1,498,328,706,190,56,
,Opponents,31,,6225,200.8,750,1822,0.412,166,575,0.289,341,463,0.737,2007,64.74,338,676,1014,32.7,548,410,463,296,106,
